data,codiEstacio,codiVariable,valor
2020-08-28,CG,1600,0.0
2020-08-27,ZC,1600,0.0
2020-08-27,ZB,1600,0.0
2020-08-27,Z9,1600,0.0
2020-08-27,Z8,1600,0.0
2020-08-27,Z7,1600,0.0
2020-08-27,Z6,1600,0.0
2020-08-27,Z5,1600,0.0
2020-08-27,Z3,1600,0.0
2020-08-27,Z2,1600,0.0
2020-08-27,Z1,1600,0.0
2020-08-27,XR,1600,0.0
2020-08-27,XK,1600,0.0
2020-08-27,XH,1600,0.0
2020-08-27,X5,1600,0.0
2020-08-27,VS,1600,0.0
2020-08-27,DP,1600,0.0
2020-08-27,DG,1600,0.0
2020-08-27,CU,1600,0.0
2020-08-27,CG,1600,0.0
2020-08-26,ZC,1600,0.0
2020-08-26,ZB,1600,0.0
2020-08-26,Z9,1600,0.0
2020-08-26,Z8,1600,0.0
2020-08-26,Z7,1600,0.0
2020-08-26,Z6,1600,0.0
2020-08-26,Z5,1600,0.0
2020-08-26,Z3,1600,0.0
2020-08-26,Z2,1600,0.0
2020-08-26,Z1,1600,0.0
2020-08-26,XR,1600,0.0
2020-08-26,XK,1600,0.0
2020-08-26,XH,1600,0.0
2020-08-26,X5,1600,0.0
2020-08-26,VS,1600,0.0
2020-08-26,DP,1600,0.0
2020-08-26,DG,1600,0.0
2020-08-26,CU,1600,0.0
2020-08-26,CG,1600,0.0
2020-08-25,ZC,1600,0.0
2020-08-25,ZB,1600,0.0
2020-08-25,Z9,1600,0.0
2020-08-25,Z8,1600,0.0
2020-08-25,Z7,1600,0.0
2020-08-25,Z6,1600,0.0
2020-08-25,Z5,1600,0.0
2020-08-25,Z3,1600,0.0
2020-08-25,Z2,1600,0.0
2020-08-25,Z1,1600,0.0
2020-08-25,XR,1600,0.0
2020-08-25,XK,1600,0.0
2020-08-25,XH,1600,0.0
2020-08-25,X5,1600,0.0
2020-08-25,VS,1600,0.0
2020-08-25,DP,1600,0.0
2020-08-25,DG,1600,0.0
2020-08-25,CU,1600,0.0
2020-08-25,CG,1600,0.0
2020-08-24,ZC,1600,0.0
2020-08-24,ZB,1600,0.0
2020-08-24,Z9,1600,0.0
2020-08-24,Z8,1600,0.0
2020-08-24,Z7,1600,0.0
2020-08-24,Z6,1600,0.0
2020-08-24,Z5,1600,0.0
2020-08-24,Z3,1600,0.0
2020-08-24,Z2,1600,0.0
2020-08-24,Z1,1600,0.0
2020-08-24,XR,1600,0.0
2020-08-24,XK,1600,0.0
2020-08-24,XH,1600,0.0
2020-08-24,X5,1600,0.0
2020-08-24,VS,1600,0.0
2020-08-24,DP,1600,0.0
2020-08-24,DG,1600,0.0
2020-08-24,CU,1600,0.0
2020-08-24,CG,1600,0.0
2020-08-23,ZC,1600,0.0
2020-08-23,ZB,1600,0.0
2020-08-23,Z9,1600,0.0
2020-08-23,Z8,1600,0.0
2020-08-23,Z7,1600,0.0
2020-08-23,Z6,1600,0.0
2020-08-23,Z5,1600,0.0
2020-08-23,Z3,1600,0.0
2020-08-23,Z2,1600,0.0
2020-08-23,Z1,1600,0.0
2020-08-23,XR,1600,0.0
2020-08-23,XK,1600,0.0
2020-08-23,XH,1600,0.0
2020-08-23,X5,1600,0.0
2020-08-23,VS,1600,0.0
2020-08-23,DP,1600,0.0
2020-08-23,DG,1600,0.0
2020-08-23,CU,1600,0.0
2020-08-23,CG,1600,0.0
2020-08-22,ZC,1600,0.0
2020-08-22,ZB,1600,0.0
2020-08-22,Z9,1600,0.0
2020-08-22,Z8,1600,0.0
2020-08-22,Z7,1600,0.0
2020-08-22,Z6,1600,0.0
2020-08-22,Z5,1600,0.0
2020-08-22,Z3,1600,0.0
2020-08-22,Z2,1600,0.0
2020-08-22,Z1,1600,0.0
2020-08-22,XR,1600,0.0
2020-08-22,XK,1600,0.0
2020-08-22,XH,1600,0.0
2020-08-22,X5,1600,0.0
2020-08-22,VS,1600,0.0
2020-08-22,DP,1600,0.0
2020-08-22,DG,1600,0.0
2020-08-22,CU,1600,0.0
2020-08-22,CG,1600,0.0
2020-08-21,ZC,1600,0.0
2020-08-21,ZB,1600,0.0
2020-08-21,Z9,1600,0.0
2020-08-21,Z8,1600,0.0
2020-08-21,Z7,1600,0.0
2020-08-21,Z6,1600,0.0
2020-08-21,Z5,1600,0.0
2020-08-21,Z3,1600,0.0
2020-08-21,Z2,1600,0.0
2020-08-21,Z1,1600,0.0
2020-08-21,XR,1600,0.0
2020-08-21,XK,1600,0.0
2020-08-21,XH,1600,0.0
2020-08-21,X5,1600,0.0
2020-08-21,VS,1600,0.0
2020-08-21,DP,1600,0.0
2020-08-21,DG,1600,0.0
2020-08-21,CU,1600,0.0
2020-08-21,CG,1600,0.0
2020-08-20,ZC,1600,0.0
2020-08-20,ZB,1600,0.0
2020-08-20,Z9,1600,0.0
2020-08-20,Z8,1600,0.0
2020-08-20,Z7,1600,0.0
2020-08-20,Z6,1600,0.0
2020-08-20,Z5,1600,0.0
2020-08-20,Z3,1600,0.0
2020-08-20,Z2,1600,0.0
2020-08-20,Z1,1600,0.0
2020-08-20,XR,1600,0.0
2020-08-20,XK,1600,0.0
2020-08-20,XH,1600,0.0
2020-08-20,X5,1600,0.0
2020-08-20,VS,1600,0.0
2020-08-20,DP,1600,0.0
2020-08-20,DG,1600,0.0
2020-08-20,CU,1600,0.0
2020-08-20,CG,1600,0.0
2020-08-19,ZC,1600,0.0
2020-08-19,ZB,1600,0.0
2020-08-19,Z9,1600,0.0
2020-08-19,Z8,1600,0.0
2020-08-19,Z7,1600,0.0
2020-08-19,Z6,1600,0.0
2020-08-19,Z5,1600,0.0
2020-08-19,Z3,1600,0.0
2020-08-19,Z2,1600,0.0
2020-08-19,Z1,1600,0.0
2020-08-19,XR,1600,0.0
2020-08-19,XK,1600,0.0
2020-08-19,XH,1600,0.0
2020-08-19,X5,1600,0.0
2020-08-19,VS,1600,0.0
2020-08-19,DP,1600,0.0
2020-08-19,DG,1600,0.0
2020-08-19,CU,1600,0.0
2020-08-19,CG,1600,0.0
2020-08-18,ZC,1600,0.0
2020-08-18,ZB,1600,0.0
2020-08-18,Z9,1600,0.0
2020-08-18,Z8,1600,0.0
2020-08-18,Z7,1600,0.0
2020-08-18,Z6,1600,0.0
2020-08-18,Z5,1600,0.0
2020-08-18,Z3,1600,0.0
2020-08-18,Z2,1600,0.0
2020-08-18,Z1,1600,0.0
2020-08-18,XR,1600,0.0
2020-08-18,XK,1600,0.0
2020-08-18,XH,1600,0.0
2020-08-18,X5,1600,0.0
2020-08-18,VS,1600,0.0
2020-08-18,DP,1600,0.0
2020-08-18,DG,1600,0.0
2020-08-18,CU,1600,0.0
2020-08-18,CG,1600,0.0
2020-08-17,ZC,1600,0.0
2020-08-17,ZB,1600,0.0
2020-08-17,Z9,1600,0.0
2020-08-17,Z8,1600,0.0
2020-08-17,Z7,1600,0.0
2020-08-17,Z6,1600,0.0
2020-08-17,Z5,1600,0.0
2020-08-17,Z3,1600,0.0
2020-08-17,Z2,1600,0.0
2020-08-17,Z1,1600,0.0
2020-08-17,XR,1600,0.0
2020-08-17,XK,1600,0.0
2020-08-17,XH,1600,0.0
2020-08-17,X5,1600,0.0
2020-08-17,VS,1600,0.0
2020-08-17,DP,1600,0.0
2020-08-17,DG,1600,0.0
2020-08-17,CU,1600,0.0
2020-08-17,CG,1600,0.0
2020-08-16,ZC,1600,0.0
2020-08-16,ZB,1600,0.0
2020-08-16,Z9,1600,0.0
2020-08-16,Z8,1600,0.0
2020-08-16,Z7,1600,0.0
2020-08-16,Z6,1600,0.0
2020-08-16,Z5,1600,0.0
2020-08-16,Z3,1600,0.0
2020-08-16,Z2,1600,0.0
2020-08-16,Z1,1600,0.0
2020-08-16,XR,1600,0.0
2020-08-16,XK,1600,0.0
2020-08-16,XH,1600,0.0
2020-08-16,X5,1600,0.0
2020-08-16,VS,1600,0.0
2020-08-16,DP,1600,0.0
2020-08-16,DG,1600,0.0
2020-08-16,CU,1600,0.0
2020-08-16,CG,1600,0.0
2020-08-15,ZC,1600,0.0
2020-08-15,ZB,1600,0.0
2020-08-15,Z9,1600,0.0
2020-08-15,Z8,1600,0.0
2020-08-15,Z7,1600,0.0
2020-08-15,Z6,1600,0.0
2020-08-15,Z5,1600,0.0
2020-08-15,Z3,1600,0.0
2020-08-15,Z2,1600,0.0
2020-08-15,Z1,1600,0.0
2020-08-15,XR,1600,0.0
2020-08-15,XK,1600,0.0
2020-08-15,XH,1600,0.0
2020-08-15,X5,1600,0.0
2020-08-15,VS,1600,0.0
2020-08-15,DP,1600,0.0
2020-08-15,DG,1600,0.0
2020-08-15,CU,1600,0.0
2020-08-15,CG,1600,0.0
2020-08-14,ZC,1600,0.0
2020-08-14,ZB,1600,0.0
2020-08-14,Z9,1600,0.0
2020-08-14,Z8,1600,0.0
2020-08-14,Z7,1600,0.0
2020-08-14,Z6,1600,0.0
2020-08-14,Z5,1600,0.0
2020-08-14,Z3,1600,0.0
2020-08-14,Z2,1600,0.0
2020-08-14,Z1,1600,0.0
2020-08-14,XR,1600,0.0
2020-08-14,XK,1600,0.0
2020-08-14,XH,1600,0.0
2020-08-14,X5,1600,0.0
2020-08-14,VS,1600,0.0
2020-08-14,DP,1600,0.0
2020-08-14,DG,1600,0.0
2020-08-14,CU,1600,0.0
2020-08-14,CG,1600,0.0
2020-08-13,ZC,1600,0.0
2020-08-13,ZB,1600,0.0
2020-08-13,Z9,1600,0.0
2020-08-13,Z8,1600,0.0
2020-08-13,Z7,1600,0.0
2020-08-13,Z6,1600,0.0
2020-08-13,Z5,1600,0.0
2020-08-13,Z3,1600,0.0
2020-08-13,Z2,1600,0.0
2020-08-13,Z1,1600,0.0
2020-08-13,XR,1600,0.0
2020-08-13,XK,1600,0.0
2020-08-13,XH,1600,0.0
2020-08-13,X5,1600,0.0
2020-08-13,VS,1600,0.0
2020-08-13,DP,1600,0.0
2020-08-13,DG,1600,0.0
2020-08-13,CU,1600,0.0
2020-08-13,CG,1600,0.0
2020-08-12,ZC,1600,0.0
2020-08-12,ZB,1600,0.0
2020-08-12,Z9,1600,0.0
2020-08-12,Z8,1600,0.0
2020-08-12,Z7,1600,0.0
2020-08-12,Z6,1600,0.0
2020-08-12,Z5,1600,0.0
2020-08-12,Z3,1600,0.0
2020-08-12,Z2,1600,0.0
2020-08-12,Z1,1600,0.0
2020-08-12,XR,1600,0.0
2020-08-12,XK,1600,0.0
2020-08-12,XH,1600,0.0
2020-08-12,X5,1600,0.0
2020-08-12,VS,1600,0.0
2020-08-12,DP,1600,0.0
2020-08-12,DG,1600,0.0
2020-08-12,CU,1600,0.0
2020-08-12,CG,1600,0.0
2020-08-11,ZC,1600,0.0
2020-08-11,ZB,1600,0.0
2020-08-11,Z9,1600,0.0
2020-08-11,Z8,1600,0.0
2020-08-11,Z7,1600,0.0
2020-08-11,Z6,1600,0.0
2020-08-11,Z5,1600,0.0
2020-08-11,Z3,1600,0.0
2020-08-11,Z2,1600,0.0
2020-08-11,Z1,1600,0.0
2020-08-11,XR,1600,0.0
2020-08-11,XK,1600,0.0
2020-08-11,XH,1600,0.0
2020-08-11,X5,1600,0.0
2020-08-11,VS,1600,0.0
2020-08-11,DP,1600,0.0
2020-08-11,DG,1600,0.0
2020-08-11,CU,1600,0.0
2020-08-11,CG,1600,0.0
2020-08-10,ZC,1600,0.0
2020-08-10,ZB,1600,0.0
2020-08-10,Z9,1600,0.0
2020-08-10,Z8,1600,0.0
2020-08-10,Z7,1600,0.0
2020-08-10,Z6,1600,0.0
2020-08-10,Z5,1600,0.0
2020-08-10,Z3,1600,0.0
2020-08-10,Z2,1600,0.0
2020-08-10,Z1,1600,0.0
2020-08-10,XR,1600,0.0
2020-08-10,XK,1600,0.0
2020-08-10,XH,1600,0.0
2020-08-10,X5,1600,0.0
2020-08-10,VS,1600,0.0
2020-08-10,DP,1600,0.0
2020-08-10,DG,1600,0.0
2020-08-10,CU,1600,0.0
2020-08-10,CG,1600,0.0
2020-08-09,ZC,1600,0.0
2020-08-09,ZB,1600,0.0
2020-08-09,Z9,1600,0.0
2020-08-09,Z8,1600,0.0
2020-08-09,Z7,1600,0.0
2020-08-09,Z6,1600,0.0
2020-08-09,Z5,1600,0.0
2020-08-09,Z3,1600,0.0
2020-08-09,Z2,1600,0.0
2020-08-09,Z1,1600,0.0
2020-08-09,XR,1600,0.0
2020-08-09,XK,1600,0.0
2020-08-09,XH,1600,0.0
2020-08-09,X5,1600,0.0
2020-08-09,VS,1600,0.0
2020-08-09,DP,1600,0.0
2020-08-09,DG,1600,0.0
2020-08-09,CU,1600,0.0
2020-08-09,CG,1600,0.0
2020-08-08,ZC,1600,0.0
2020-08-08,ZB,1600,0.0
2020-08-08,Z9,1600,0.0
2020-08-08,Z8,1600,0.0
2020-08-08,Z7,1600,0.0
2020-08-08,Z6,1600,0.0
2020-08-08,Z5,1600,0.0
2020-08-08,Z3,1600,0.0
2020-08-08,Z2,1600,0.0
2020-08-08,Z1,1600,0.0
2020-08-08,XR,1600,0.0
2020-08-08,XK,1600,0.0
2020-08-08,XH,1600,0.0
2020-08-08,X5,1600,0.0
2020-08-08,VS,1600,0.0
2020-08-08,DP,1600,0.0
2020-08-08,DG,1600,0.0
2020-08-08,CU,1600,0.0
2020-08-08,CG,1600,0.0
2020-08-07,ZC,1600,0.0
2020-08-07,ZB,1600,0.0
2020-08-07,Z9,1600,0.0
2020-08-07,Z8,1600,0.0
2020-08-07,Z7,1600,0.0
2020-08-07,Z6,1600,0.0
2020-08-07,Z5,1600,0.0
2020-08-07,Z3,1600,0.0
2020-08-07,Z2,1600,0.0
2020-08-07,Z1,1600,0.0
2020-08-07,XR,1600,0.0
2020-08-07,XK,1600,0.0
2020-08-07,XH,1600,0.0
2020-08-07,X5,1600,0.0
2020-08-07,VS,1600,0.0
2020-08-07,DP,1600,0.0
2020-08-07,DG,1600,0.0
2020-08-07,CU,1600,0.0
2020-08-07,CG,1600,0.0
2020-08-06,ZC,1600,0.0
2020-08-06,ZB,1600,0.0
2020-08-06,Z9,1600,0.0
2020-08-06,Z8,1600,0.0
2020-08-06,Z7,1600,0.0
2020-08-06,Z6,1600,0.0
2020-08-06,Z5,1600,0.0
2020-08-06,Z3,1600,0.0
2020-08-06,Z2,1600,0.0
2020-08-06,Z1,1600,0.0
2020-08-06,XR,1600,0.0
2020-08-06,XK,1600,0.0
2020-08-06,XH,1600,0.0
2020-08-06,X5,1600,0.0
2020-08-06,VS,1600,0.0
2020-08-06,DP,1600,0.0
2020-08-06,DG,1600,0.0
2020-08-06,CU,1600,0.0
2020-08-06,CG,1600,0.0
2020-08-05,ZC,1600,0.0
2020-08-05,ZB,1600,0.0
2020-08-05,Z9,1600,0.0
2020-08-05,Z8,1600,0.0
2020-08-05,Z7,1600,0.0
2020-08-05,Z6,1600,0.0
2020-08-05,Z5,1600,0.0
2020-08-05,Z3,1600,0.0
2020-08-05,Z2,1600,0.0
2020-08-05,Z1,1600,0.0
2020-08-05,XR,1600,0.0
2020-08-05,XK,1600,0.0
2020-08-05,XH,1600,0.0
2020-08-05,X5,1600,0.0
2020-08-05,VS,1600,0.0
2020-08-05,DP,1600,0.0
2020-08-05,DG,1600,0.0
2020-08-05,CU,1600,0.0
2020-08-05,CG,1600,0.0
2020-08-04,ZC,1600,0.0
2020-08-04,ZB,1600,0.0
2020-08-04,Z9,1600,0.0
2020-08-04,Z8,1600,0.0
2020-08-04,Z7,1600,0.0
2020-08-04,Z6,1600,0.0
2020-08-04,Z5,1600,0.0
2020-08-04,Z3,1600,0.0
2020-08-04,Z2,1600,0.0
2020-08-04,Z1,1600,0.0
2020-08-04,XR,1600,0.0
2020-08-04,XK,1600,0.0
2020-08-04,XH,1600,0.0
2020-08-04,X5,1600,0.0
2020-08-04,VS,1600,0.0
2020-08-04,DP,1600,0.0
2020-08-04,DG,1600,0.0
2020-08-04,CU,1600,0.0
2020-08-04,CG,1600,0.0
2020-08-03,ZC,1600,0.0
2020-08-03,ZB,1600,0.0
2020-08-03,Z9,1600,0.0
2020-08-03,Z8,1600,0.0
2020-08-03,Z7,1600,0.0
2020-08-03,Z6,1600,0.0
2020-08-03,Z5,1600,0.0
2020-08-03,Z3,1600,0.0
2020-08-03,Z2,1600,0.0
2020-08-03,Z1,1600,0.0
2020-08-03,XR,1600,0.0
2020-08-03,XK,1600,0.0
2020-08-03,XH,1600,0.0
2020-08-03,X5,1600,0.0
2020-08-03,VS,1600,0.0
2020-08-03,DP,1600,0.0
2020-08-03,DG,1600,0.0
2020-08-03,CU,1600,0.0
2020-08-03,CG,1600,0.0
2020-08-02,ZC,1600,0.0
2020-08-02,ZB,1600,0.0
2020-08-02,Z9,1600,0.0
2020-08-02,Z8,1600,0.0
2020-08-02,Z7,1600,0.0
2020-08-02,Z6,1600,0.0
2020-08-02,Z5,1600,0.0
2020-08-02,Z3,1600,0.0
2020-08-02,Z2,1600,0.0
2020-08-02,Z1,1600,0.0
2020-08-02,XR,1600,0.0
2020-08-02,XK,1600,0.0
2020-08-02,XH,1600,0.0
2020-08-02,X5,1600,0.0
2020-08-02,VS,1600,0.0
2020-08-02,DP,1600,0.0
2020-08-02,DG,1600,0.0
2020-08-02,CU,1600,0.0
2020-08-02,CG,1600,0.0
2020-08-01,ZC,1600,0.0
2020-08-01,ZB,1600,0.0
2020-08-01,Z9,1600,0.0
2020-08-01,Z8,1600,0.0
2020-08-01,Z7,1600,0.0
2020-08-01,Z6,1600,0.0
2020-08-01,Z5,1600,0.0
2020-08-01,Z3,1600,0.0
2020-08-01,Z2,1600,0.0
2020-08-01,Z1,1600,0.0
2020-08-01,XR,1600,0.0
2020-08-01,XK,1600,0.0
2020-08-01,XH,1600,0.0
2020-08-01,X5,1600,0.0
2020-08-01,VS,1600,0.0
2020-08-01,DP,1600,0.0
2020-08-01,DG,1600,0.0
2020-08-01,CU,1600,0.0
2020-08-01,CG,1600,0.0
2020-07-31,ZC,1600,0.0
2020-07-31,ZB,1600,0.0
2020-07-31,Z9,1600,0.0
2020-07-31,Z8,1600,0.0
2020-07-31,Z7,1600,0.0
2020-07-31,Z6,1600,0.0
2020-07-31,Z5,1600,0.0
2020-07-31,Z3,1600,0.0
2020-07-31,Z2,1600,0.0
2020-07-31,Z1,1600,0.0
2020-07-31,XR,1600,0.0
2020-07-31,XK,1600,0.0
2020-07-31,XH,1600,0.0
2020-07-31,X5,1600,0.0
2020-07-31,VS,1600,0.0
2020-07-31,DP,1600,0.0
2020-07-31,DG,1600,0.0
2020-07-31,CU,1600,0.0
2020-07-31,CG,1600,0.0
2020-07-30,ZC,1600,0.0
2020-07-30,ZB,1600,0.0
2020-07-30,Z9,1600,0.0
2020-07-30,Z8,1600,0.0
2020-07-30,Z7,1600,0.0
2020-07-30,Z6,1600,0.0
2020-07-30,Z5,1600,0.0
2020-07-30,Z3,1600,0.0
2020-07-30,Z2,1600,0.0
2020-07-30,Z1,1600,0.0
2020-07-30,XR,1600,0.0
2020-07-30,XK,1600,0.0
2020-07-30,XH,1600,0.0
2020-07-30,X5,1600,0.0
2020-07-30,VS,1600,0.0
2020-07-30,DP,1600,0.0
2020-07-30,DG,1600,0.0
2020-07-30,CU,1600,0.0
2020-07-30,CG,1600,0.0
2020-07-29,ZC,1600,0.0
2020-07-29,ZB,1600,0.0
2020-07-29,Z9,1600,0.0
2020-07-29,Z8,1600,0.0
2020-07-29,Z7,1600,0.0
2020-07-29,Z6,1600,0.0
2020-07-29,Z5,1600,0.0
2020-07-29,Z3,1600,0.0
2020-07-29,Z2,1600,0.0
2020-07-29,Z1,1600,0.0
2020-07-29,XR,1600,0.0
2020-07-29,XK,1600,0.0
2020-07-29,XH,1600,0.0
2020-07-29,X5,1600,0.0
2020-07-29,VS,1600,0.0
2020-07-29,DP,1600,0.0
2020-07-29,DG,1600,0.0
2020-07-29,CU,1600,0.0
2020-07-29,CG,1600,0.0
2020-07-28,ZC,1600,0.0
2020-07-28,ZB,1600,0.0
2020-07-28,Z9,1600,0.0
2020-07-28,Z8,1600,0.0
2020-07-28,Z7,1600,0.0
2020-07-28,Z6,1600,0.0
2020-07-28,Z5,1600,0.0
2020-07-28,Z3,1600,0.0
2020-07-28,Z2,1600,0.0
2020-07-28,Z1,1600,0.0
2020-07-28,XR,1600,0.0
2020-07-28,XK,1600,0.0
2020-07-28,XH,1600,0.0
2020-07-28,X5,1600,0.0
2020-07-28,VS,1600,0.0
2020-07-28,DP,1600,0.0
2020-07-28,DG,1600,0.0
2020-07-28,CU,1600,0.0
2020-07-28,CG,1600,0.0
2020-07-27,ZC,1600,0.0
2020-07-27,ZB,1600,0.0
2020-07-27,Z9,1600,0.0
2020-07-27,Z8,1600,0.0
2020-07-27,Z7,1600,0.0
2020-07-27,Z6,1600,0.0
2020-07-27,Z5,1600,0.0
2020-07-27,Z3,1600,0.0
2020-07-27,Z2,1600,0.0
2020-07-27,Z1,1600,0.0
2020-07-27,XR,1600,0.0
2020-07-27,XK,1600,0.0
2020-07-27,XH,1600,0.0
2020-07-27,X5,1600,0.0
2020-07-27,VS,1600,0.0
2020-07-27,DP,1600,0.0
2020-07-27,DG,1600,0.0
2020-07-27,CU,1600,0.0
2020-07-27,CG,1600,0.0
2020-07-26,ZC,1600,0.0
2020-07-26,ZB,1600,0.0
2020-07-26,Z9,1600,0.0
2020-07-26,Z8,1600,0.0
2020-07-26,Z7,1600,0.0
2020-07-26,Z6,1600,0.0
2020-07-26,Z5,1600,0.0
2020-07-26,Z3,1600,0.0
2020-07-26,Z2,1600,0.0
2020-07-26,Z1,1600,0.0
2020-07-26,XR,1600,0.0
2020-07-26,XK,1600,0.0
2020-07-26,XH,1600,0.0
2020-07-26,X5,1600,0.0
2020-07-26,VS,1600,0.0
2020-07-26,DP,1600,0.0
2020-07-26,DG,1600,0.0
2020-07-26,CU,1600,0.0
2020-07-26,CG,1600,0.0
2020-07-25,ZC,1600,0.0
2020-07-25,ZB,1600,0.0
2020-07-25,Z9,1600,0.0
2020-07-25,Z8,1600,0.0
2020-07-25,Z7,1600,0.0
2020-07-25,Z6,1600,0.0
2020-07-25,Z5,1600,0.0
2020-07-25,Z3,1600,0.0
2020-07-25,Z2,1600,0.0
2020-07-25,Z1,1600,0.0
2020-07-25,XR,1600,0.0
2020-07-25,XK,1600,0.0
2020-07-25,XH,1600,0.0
2020-07-25,X5,1600,0.0
2020-07-25,VS,1600,0.0
2020-07-25,DP,1600,0.0
2020-07-25,DG,1600,0.0
2020-07-25,CU,1600,0.0
2020-07-25,CG,1600,0.0
2020-07-24,ZC,1600,0.0
2020-07-24,ZB,1600,0.0
2020-07-24,Z9,1600,0.0
2020-07-24,Z8,1600,0.0
2020-07-24,Z7,1600,0.0
2020-07-24,Z6,1600,0.0
2020-07-24,Z5,1600,0.0
2020-07-24,Z3,1600,0.0
2020-07-24,Z2,1600,0.0
2020-07-24,Z1,1600,0.0
2020-07-24,XR,1600,0.0
2020-07-24,XK,1600,0.0
2020-07-24,XH,1600,0.0
2020-07-24,X5,1600,0.0
2020-07-24,VS,1600,0.0
2020-07-24,DP,1600,0.0
2020-07-24,DG,1600,0.0
2020-07-24,CU,1600,0.0
2020-07-24,CG,1600,0.0
2020-07-23,ZC,1600,0.0
2020-07-23,ZB,1600,0.0
2020-07-23,Z9,1600,0.0
2020-07-23,Z8,1600,0.0
2020-07-23,Z7,1600,0.0
2020-07-23,Z6,1600,0.0
2020-07-23,Z5,1600,0.0
2020-07-23,Z3,1600,0.0
2020-07-23,Z2,1600,0.0
2020-07-23,Z1,1600,0.0
2020-07-23,XR,1600,0.0
2020-07-23,XK,1600,0.0
2020-07-23,XH,1600,0.0
2020-07-23,X5,1600,0.0
2020-07-23,VS,1600,0.0
2020-07-23,DP,1600,0.0
2020-07-23,DG,1600,0.0
2020-07-23,CU,1600,0.0
2020-07-23,CG,1600,0.0
2020-07-22,ZC,1600,0.0
2020-07-22,ZB,1600,0.0
2020-07-22,Z9,1600,0.0
2020-07-22,Z8,1600,0.0
2020-07-22,Z7,1600,0.0
2020-07-22,Z6,1600,0.0
2020-07-22,Z5,1600,0.0
2020-07-22,Z3,1600,0.0
2020-07-22,Z2,1600,0.0
2020-07-22,Z1,1600,0.0
2020-07-22,XR,1600,0.0
2020-07-22,XK,1600,0.0
2020-07-22,XH,1600,0.0
2020-07-22,X5,1600,0.0
2020-07-22,VS,1600,0.0
2020-07-22,DP,1600,0.0
2020-07-22,DG,1600,0.0
2020-07-22,CU,1600,0.0
2020-07-22,CG,1600,0.0
2020-07-21,ZC,1600,0.0
2020-07-21,ZB,1600,0.0
2020-07-21,Z9,1600,0.0
2020-07-21,Z8,1600,0.0
2020-07-21,Z7,1600,0.0
2020-07-21,Z6,1600,0.0
2020-07-21,Z5,1600,0.0
2020-07-21,Z3,1600,0.0
2020-07-21,Z2,1600,0.0
2020-07-21,Z1,1600,0.0
2020-07-21,XR,1600,0.0
2020-07-21,XK,1600,0.0
2020-07-21,XH,1600,0.0
2020-07-21,X5,1600,0.0
2020-07-21,VS,1600,0.0
2020-07-21,DP,1600,0.0
2020-07-21,DG,1600,0.0
2020-07-21,CU,1600,0.0
2020-07-21,CG,1600,0.0
2020-07-20,ZC,1600,0.0
2020-07-20,ZB,1600,0.0
2020-07-20,Z9,1600,0.0
2020-07-20,Z8,1600,0.0
2020-07-20,Z7,1600,0.0
2020-07-20,Z6,1600,0.0
2020-07-20,Z5,1600,0.0
2020-07-20,Z3,1600,0.0
2020-07-20,Z2,1600,0.0
2020-07-20,Z1,1600,0.0
2020-07-20,XR,1600,0.0
2020-07-20,XK,1600,0.0
2020-07-20,XH,1600,0.0
2020-07-20,X5,1600,0.0
2020-07-20,VS,1600,0.0
2020-07-20,DP,1600,0.0
2020-07-20,DG,1600,0.0
2020-07-20,CU,1600,0.0
2020-07-20,CG,1600,0.0
2020-07-19,ZC,1600,0.0
2020-07-19,ZB,1600,0.0
2020-07-19,Z9,1600,0.0
2020-07-19,Z8,1600,0.0
2020-07-19,Z7,1600,0.0
2020-07-19,Z6,1600,0.0
2020-07-19,Z5,1600,0.0
2020-07-19,Z3,1600,0.0
2020-07-19,Z2,1600,0.0
2020-07-19,Z1,1600,0.0
2020-07-19,XR,1600,0.0
2020-07-19,XK,1600,0.0
2020-07-19,XH,1600,0.0
2020-07-19,X5,1600,0.0
2020-07-19,VS,1600,0.0
2020-07-19,DP,1600,0.0
2020-07-19,DG,1600,0.0
2020-07-19,CU,1600,0.0
2020-07-19,CG,1600,0.0
2020-07-18,ZC,1600,0.0
2020-07-18,ZB,1600,0.0
2020-07-18,Z9,1600,0.0
2020-07-18,Z8,1600,0.0
2020-07-18,Z7,1600,0.0
2020-07-18,Z6,1600,0.0
2020-07-18,Z5,1600,0.0
2020-07-18,Z3,1600,0.0
2020-07-18,Z2,1600,0.0
2020-07-18,Z1,1600,0.0
2020-07-18,XR,1600,0.0
2020-07-18,XK,1600,0.0
2020-07-18,XH,1600,0.0
2020-07-18,X5,1600,0.0
2020-07-18,VS,1600,0.0
2020-07-18,DP,1600,0.0
2020-07-18,DG,1600,0.0
2020-07-18,CU,1600,0.0
2020-07-18,CG,1600,0.0
2020-07-17,ZC,1600,0.0
2020-07-17,ZB,1600,0.0
2020-07-17,Z9,1600,0.0
2020-07-17,Z8,1600,0.0
2020-07-17,Z7,1600,0.0
2020-07-17,Z6,1600,0.0
2020-07-17,Z5,1600,0.0
2020-07-17,Z3,1600,0.0
2020-07-17,Z2,1600,0.0
2020-07-17,Z1,1600,0.0
2020-07-17,XR,1600,0.0
2020-07-17,XK,1600,0.0
2020-07-17,XH,1600,0.0
2020-07-17,X5,1600,0.0
2020-07-17,VS,1600,0.0
2020-07-17,DP,1600,0.0
2020-07-17,DG,1600,0.0
