data,codiEstacio,codiVariable,valor
2025-02-01,WC,1000,3.5295454545454548
2025-02-01,WB,1000,3.6568181818181817
2025-02-01,WA,1000,2.8136363636363635
2025-02-01,W9,1000,5.204545454545454
2025-02-01,W8,1000,3.9931818181818177
2025-02-01,W5,1000,3.415909090909091
2025-02-01,W4,1000,5.125
2025-02-01,W1,1000,9.054545454545456
2025-02-01,VZ,1000,9.30909090909091
2025-02-01,VY,1000,5.702272727272727
2025-02-01,VX,1000,1.4931818181818182
2025-02-01,VV,1000,3.4613636363636364
2025-02-01,VU,1000,3.4954545454545456
2025-02-01,VS,1000,-5.713636363636364
2025-02-01,VQ,1000,6.386363636363637
2025-02-01,VP,1000,2.9477272727272723
2025-02-01,VO,1000,3.527272727272727
2025-02-01,VM,1000,3.315909090909091
2025-02-01,VK,1000,2.6204545454545456
2025-02-01,VH,1000,2.8068181818181817
2025-02-01,VD,1000,4.402272727272727
2025-02-01,VC,1000,4.495454545454546
2025-02-01,VB,1000,4.497727272727273
2025-02-01,VA,1000,4.036363636363636
2025-02-01,V8,1000,3.0431818181818184
2025-02-01,V5,1000,3.095454545454545
2025-02-01,V4,1000,3.6681818181818175
2025-02-01,V1,1000,3.609090909090909
2025-02-01,UY,1000,2.4386363636363635
2025-02-01,UX,1000,5.740909090909091
2025-02-01,UW,1000,7.5636363636363635
2025-02-01,UU,1000,7.572727272727272
2025-02-01,US,1000,8.218181818181819
2025-02-01,UQ,1000,5.438636363636364
2025-02-01,UP,1000,7.956818181818182
2025-02-01,UO,1000,7.443181818181818
2025-02-01,UN,1000,7.447727272727272
2025-02-01,UM,1000,2.493181818181818
2025-02-01,UK,1000,7.020454545454545
2025-02-01,UJ,1000,2.606818181818182
2025-02-01,UI,1000,-0.1795454545454545
2025-02-01,UH,1000,4.331818181818182
2025-02-01,UG,1000,7.220454545454545
2025-02-01,UF,1000,5.326829268292683
2025-02-01,UE,1000,8.997727272727273
2025-02-01,UB,1000,8.495454545454546
2025-02-01,UA,1000,6.511363636363637
2025-02-01,U9,1000,6.843181818181819
2025-02-01,U7,1000,7.097727272727273
2025-02-01,U6,1000,7.752272727272728
2025-02-01,U4,1000,4.2318181818181815
2025-02-01,U3,1000,5.0
2025-02-01,U2,1000,9.25
2025-02-01,MV,1000,0.7909090909090909
2025-02-01,MS,1000,1.0363636363636364
2025-02-01,MR,1000,2.4595238095238097
2025-02-01,MQ,1000,3.540909090909091
2025-02-01,KP,1000,7.033333333333333
2025-02-01,J5,1000,8.136363636363637
2025-02-01,H1,1000,3.718181818181818
2025-02-01,DQ,1000,6.136363636363637
2025-02-01,DP,1000,0.475
2025-02-01,DO,1000,8.790909090909091
2025-02-01,DN,1000,7.1068181818181815
2025-02-01,DL,1000,8.295454545454545
2025-02-01,DK,1000,7.943181818181818
2025-02-01,DJ,1000,7.647727272727272
2025-02-01,DI,1000,5.176744186046512
2025-02-01,DG,1000,-3.5931818181818183
2025-02-01,DF,1000,8.025
2025-02-01,DB,1000,5.713636363636364
2025-02-01,D9,1000,7.102272727272728
2025-02-01,D8,1000,3.6681818181818175
2025-02-01,D7,1000,3.3909090909090907
2025-02-01,D6,1000,6.986666666666666
2025-02-01,D5,1000,6.3159090909090905
2025-02-01,D4,1000,9.43409090909091
2025-02-01,D3,1000,5.7727272727272725
2025-02-01,D2,1000,2.9568181818181816
2025-02-01,D1,1000,2.352272727272727
2025-02-01,CY,1000,3.038636363636364
2025-02-01,CW,1000,3.3318181818181816
2025-02-01,CT,1000,1.3545454545454545
2025-02-01,CR,1000,2.622727272727273
2025-02-01,CQ,1000,3.9909090909090903
2025-02-01,CP,1000,3.897727272727273
2025-02-01,CL,1000,3.3840909090909093
2025-02-01,CJ,1000,3.0
2025-02-01,CI,1000,1.8909090909090909
2025-02-01,CG,1000,-0.2431818181818182
2025-02-01,CE,1000,5.734090909090909
2025-02-01,CD,1000,2.409090909090909
2025-02-01,CC,1000,3.465909090909091
2025-02-01,C9,1000,6.6431818181818185
2025-02-01,C8,1000,3.395454545454545
2025-02-01,C7,1000,4.243181818181818
2025-02-01,C6,1000,3.7545454545454544
