codi,nom,slug,coordenades.latitud,coordenades.longitud,comarca.codi,comarca.nom
081398,Mura,,41.699541072000045,1.9761883170000234,7,Bages
251459,Nalec,,41.55982565500003,1.1152015179996695,38,Urgell
250254,Naut Aran,,42.70719246200007,0.9024450479993595,39,Val d'Aran
081402,Navarcles,,41.75162689300003,1.9037597810000595,7,Bages
081419,Navàs,,41.89984083500008,1.8793367620000179,7,Bages
171117,Navata,,42.223745727000036,2.8605385050000134,2,Alt Empordà
251462,Navès,,41.992269144000026,1.636754844999996,35,Solsonès
430982,Nulles,,41.249492294000035,1.2951785589998235,1,Alt Camp
251484,Odèn,,42.13362307400007,1.3870992369999038,35,Solsonès
081430,Òdena,,41.60674209300002,1.6415885189999926,6,Anoia
171122,Ogassa,,42.26584143900003,2.2774130770000536,31,Ripollès
081458,Olèrdola,,41.32101847000008,1.7211338840000052,3,Alt Penedès
081461,Olesa de Bonesvalls,,41.35170450800005,1.850758765000003,3,Alt Penedès
081477,Olesa de Montserrat,,41.543505945000035,1.893900541000033,11,Baix Llobregat
251497,Oliana,,42.06615809200008,1.311948139999855,4,Alt Urgell
251500,Oliola,,41.87596417600001,1.1742569279997381,23,Noguera
251517,Olius,,41.977346273000066,1.5569139670000072,35,Solsonès
081483,Olivella,,41.310311559000056,1.8122420910000063,17,Garraf
081496,Olost,,41.98580668800001,2.0957281420000307,43,Lluçanès
171143,Olot,,42.183182657000025,2.4843546240000385,19,Garrotxa
081445,Olvan,,42.05699767200006,1.9069735390000184,14,Berguedà
171156,Ordis,,42.218772993000066,2.9067202010000326,2,Alt Empordà
251556,Organyà,,42.21071699300006,1.327366451999877,4,Alt Urgell
081509,Orís,,42.05822395500006,2.2392825580000606,24,Osona
081516,Oristà,,41.93236576500004,2.0603577520000615,43,Lluçanès
081521,Orpí,,41.52900382900002,1.6069292299999944,6,Anoia
081537,Òrrius,,41.555084531000034,2.354940459000025,21,Maresme
251569,Os de Balaguer,,41.87072639500008,0.7184501849986694,23,Noguera
171169,Osor,,41.94560349500005,2.556211062000036,34,Selva
251575,Ossó de Sió,,41.75463581600006,1.1594288839997045,38,Urgell
081542,Pacs del Penedès,,41.361515371000046,1.6690096969999935,3,Alt Penedès
081555,Palafolls,,41.66724600400004,2.7494128820000494,21,Maresme
171175,Palafrugell,,41.91495457900003,3.1640659760000656,10,Baix Empordà
171181,Palamós,,41.84666080900007,3.1295813480000354,10,Baix Empordà
171194,Palau de Santa Eulàlia,,42.17354182700006,2.964362863000068,2,Alt Empordà
171215,Palau-sator,,41.98932789400003,3.1111795630000554,10,Baix Empordà
171208,Palau-saverdera,,42.307356380000044,3.1481205690000618,2,Alt Empordà
081568,Palau-solità i Plegamans,,41.58754343000003,2.178421008000034,40,Vallès Occidental
081574,Pallejà,,41.42257989800003,1.9967752520000073,11,Baix Llobregat
171236,Palol de Revardit,,42.06935071100001,2.7958063760000216,28,Pla de l'Estany
171241,Pals,,41.97107709700003,3.145078572000036,10,Baix Empordà
171254,Pardines,,42.312374598000076,2.2141235730000424,31,Ripollès
081593,Parets del Vallès,,41.57316553300007,2.2335772430000604,41,Vallès Oriental
171267,Parlavà,,42.02384380300003,3.0317759710000503,10,Baix Empordà
431016,Passanant i Belltall,,41.531863845000025,1.1969220589997478,16,Conca de Barberà
171289,Pau,,42.31623673000006,3.1168816990000234,2,Alt Empordà
431021,Paüls,,40.92237943500004,0.40016406299625246,9,Baix Ebre
171292,Pedret i Marzà,,42.310205823000025,3.0686869530000442,2,Alt Empordà
251641,Penelles,,41.757972444000075,0.9655984149994147,23,Noguera
081607,Perafita,,42.04226680700003,2.1069990460000447,43,Lluçanès
431037,Perafort,,41.190720895000005,1.2555001879998091,36,Tarragonès
171328,Peralada,,42.30792626100002,3.0079899500000153,2,Alt Empordà
251654,Peramola,,42.05713729200005,1.2674483719998426,4,Alt Urgell
081614,Piera,,41.51813619900001,1.743364445000024,6,Anoia
