sensor,station,distance,type_1_%,type_2_%,type_3_%,type_4_%,type_5_%,type_6_%,type_7_%,type_8_%,type_9_%,type_10_%,type_11_%,type_12_%,type_13_%,type_14_%,type_15_%,type_16_%,type_17_%,type_18_%,type_19_%,type_20_%,type_21_%,type_22_%,type_23_%,type_24_%,type_25_%,type_26_%,type_27_%,type_28_%,type_29_%,type_30_%,type_31_%,type_32_%,type_33_%,type_34_%,type_35_%,type_36_%,type_37_%,type_38_%,type_39_%,type_40_%
Embassament de Foix (Castellet i la Gornal),DK,22.94979253962552,26.521739130434785,15.217391304347828,13.91304347826087,11.73913043478261,5.6521739130434785,4.3478260869565215,3.91304347826087,3.4782608695652173,3.4782608695652173,3.0434782608695654,1.7391304347826086,1.3043478260869565,1.3043478260869565,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),DL,91.82376656138575,82.80739934711643,5.114254624591948,2.720348204570185,1.958650707290533,1.1969532100108813,1.1969532100108813,0.9793253536452665,0.9793253536452665,0.544069640914037,0.544069640914037,0.4352557127312296,0.4352557127312296,0.3264417845484222,0.2176278563656148,0.2176278563656148,0.1088139281828074,0.1088139281828074,0.1088139281828074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),DN,113.18289208616227,25.0,20.936395759717314,10.68904593639576,10.247349823321555,5.742049469964664,3.7985865724381624,3.091872791519435,2.5618374558303887,1.9434628975265018,1.76678445229682,1.678445229681979,1.5901060070671376,1.5901060070671376,1.5017667844522968,1.325088339222615,0.88339222614841,0.88339222614841,0.7950530035335688,0.7067137809187279,0.7067137809187279,0.441696113074205,0.441696113074205,0.441696113074205,0.35335689045936397,0.35335689045936397,0.26501766784452296,0.26501766784452296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),DO,130.6178886014463,31.675592960979344,26.85539403213466,14.460596786534047,4.8201989288446825,3.825554705432287,3.1369548584544757,2.6778882938026016,2.6778882938026016,1.5302218821729152,1.3771996939556235,1.3771996939556235,1.224177505738332,0.6885998469778117,0.6885998469778117,0.45906656465187456,0.45906656465187456,0.45906656465187456,0.306044376434583,0.306044376434583,0.22953328232593728,0.22953328232593728,0.1530221882172915,0.1530221882172915,0.07651109410864575,0.07651109410864575,0.07651109410864575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),DP,126.82537286513028,35.1457840819543,17.02127659574468,9.850275807722616,9.062253743104808,8.983451536643026,3.8613081166272654,3.309692671394799,2.127659574468085,1.4972419227738378,1.3396375098502757,1.3396375098502757,1.1820330969267139,0.8668242710795903,0.7880220646178092,0.7092198581560284,0.7092198581560284,0.4728132387706856,0.4728132387706856,0.31520882584712373,0.2364066193853428,0.2364066193853428,0.2364066193853428,0.15760441292356187,0.07880220646178093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),DQ,24.83662852243629,24.096385542168676,15.66265060240964,14.859437751004014,12.048192771084338,7.630522088353414,4.819277108433735,4.819277108433735,2.8112449799196786,2.4096385542168677,2.0080321285140563,2.0080321285140563,1.6064257028112447,1.6064257028112447,1.6064257028112447,1.2048192771084338,0.8032128514056224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D1,75.24859104443377,22.974767596281538,15.670650730411687,10.49136786188579,7.968127490039841,7.3041168658698545,7.03851261620186,6.905710491367861,3.187250996015936,3.054448871181939,2.6560424966799467,2.3904382470119523,1.9920318725099602,1.9920318725099602,1.1952191235059761,0.796812749003984,0.796812749003984,0.796812749003984,0.6640106241699867,0.398406374501992,0.398406374501992,0.398406374501992,0.398406374501992,0.398406374501992,0.13280212483399734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D2,43.43888241416679,25.287356321839084,20.229885057471265,17.011494252873565,8.045977011494253,5.057471264367816,3.4482758620689653,3.218390804597701,2.528735632183908,2.2988505747126435,1.839080459770115,1.6091954022988506,1.3793103448275863,1.3793103448275863,1.1494252873563218,0.9195402298850575,0.9195402298850575,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.45977011494252873,0.45977011494252873,0.22988505747126436,0.22988505747126436,0.22988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D3,27.65438914136636,43.682310469314075,30.324909747292416,7.2202166064981945,4.332129963898916,3.6101083032490973,2.888086642599278,1.8050541516245486,1.444043321299639,1.444043321299639,1.083032490974729,1.083032490974729,0.36101083032490977,0.36101083032490977,0.36101083032490977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D4,170.02569654528668,20.92886537330982,18.51851851851852,14.109347442680775,9.171075837742503,6.643151087595532,4.11522633744856,3.0570252792475014,2.704291593180482,2.5279247501469726,2.4691358024691357,2.410346854791299,2.2339800117577897,2.1164021164021163,1.7048794826572604,1.5285126396237507,0.8818342151675485,0.823045267489712,0.5291005291005291,0.4703115814226925,0.4703115814226925,0.4703115814226925,0.4703115814226925,0.411522633744856,0.3527336860670194,0.29394473838918284,0.1763668430335097,0.11757789535567313,0.11757789535567313,0.058788947677836566,0.058788947677836566,0.058788947677836566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D5,43.51712430559576,36.46788990825688,19.724770642201836,7.110091743119266,6.422018348623854,6.192660550458716,5.963302752293578,4.128440366972478,3.211009174311927,2.981651376146789,1.834862385321101,1.146788990825688,0.9174311926605505,0.9174311926605505,0.6880733944954129,0.6880733944954129,0.45871559633027525,0.45871559633027525,0.22935779816513763,0.22935779816513763,0.22935779816513763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D6,181.6499297816247,22.894881673087507,16.455696202531644,14.14419372592185,13.428728673637865,9.080902586681344,4.017611447440837,3.0820033021463953,2.1463951568519537,2.0913593835993396,1.5960374243258117,1.5410016510731976,1.3208585580627408,0.9906439185470555,0.9906439185470555,0.8805723720418271,0.6604292790313704,0.6053935057787562,0.49532195927352773,0.49532195927352773,0.49532195927352773,0.4402861860209136,0.4402861860209136,0.3302146395156852,0.27517886626307103,0.27517886626307103,0.27517886626307103,0.2201430930104568,0.1651073197578426,0.1651073197578426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D7,89.00289331426822,19.977553310886645,18.6307519640853,14.814814814814813,14.14141414141414,6.846240179573512,6.0606060606060606,5.274971941638609,3.479236812570146,2.244668911335578,1.3468013468013467,1.2345679012345678,1.0101010101010102,0.6734006734006733,0.6734006734006733,0.5611672278338945,0.44893378226711567,0.44893378226711567,0.44893378226711567,0.33670033670033667,0.33670033670033667,0.33670033670033667,0.33670033670033667,0.33670033670033667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D8,117.95918143306643,25.0,19.06779661016949,11.101694915254237,10.508474576271185,7.966101694915253,5.084745762711865,3.6440677966101696,2.11864406779661,1.864406779661017,1.7796610169491527,1.5254237288135595,1.1016949152542372,1.0169491525423728,0.9322033898305085,0.847457627118644,0.847457627118644,0.7627118644067797,0.6779661016949152,0.6779661016949152,0.5932203389830508,0.5932203389830508,0.5932203389830508,0.3389830508474576,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.1694915254237288,0.1694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),D9,11.759189462554614,28.8135593220339,11.864406779661017,9.322033898305085,7.627118644067797,6.779661016949152,5.932203389830509,5.084745762711865,5.084745762711865,5.084745762711865,5.084745762711865,3.389830508474576,2.5423728813559325,2.5423728813559325,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),H1,36.74001577553553,29.6195652173913,18.478260869565215,10.054347826086957,9.239130434782608,5.163043478260869,3.532608695652174,3.260869565217391,3.260869565217391,2.717391304347826,2.717391304347826,2.4456521739130435,1.6304347826086956,1.0869565217391304,1.0869565217391304,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),J5,155.66873481259586,22.992935131663454,22.671804752729606,9.955041746949261,9.698137443802183,7.000642260757868,5.844572896596018,3.6608863198458574,3.4039820166987798,1.8625561978163132,1.7341040462427744,1.477199743095697,1.348747591522158,1.0918432883750802,0.9633911368015413,0.8991650610147719,0.8349389852280027,0.7707129094412332,0.5138086062941554,0.44958253050738595,0.3853564547206166,0.3211303789338471,0.3211303789338471,0.3211303789338471,0.2569043031470777,0.2569043031470777,0.2569043031470777,0.1926782273603083,0.1926782273603083,0.1926782273603083,0.12845215157353884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),KE,101.57001315498017,23.72047244094488,13.090551181102361,12.106299212598424,9.940944881889765,8.661417322834646,5.31496062992126,3.8385826771653546,3.2480314960629917,2.3622047244094486,2.066929133858268,1.8700787401574805,1.673228346456693,1.574803149606299,1.4763779527559056,1.4763779527559056,1.279527559055118,1.1811023622047243,1.0826771653543308,1.0826771653543308,0.8858267716535433,0.39370078740157477,0.39370078740157477,0.2952755905511811,0.2952755905511811,0.19685039370078738,0.09842519685039369,0.09842519685039369,0.09842519685039369,0.09842519685039369,0.09842519685039369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),KP,102.32631650240523,31.15234375,19.62890625,10.25390625,6.25,4.98046875,4.98046875,3.80859375,3.22265625,2.5390625,2.5390625,1.85546875,1.85546875,1.46484375,1.171875,1.07421875,0.87890625,0.78125,0.48828125,0.390625,0.29296875,0.09765625,0.09765625,0.09765625,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),KX,71.74827120244913,24.651810584958216,12.395543175487465,10.167130919220057,8.356545961002785,6.545961002785515,5.571030640668524,4.456824512534819,3.7604456824512535,3.6211699164345403,3.064066852367688,2.2284122562674096,1.9498607242339834,1.9498607242339834,1.6713091922005572,1.532033426183844,1.2534818941504178,1.2534818941504178,0.9749303621169917,0.8356545961002786,0.8356545961002786,0.6963788300835655,0.4178272980501393,0.4178272980501393,0.4178272980501393,0.2785515320334262,0.2785515320334262,0.1392757660167131,0.1392757660167131,0.1392757660167131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),MQ,73.93650430428042,35.4054054054054,16.89189189189189,12.702702702702704,10.27027027027027,5.0,2.837837837837838,2.837837837837838,2.5675675675675675,1.891891891891892,1.4864864864864866,1.0810810810810811,1.0810810810810811,0.945945945945946,0.8108108108108109,0.8108108108108109,0.5405405405405406,0.5405405405405406,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Embassament de Foix (Castellet i la Gornal),MR,62.05972190917788,35.10466988727858,14.170692431561996,11.594202898550725,8.695652173913043,7.890499194847021,4.186795491143317,3.7037037037037033,3.3816425120772946,3.22061191626409,1.932367149758454,1.4492753623188406,0.966183574879227,0.966183574879227,0.4830917874396135,0.4830917874396135,0.4830917874396135,0.4830917874396135,0.4830917874396135,0.322061191626409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
