aca_sensor,meteocat_station,distance
Embassament de la Llosa del Cavall (Navès),D1,113.78974873814663
Embassament de la Llosa del Cavall (Navès),D2,62.73204210856628
Embassament de la Llosa del Cavall (Navès),D3,84.9557906608442
Embassament de la Llosa del Cavall (Navès),D4,133.43088176461868
Embassament de la Llosa del Cavall (Navès),D5,88.01749115479139
Embassament de la Llosa del Cavall (Navès),D6,135.83719025601852
Embassament de la Llosa del Cavall (Navès),D7,130.81720213405367
Embassament de la Llosa del Cavall (Navès),D8,166.226777684262
Embassament de la Llosa del Cavall (Navès),D9,98.34536739787973
Embassament de la Llosa del Cavall (Navès),H1,57.31688808579449
Embassament de la Llosa del Cavall (Navès),J5,106.7663136425955
Embassament de la Llosa del Cavall (Navès),KE,70.35071312487088
Embassament de la Llosa del Cavall (Navès),KP,100.53812818433856
Embassament de la Llosa del Cavall (Navès),KX,83.85622897163162
Embassament de la Llosa del Cavall (Navès),MQ,22.006489467424288
Embassament de la Llosa del Cavall (Navès),MR,109.65895208811136
Embassament de la Llosa del Cavall (Navès),MV,8.465906998682842
Embassament de la Llosa del Cavall (Navès),M6,56.19174541193365
Embassament de la Llosa del Cavall (Navès),UA,148.65920697348898
Embassament de la Llosa del Cavall (Navès),UB,122.5004184989656
Embassament de la Llosa del Cavall (Navès),UE,130.58557950073808
Embassament de la Llosa del Cavall (Navès),UF,94.0976707235467
Embassament de la Llosa del Cavall (Navès),UG,96.64068461793872
Embassament de la Llosa del Cavall (Navès),UH,84.56934462810759
Embassament de la Llosa del Cavall (Navès),UI,23.565028699635743
Embassament de la Llosa del Cavall (Navès),UJ,65.8783014608372
Embassament de la Llosa del Cavall (Navès),UK,93.0581991784485
Embassament de la Llosa del Cavall (Navès),UM,112.01674676611582
Embassament de la Llosa del Cavall (Navès),UN,114.15578361780574
Embassament de la Llosa del Cavall (Navès),UO,104.5851237541942
Embassament de la Llosa del Cavall (Navès),UP,92.38198275129476
Embassament de la Llosa del Cavall (Navès),UQ,89.26953013824013
Embassament de la Llosa del Cavall (Navès),US,192.8518934531023
Embassament de la Llosa del Cavall (Navès),UU,173.84146330855043
Embassament de la Llosa del Cavall (Navès),UW,180.8785519164777
Embassament de la Llosa del Cavall (Navès),UX,192.48308157863713
Embassament de la Llosa del Cavall (Navès),UY,72.37636504237928
Embassament de la Llosa del Cavall (Navès),U2,125.45199091746957
Embassament de la Llosa del Cavall (Navès),U3,80.60730400878668
Embassament de la Llosa del Cavall (Navès),U4,37.02839728782244
Embassament de la Llosa del Cavall (Navès),U6,121.14817453674416
Embassament de la Llosa del Cavall (Navès),U7,164.55692694795775
Embassament de la Llosa del Cavall (Navès),U9,168.38625362216806
Embassament de la Llosa del Cavall (Navès),VA,134.27379768990616
Embassament de la Llosa del Cavall (Navès),VB,139.66918769342428
Embassament de la Llosa del Cavall (Navès),VC,134.9252621870861
Embassament de la Llosa del Cavall (Navès),VD,55.38315894955453
Embassament de la Llosa del Cavall (Navès),VH,110.27589524369081
Embassament de la Llosa del Cavall (Navès),VK,104.87826976548914
Embassament de la Llosa del Cavall (Navès),VN,99.08544728747499
Embassament de la Llosa del Cavall (Navès),VO,12.890936681986112
Embassament de la Llosa del Cavall (Navès),VP,32.96686077249678
Embassament de la Llosa del Cavall (Navès),VQ,108.76895329801675
Embassament de la Llosa del Cavall (Navès),VS,89.24276058733743
Embassament de la Llosa del Cavall (Navès),VU,58.82221415974143
Embassament de la Llosa del Cavall (Navès),VV,59.296490612253955
Embassament de la Llosa del Cavall (Navès),VX,71.39676060633717
Embassament de la Llosa del Cavall (Navès),VZ,121.74804329786903
Embassament de la Llosa del Cavall (Navès),V1,71.60580698166255
Embassament de la Llosa del Cavall (Navès),V4,52.29767775375815
Embassament de la Llosa del Cavall (Navès),V5,44.95023470462906
Embassament de la Llosa del Cavall (Navès),V8,75.34872965760646
Embassament de la Llosa del Cavall (Navès),WA,43.30123235872545
Embassament de la Llosa del Cavall (Navès),WB,84.56377333415574
Embassament de la Llosa del Cavall (Navès),WD,154.16193958159056
Embassament de la Llosa del Cavall (Navès),WE,85.76937968779234
Embassament de la Llosa del Cavall (Navès),WG,84.31392147703734
Embassament de la Llosa del Cavall (Navès),WI,123.3057471234147
Embassament de la Llosa del Cavall (Navès),WJ,130.1418960509572
Embassament de la Llosa del Cavall (Navès),WK,88.95745135302944
Embassament de la Llosa del Cavall (Navès),WL,71.5535822039799
Embassament de la Llosa del Cavall (Navès),WM,20.187214778803444
Embassament de la Llosa del Cavall (Navès),WN,59.88200595746718
Embassament de la Llosa del Cavall (Navès),WP,68.87894335753823
Embassament de la Llosa del Cavall (Navès),WQ,70.82080452434855
Embassament de la Llosa del Cavall (Navès),WR,117.93067935561
Embassament de la Llosa del Cavall (Navès),WS,75.05285865650953
Embassament de la Llosa del Cavall (Navès),WT,109.6445222422856
Embassament de la Llosa del Cavall (Navès),WU,90.70988636873223
Embassament de la Llosa del Cavall (Navès),WV,28.370662091104506
Embassament de la Llosa del Cavall (Navès),WW,44.86835796995944
Embassament de la Llosa del Cavall (Navès),WX,61.49615226042865
Embassament de la Llosa del Cavall (Navès),WZ,99.8173199038286
Embassament de la Llosa del Cavall (Navès),W1,125.61630426924933
Embassament de la Llosa del Cavall (Navès),W4,82.37584537415847
Embassament de la Llosa del Cavall (Navès),W5,22.3167765574123
Embassament de la Llosa del Cavall (Navès),W8,81.04275350676778
Embassament de la Llosa del Cavall (Navès),W9,72.25700468362972
Embassament de la Llosa del Cavall (Navès),XA,57.26010038047614
Embassament de la Llosa del Cavall (Navès),XB,69.1853373614711
Embassament de la Llosa del Cavall (Navès),XC,76.29093826032083
Embassament de la Llosa del Cavall (Navès),XD,104.24693314251903
Embassament de la Llosa del Cavall (Navès),XE,115.09476501114493
Embassament de la Llosa del Cavall (Navès),XF,71.78731843098302
Embassament de la Llosa del Cavall (Navès),XG,79.70601364941308
Embassament de la Llosa del Cavall (Navès),XH,50.48648501196771
Embassament de la Llosa del Cavall (Navès),XI,79.66901916895034
Embassament de la Llosa del Cavall (Navès),XJ,102.1811187941375
Embassament de la Llosa del Cavall (Navès),XK,79.61694200040972
Embassament de la Llosa del Cavall (Navès),XL,93.94483533461433
Embassament de la Llosa del Cavall (Navès),XM,89.9876340449943
Embassament de la Llosa del Cavall (Navès),XN,119.21579449770583
Embassament de la Llosa del Cavall (Navès),XO,57.4155846400044
Embassament de la Llosa del Cavall (Navès),XP,149.76048206597352
Embassament de la Llosa del Cavall (Navès),XQ,57.86057082238225
Embassament de la Llosa del Cavall (Navès),XR,100.52504399603791
Embassament de la Llosa del Cavall (Navès),XS,93.3554198830243
Embassament de la Llosa del Cavall (Navès),XT,13.779150013762166
Embassament de la Llosa del Cavall (Navès),XU,90.90211376174001
Embassament de la Llosa del Cavall (Navès),XV,79.97416151778793
Embassament de la Llosa del Cavall (Navès),XX,63.89411579826373
Embassament de la Llosa del Cavall (Navès),XY,104.32664834280115
Embassament de la Llosa del Cavall (Navès),XZ,122.61349788287754
Embassament de la Llosa del Cavall (Navès),X1,122.82670535722667
Embassament de la Llosa del Cavall (Navès),X2,93.60799836236414
Embassament de la Llosa del Cavall (Navès),X3,95.47755950611554
Embassament de la Llosa del Cavall (Navès),X4,93.2163227639731
Embassament de la Llosa del Cavall (Navès),X5,179.16315160969552
Embassament de la Llosa del Cavall (Navès),X6,49.960069961911195
Embassament de la Llosa del Cavall (Navès),X7,107.1510409146557
Embassament de la Llosa del Cavall (Navès),X8,91.07748246115308
Embassament de la Llosa del Cavall (Navès),X9,72.74047430452678
Embassament de la Llosa del Cavall (Navès),YA,47.66908140414372
Embassament de la Llosa del Cavall (Navès),YB,74.06723144910721
Embassament de la Llosa del Cavall (Navès),YC,53.26407268959296
Embassament de la Llosa del Cavall (Navès),YD,88.9850289791312
Embassament de la Llosa del Cavall (Navès),YE,40.998006384202796
Embassament de la Llosa del Cavall (Navès),YF,131.4898918094207
Embassament de la Llosa del Cavall (Navès),YG,54.352333497251806
Embassament de la Llosa del Cavall (Navès),YH,44.47580465999667
Embassament de la Llosa del Cavall (Navès),YJ,96.87026961086863
Embassament de la Llosa del Cavall (Navès),YK,69.45749483757066
Embassament de la Llosa del Cavall (Navès),YL,119.95926443869749
Embassament de la Llosa del Cavall (Navès),YM,80.61867416991751
Embassament de la Llosa del Cavall (Navès),YN,92.34098713463251
Embassament de la Llosa del Cavall (Navès),YO,75.84728511746839
Embassament de la Llosa del Cavall (Navès),YP,132.42772905135683
Embassament de la Llosa del Cavall (Navès),YQ,98.19475783729372
Embassament de la Llosa del Cavall (Navès),YR,96.76047526356051
Embassament de la Llosa del Cavall (Navès),YS,116.05479261744412
Embassament de la Llosa del Cavall (Navès),Y4,15.259996785781786
Embassament de la Llosa del Cavall (Navès),Y5,106.7363290627429
Embassament de la Llosa del Cavall (Navès),Y6,136.7569291156003
Embassament de la Llosa del Cavall (Navès),Y7,99.52078391083344
Embassament de la Llosa del Cavall (Navès),ZB,49.921937243869436
Embassament de la Llosa del Cavall (Navès),ZC,65.30833474254726
Embassament de la Llosa del Cavall (Navès),ZD,35.82542564463243
Embassament de la Llosa del Cavall (Navès),ZE,10.800828890922748
Embassament de la Llosa del Cavall (Navès),Z1,78.22704536973387
Embassament de la Llosa del Cavall (Navès),Z2,70.54934092076003
Embassament de la Llosa del Cavall (Navès),Z3,43.76770337115126
Embassament de la Llosa del Cavall (Navès),Z5,71.44546505498715
Embassament de la Llosa del Cavall (Navès),Z6,102.206246904507
Embassament de la Llosa del Cavall (Navès),Z7,64.98425274425598
Embassament de la Llosa del Cavall (Navès),Z9,24.042182848391572
Embassament de la Baells (Cercs),CC,27.820159871546757
Embassament de la Baells (Cercs),CD,46.01559660241855
Embassament de la Baells (Cercs),CE,65.89420749685452
Embassament de la Baells (Cercs),CG,52.53490691041961
Embassament de la Baells (Cercs),CI,42.88730809347859
Embassament de la Baells (Cercs),CJ,46.41430608116756
Embassament de la Baells (Cercs),CL,50.60192753250505
Embassament de la Baells (Cercs),CP,69.44757601861653
Embassament de la Baells (Cercs),CQ,71.98143789074173
Embassament de la Baells (Cercs),CR,8.339406999662291
Embassament de la Baells (Cercs),CT,98.53967884171898
Embassament de la Baells (Cercs),CW,103.7808876748459
Embassament de la Baells (Cercs),CY,36.77358069892127
Embassament de la Baells (Cercs),C6,92.67768738534828
Embassament de la Baells (Cercs),C7,78.02217084131254
Embassament de la Baells (Cercs),C8,69.24794813204186
Embassament de la Baells (Cercs),C9,198.9579354054116
Embassament de la Baells (Cercs),DB,169.32840418672168
Embassament de la Baells (Cercs),DF,97.1077488348408
Embassament de la Baells (Cercs),DG,38.26203285256945
Embassament de la Baells (Cercs),DI,79.4121799999524
Embassament de la Baells (Cercs),DJ,75.34882524086308
Embassament de la Baells (Cercs),DK,114.90043832651234
Embassament de la Baells (Cercs),DL,179.74712073224956
Embassament de la Baells (Cercs),DN,64.82366072936217
Embassament de la Baells (Cercs),DO,101.78736147005093
Embassament de la Baells (Cercs),DP,29.345750045812682
Embassament de la Baells (Cercs),DQ,100.16093252577078
Embassament de la Baells (Cercs),D1,131.9145899283333
Embassament de la Baells (Cercs),D2,58.88901607711191
Embassament de la Baells (Cercs),D3,82.33259696170238
Embassament de la Baells (Cercs),D4,108.88731960100995
Embassament de la Baells (Cercs),D5,80.74002720733844
Embassament de la Baells (Cercs),D6,111.76576496884029
Embassament de la Baells (Cercs),D7,149.2771379072425
Embassament de la Baells (Cercs),D8,184.74674051532523
Embassament de la Baells (Cercs),D9,104.98627576461821
Embassament de la Baells (Cercs),H1,62.366177293882494
Embassament de la Baells (Cercs),J5,82.59174254386559
Embassament de la Baells (Cercs),KE,47.4926794503866
Embassament de la Baells (Cercs),KP,79.92884171858876
Embassament de la Baells (Cercs),KX,68.78116147697415
Embassament de la Baells (Cercs),MQ,27.021577867750473
Embassament de la Baells (Cercs),MR,125.92622697668078
Embassament de la Baells (Cercs),MV,17.071080691736658
Embassament de la Baells (Cercs),M6,32.06798893301154
Embassament de la Baells (Cercs),UA,163.45645526459623
Embassament de la Baells (Cercs),UB,98.20000225513951
Embassament de la Baells (Cercs),UE,106.3834052281574
Embassament de la Baells (Cercs),UF,92.62828699848845
Embassament de la Baells (Cercs),UG,92.33601762306895
Embassament de la Baells (Cercs),UH,92.56680100598936
Embassament de la Baells (Cercs),UI,18.54311839939599
Embassament de la Baells (Cercs),UJ,78.34748104785645
Embassament de la Baells (Cercs),UK,93.87583478323884
Embassament de la Baells (Cercs),UM,131.555483634163
Embassament de la Baells (Cercs),UN,91.1080084637364
Embassament de la Baells (Cercs),UO,81.36281383944002
Embassament de la Baells (Cercs),UP,78.86609453350131
Embassament de la Baells (Cercs),UQ,72.96549677171319
Embassament de la Baells (Cercs),US,207.46669546487126
Embassament de la Baells (Cercs),UU,188.49082427115064
Embassament de la Baells (Cercs),UW,194.8398301213713
Embassament de la Baells (Cercs),UX,208.53368733879287
Embassament de la Baells (Cercs),UY,96.43714841561027
Embassament de la Baells (Cercs),U2,100.88068083966371
Embassament de la Baells (Cercs),U3,85.5098576002779
Embassament de la Baells (Cercs),U4,32.43617517834027
Embassament de la Baells (Cercs),U6,134.05546105536547
Embassament de la Baells (Cercs),U7,181.1513013860911
Embassament de la Baells (Cercs),U9,183.54495619055155
Embassament de la Baells (Cercs),VA,153.39314022709073
Embassament de la Baells (Cercs),VB,156.79175484319836
Embassament de la Baells (Cercs),VC,154.91357437487872
Embassament de la Baells (Cercs),VD,73.77926162936852
Embassament de la Baells (Cercs),VH,133.62078082132533
Embassament de la Baells (Cercs),VK,128.2608819291033
Embassament de la Baells (Cercs),VN,76.37103347760684
Embassament de la Baells (Cercs),VO,37.47170069247502
Embassament de la Baells (Cercs),VP,45.11911230983598
Embassament de la Baells (Cercs),VQ,121.06232017237377
Embassament de la Baells (Cercs),VS,107.19672023552667
Embassament de la Baells (Cercs),VU,54.42533480617788
Embassament de la Baells (Cercs),VV,50.46700746940452
Embassament de la Baells (Cercs),VX,54.47896247760022
Embassament de la Baells (Cercs),VZ,97.60347307451521
Embassament de la Baells (Cercs),V1,94.70493362225277
Embassament de la Baells (Cercs),V4,27.820181928841492
Embassament de la Baells (Cercs),V5,21.976370418076957
Embassament de la Baells (Cercs),V8,96.90998327280309
Embassament de la Baells (Cercs),WA,65.90643021201798
Embassament de la Baells (Cercs),WB,107.95446322250594
Embassament de la Baells (Cercs),WD,173.56693087226117
Embassament de la Baells (Cercs),WE,73.09080328258503
Embassament de la Baells (Cercs),WG,108.06003647140804
Embassament de la Baells (Cercs),WI,143.97638591643235
