sensor_code,station_code,0,1,2,3,4
1,4,1.7587685184664537,5.834614894558911,-6.793411948421655,0.22614936414701958,0.30853753529676275
1,5,25.053425274112215,-0.8801342563846042,3.6176570496665725,-0.27066082276875214,1.708393758981721
1,6,-66.76330821781647,-1.825584410987279,-5.653105016479618,-0.5537803074848942,-1.6036677343973658
1,7,39.714454738007035,1.6442426172609608,-6.184688048504293,-2.0222009310485447,-0.02905418920404479
1,8,26.118503156796706,0.9506912409159654,-6.127669228829124,-1.9171377234583478,1.8933470702589137
1,9,9.725158873055165,0.7983562024793258,6.619719262939469,-4.053675291253166,2.7317080831382317
1,10,-52.45398342302224,-7.956329863834327,4.6802986788102565,1.5699243314559048,-0.04294516715197183
1,11,10.04101696312864,9.568890510698104,-0.9471562554418895,-1.2430784604767222,-1.1557103257604497
1,12,-3.5282646814263643,16.893954461962203,-5.99690024288272,1.7385074663518587,-1.4234021083710369
1,13,-4.58474085920605,-7.735259682600304,-2.795181577486879,1.2973942016744182,1.022132771334391
1,14,47.294007004632434,4.772074366635778,-2.2495524235755813,2.3163423711800917,-1.196889229589578
1,15,75.37914375178822,-2.737154564864266,-0.6679456921823572,-2.6404275952766714,-0.2013491158090197
1,16,22.785085107255966,9.021552645113225,-0.03243067988164938,-1.629582210300189,-1.1774027898365214
1,17,-50.81595479465735,-15.065508052611321,-5.6590593861284475,0.830370378211871,1.0553521305681155
1,18,-17.556918205352915,-13.20552797154332,-5.144218437266614,-0.4103484965947217,-1.1335148028173023
1,0,-26.38336151737954,-8.641444373319658,1.016791017991057,3.402647859510356,-0.6260507944378961
1,1,-38.693388254017506,-7.071357139284789,7.0197769570251936,-2.337064477294197,2.295587699711735
1,2,-45.1340011696546,3.8023659493971778,-0.0027785093782206616,3.9757952081039143,0.7956627331941721
1,3,20.46639243454203,10.657347086254994,-2.6993596296131983,-0.44402417148307016,1.3616200253053847
1,28,-11.489023681351497,18.188137027762515,-6.1938926747034735,-3.0095971651459426,-0.7015548544413193
1,29,25.44735994818504,-14.011969579551517,-5.797987022143451,-1.3121501502053672,2.4597757703643985
1,30,-31.90909830131568,-9.126090445382353,-1.2351700264964087,-7.700306896429984,-0.7013688698589498
1,31,40.83058035948089,-8.891715522827404,-0.06530606348374235,-5.20523921869437,-2.568847140913869
1,32,33.35621075088203,5.184320452672438,-0.9931436293279248,-1.9178461728658913,1.1832921025458827
1,33,-81.15114749706586,18.150159023569117,-5.171190830456627,0.1919387984432408,-1.2880259212351213
1,34,35.02877487668947,-10.909474892435089,-0.12586728518014922,-1.3724697728665944,2.01510739243669
1,35,-76.88667800629895,-6.03919150512322,-6.466150765380496,-5.868991793688123,-0.9846857755814584
1,36,-10.489782094896583,52.06928759219673,-9.672787561944787,-0.4935635381298411,-0.715568118915014
1,37,13.410857228642882,-8.644042171931847,3.052674061508583,-2.241901100591015,1.7861813478914197
1,38,30.202790823785605,4.414545106779407,7.960559979866154,-1.1074282056915834,-3.13857957618042
1,39,26.53452561549419,4.617314786724734,-1.342724139709647,-1.4045690628099052,1.7836483529879317
1,40,-74.81510069505232,-11.443995139018089,-5.336439466142217,-1.8526396877621387,-3.7712377982867658
1,19,-24.433262340300203,-9.984480631313193,-2.6597676947079893,-2.878633421579531,-2.6941664244793513
1,20,-56.340612662287484,-9.135804082535753,-2.1777601856660755,-0.17295842798423067,-5.085454406607145
1,21,-73.11078491114948,10.717268856244068,7.50156213195519,-5.534158557205288,0.8153481468509671
1,22,70.26231467151463,-6.995368324371444,0.767137689349763,-1.1119179792350966,-1.7381144093133445
1,23,-56.706312200157754,0.3093874726946524,1.6828463972282464,-3.714879430347109,0.20723420578651996
1,24,81.99778621758666,-8.117609434385642,-4.274521884432762,2.0735390149267907,3.0670559773998196
1,25,-10.55327838985005,-12.982287133920147,-2.3085516074240786,-1.2991620909476218,-1.2026013042330135
1,26,18.281305388368537,-9.482807697930529,-0.7550078695846487,-3.310226678166753,1.4075121098553147
1,27,-87.58491912368585,-15.646913944543137,-11.550072897501996,-7.7945159268940225,-2.1861639385939986
1,41,-63.2259954387792,-4.72350454604133,-0.8734942403489008,-3.6754668065139455,-0.7144708299968521
1,42,55.90189042441678,-7.3267600567052895,2.1523480311849035,-3.616377777100894,1.6990682390785867
1,43,1.8370143870885443,-6.627240846094605,-6.1870591001878505,-4.055749125610207,0.4047688611266924
1,44,2.2156722203280452,-0.2149779904453979,0.405489833720889,-4.365438318250417,-1.965642013380207
1,45,-28.00981975915481,-6.193230700673638,-8.483126676447283,-4.003479556464233,-0.7955692986426275
1,47,-26.382904745791706,3.390161230422578,-2.2019719799693505,2.917869875085117,-3.542723669607189
1,48,-37.93244982655427,-1.397133758617418,-8.611593204597856,-2.5222822951509354,-1.6277491858936797
1,46,18.151459221798362,-3.6096668144379827,-3.7632181177678667,-0.6639217945724436,-0.45201573962198616
1,49,-46.255028163952204,-13.036955950255154,0.9264166673517344,-1.6308297352453511,-5.672648688780422
1,58,-17.344785536955854,17.144939492901933,-6.813700444233309,-0.7940961211729309,0.4270509344012048
1,59,47.575006223956436,-9.549262500862373,-0.5547214041325645,-2.533405747679847,-2.891152815222908
1,60,38.15074157151854,-8.400735469554608,-2.2860617698550865,1.3056778153093802,-3.5584178399197555
1,61,45.97389674177792,-10.017442937137837,-1.5569875017081483,-0.8582665935091462,-2.6882957261741183
1,62,52.01625922579946,-7.859511294903324,-0.8384564786296238,-6.715760947725951,-2.1479031761753413
1,63,-79.43915487303127,19.024809634395687,13.981205296048234,-2.5323960230512466,0.7920842936128931
1,64,-68.44602576019926,21.39584495939711,5.378209802809415,-3.6453383314453305,0.8341499817029643
1,65,-83.44811021897547,-4.519296194172739,2.5542202514899444,5.617313983802013,-2.4091143713067895
1,66,12.178441506351277,4.37859927156444,-3.035099109781152,-0.1294251133438049,0.8220009415943874
1,67,-62.103370431221514,8.002326770767326,-3.09680770785973,4.856821964277341,2.4269537468063653
1,68,-87.7218574228694,10.719441434080295,12.155096492052905,-4.7287917721717765,1.3322383995272222
1,69,-18.445664340332286,-14.909555332286704,-5.025072250422159,0.9807978756688307,3.192085289188757
1,70,-16.29524130996687,-13.944938701187597,-6.470105629371311,-4.2817233470698195,-0.09473815958263998
1,71,27.10557908546049,-11.866751495190698,-2.2492260751457867,1.2460648721811616,-3.4346625148339163
1,72,22.431057772762998,-12.79541988003716,-1.4432976851497248,-3.4416365910541273,0.2781366882482743
1,73,-32.68064033415148,-2.0629115248905414,-0.8976798594098696,-7.8991455827559625,-1.173716288498917
1,74,-22.34145811629807,1.0325225531314999,-7.38171695198006,-4.625739522486464,-3.814791517631549
1,75,20.798240557248647,40.45261592110792,-6.521153169335392,-1.0645098939557123,-0.5179219637546506
1,76,3.168651753598297,42.94589459734952,-4.3647278731960135,-0.45515062890737923,-1.8473777114919452
1,77,6.941642944998449,40.626683535445906,-2.042120473329593,-1.1995662095082835,-1.5853622603503856
1,78,27.17091981327839,29.292100042176962,-9.321427599029025,-1.2908355732539984,0.42228292505904896
1,79,1.2406193710597933,2.697935230104722,1.2615141479358947,-0.7077169911699119,1.5533874033165311
