date,0,1,2,3,4,5,6,7,8
2013-02-19,26.68,3.68,2.97,22.77,67.85,9.22,122.15,59.39,46.73
2013-02-20,26.68,3.69,2.96,22.78,68.06,9.22,121.43,59.33,46.64
2013-02-21,26.68,3.69,2.96,22.81,68.26,9.23,120.67,59.28,46.55
2013-02-22,26.68,3.69,2.95,22.82,68.48,9.24,119.85,57.81,46.48
2013-02-23,26.64,3.74,2.95,22.86,68.76,9.24,119.14,59.19,46.4
2013-02-24,26.64,3.73,2.94,22.88,69.02,9.26,118.32,59.21,46.3
2013-02-25,26.6,3.73,2.94,22.91,69.24,9.26,117.36,59.17,46.21
2013-02-26,26.6,3.73,2.93,22.92,69.46,9.27,116.53,58.0,46.12
2013-02-27,26.58,3.71,2.92,22.95,69.67,9.27,115.67,56.82,46.04
2013-02-28,26.56,3.77,2.92,23.0,69.91,9.27,114.83,58.04,45.94
2013-03-01,26.61,3.74,2.96,23.06,70.34,9.43,114.05,58.89,45.86
2013-03-02,26.64,3.74,3.01,23.06,70.85,9.64,113.57,58.9,45.9
2013-03-03,26.64,3.74,3.04,23.0,71.25,9.72,112.94,58.86,45.93
2013-03-04,26.64,3.74,3.07,22.93,71.58,9.8,112.02,54.87,45.97
2013-03-05,28.08,3.8,3.21,22.91,72.71,10.03,113.03,56.36,46.09
2013-03-06,44.6,3.79,3.76,22.91,84.94,10.89,122.41,64.41,46.7
2013-03-07,53.11,3.77,4.39,22.92,95.43,11.8,130.05,66.9,47.47
2013-03-08,54.72,3.76,4.75,22.93,98.82,11.94,131.79,68.55,47.91
2013-03-09,55.37,3.75,5.02,22.93,102.03,11.96,131.58,69.83,48.28
2013-03-10,55.69,3.74,5.24,22.93,104.39,11.94,131.21,70.84,48.6
2013-03-11,55.81,3.74,5.32,22.91,106.26,11.94,130.73,71.63,48.85
2013-03-12,55.94,3.74,5.32,22.88,107.83,11.98,130.17,72.11,49.06
2013-03-13,56.47,3.74,5.31,22.86,109.28,12.0,129.36,72.53,49.29
2013-03-14,56.93,3.74,5.29,22.84,110.79,12.02,128.84,73.06,49.47
2013-03-15,57.26,3.74,5.3,22.79,111.98,12.02,128.15,73.32,49.61
2013-03-16,57.51,3.74,5.32,22.77,113.06,12.02,127.61,72.74,49.76
2013-03-17,57.73,3.74,5.32,22.74,114.08,12.02,126.89,73.07,49.9
2013-03-18,57.95,3.73,5.32,22.71,115.12,12.02,126.23,74.01,50.06
2013-03-19,58.12,3.73,5.32,22.68,116.16,12.01,125.23,74.29,50.21
2013-03-20,58.26,3.74,5.32,22.67,117.21,12.02,124.64,72.51,50.32
2013-03-21,58.35,3.74,5.32,22.67,118.22,12.02,123.93,73.7,50.41
2013-03-22,58.42,3.74,5.32,22.67,119.14,12.03,123.03,74.88,50.5
2013-03-23,58.38,3.74,5.32,22.7,119.99,12.04,122.23,73.8,50.59
2013-03-24,58.29,3.74,5.32,22.7,120.86,12.03,121.46,75.25,50.67
2013-03-25,58.2,3.73,5.31,22.68,121.8,12.03,120.69,72.08,50.74
2013-03-26,58.26,3.73,5.32,22.68,122.66,12.03,119.8,75.58,50.83
2013-03-27,58.32,3.73,5.32,22.67,123.77,12.02,119.22,75.9,51.18
2013-03-28,58.34,3.74,5.32,22.78,124.88,12.01,118.88,76.03,51.7
2013-03-29,58.42,3.74,5.32,22.88,126.43,12.01,118.41,76.63,52.15
2013-03-30,58.52,3.73,5.29,22.96,128.12,12.01,117.97,77.21,52.51
2013-03-31,58.49,3.74,5.28,23.03,129.55,12.0,117.34,77.53,52.86
2013-04-01,58.5,3.73,5.3,23.07,130.94,12.01,116.88,73.79,53.12
2013-04-02,58.52,3.72,5.3,23.11,132.98,12.02,116.66,77.0,53.39
2013-04-03,58.58,3.72,5.31,23.14,134.7,12.02,116.85,78.55,53.61
2013-04-04,58.69,3.75,5.32,23.17,134.41,12.02,118.41,78.77,53.77
2013-04-05,58.7,3.74,5.31,23.18,133.24,12.03,121.2,79.3,53.93
2013-04-06,58.69,3.74,5.29,23.2,133.66,12.03,125.08,78.67,54.17
2013-04-07,58.68,3.74,5.29,23.23,135.03,12.03,124.51,80.06,54.39
2013-04-08,58.67,3.73,5.3,23.24,136.02,12.03,125.0,80.5,54.52
2013-04-09,58.62,3.72,5.31,23.25,136.63,12.03,125.65,80.8,54.66
2013-04-10,58.57,3.72,5.32,23.27,137.53,12.03,125.55,80.82,54.81
2013-04-11,58.49,3.73,5.32,23.27,137.09,12.03,126.73,81.13,54.95
2013-04-12,58.4,3.73,5.32,23.28,136.95,12.03,127.37,81.65,55.08
2013-04-13,58.36,3.74,5.32,23.28,136.04,12.03,128.75,79.97,55.22
2013-04-14,58.29,3.74,5.32,23.28,135.87,12.02,128.4,80.08,55.35
2013-04-15,58.22,3.73,5.32,23.28,135.08,12.02,129.28,80.56,55.49
2013-04-16,58.15,3.72,5.32,23.27,133.75,12.02,134.96,82.66,55.66
2013-04-17,58.1,3.72,5.32,23.27,132.59,12.02,134.57,83.14,55.82
2013-04-18,58.06,3.72,5.32,23.27,130.62,12.01,136.77,83.78,56.02
2013-04-19,58.02,3.72,5.31,23.25,129.54,12.01,138.24,84.11,56.13
2013-04-20,57.98,3.72,5.3,23.25,129.85,12.0,135.48,84.54,56.29
2013-04-21,57.95,3.72,5.3,23.24,130.08,11.99,131.12,83.6,56.43
2013-04-22,57.9,3.72,5.3,23.23,130.7,11.99,126.55,85.2,56.56
2013-04-23,57.96,3.7,5.3,23.23,130.92,11.99,126.22,85.55,56.67
2013-04-24,57.98,3.7,5.3,23.21,130.33,11.99,130.62,80.89,56.76
2013-04-25,58.05,3.72,5.29,23.2,129.76,12.0,134.61,85.82,56.85
2013-04-26,58.14,3.74,5.3,23.21,130.11,12.02,136.27,86.35,57.01
2013-04-27,58.33,3.75,5.29,23.24,132.75,12.03,138.28,86.88,57.31
2013-04-28,58.75,3.75,5.29,23.39,139.44,12.05,138.53,87.31,57.97
2013-04-29,59.02,3.82,5.32,23.58,144.22,12.09,139.1,91.86,58.57
2013-04-30,59.25,3.76,5.32,23.92,148.99,12.2,145.57,98.8,59.79
2013-05-01,59.44,3.75,5.32,24.32,150.68,12.01,151.36,100.44,61.62
2013-05-02,59.47,3.75,5.32,24.38,149.39,11.99,157.74,104.78,62.65
2013-05-03,59.46,3.75,5.32,24.38,146.59,12.03,164.68,103.13,63.36
2013-05-04,59.36,3.74,5.32,24.38,143.15,12.07,170.21,106.93,64.03
2013-05-05,59.25,3.74,5.32,24.38,139.7,12.07,179.46,108.05,64.7
2013-05-06,59.11,3.74,5.32,24.38,136.44,12.04,183.43,107.57,65.21
2013-05-07,58.95,3.75,5.32,24.38,136.27,12.01,182.87,108.89,65.76
2013-05-08,58.88,3.75,5.32,24.38,137.51,12.02,182.35,108.82,66.2
2013-05-09,58.82,3.75,5.32,24.38,138.79,12.02,181.59,108.85,66.63
2013-05-10,58.74,3.75,5.32,24.38,140.21,12.02,188.61,105.49,67.0
2013-05-11,58.67,3.71,5.32,24.38,140.9,12.02,193.33,108.59,67.36
2013-05-12,58.63,3.75,5.32,24.33,140.5,12.02,191.47,108.67,67.72
2013-05-13,58.6,3.67,5.32,24.29,140.56,12.02,192.23,108.59,67.98
2013-05-14,58.54,3.71,5.32,24.26,140.55,12.02,193.46,108.34,68.22
2013-05-15,58.53,3.78,5.32,24.25,140.54,12.03,194.74,108.32,69.81
2013-05-16,58.53,3.75,5.32,24.38,141.32,12.02,196.16,106.26,70.91
2013-05-17,58.52,3.74,5.32,24.38,141.37,12.0,197.05,109.11,72.0
2013-05-18,58.58,3.75,5.32,24.38,141.69,12.02,200.22,109.21,73.37
2013-05-19,58.8,3.75,5.32,24.38,141.77,12.04,207.56,107.05,74.41
2013-05-20,59.32,3.77,5.32,24.38,140.99,12.04,213.03,108.42,75.4
2013-05-21,59.41,3.75,5.32,24.38,140.01,12.04,221.58,108.45,76.14
2013-05-22,59.31,3.74,5.31,24.19,140.57,12.03,224.08,108.56,76.88
2013-05-23,59.22,3.74,5.3,24.16,142.86,12.02,224.67,108.76,77.52
2013-05-24,59.06,3.74,5.3,24.18,146.06,12.02,223.67,106.74,77.78
2013-05-25,58.96,3.74,5.31,24.15,148.68,12.02,222.55,108.72,78.05
2013-05-26,58.96,3.74,5.32,24.12,150.28,12.02,222.25,108.66,78.57
2013-05-27,58.96,3.7,5.32,24.06,150.59,12.03,222.53,105.38,79.1
2013-05-28,58.98,3.71,5.32,24.06,150.49,12.03,223.13,108.41,79.51
2013-05-29,59.12,3.74,5.31,23.65,150.77,12.03,223.2,106.07,79.87
2013-05-30,59.26,3.72,5.3,23.61,151.4,12.03,223.1,108.43,79.96
2013-05-31,59.3,3.7,5.29,23.89,150.88,12.02,224.07,108.46,80.02
2013-06-01,59.21,3.7,5.28,24.08,150.7,12.02,224.61,108.49,80.02
2013-06-02,59.09,3.74,5.29,24.18,150.54,12.02,224.52,108.54,79.99
2013-06-03,58.94,3.74,5.29,24.25,149.55,12.02,225.73,108.56,79.99
2013-06-04,58.89,3.73,5.27,24.28,149.51,12.02,226.2,108.61,79.96
2013-06-05,58.89,3.74,5.27,24.28,150.26,12.02,226.37,108.7,79.96
2013-06-06,58.89,3.74,5.26,24.28,151.02,12.02,226.2,109.21,79.9
2013-06-07,58.89,3.74,5.25,24.25,151.2,12.02,225.99,109.39,79.9
2013-06-08,58.93,3.76,5.25,24.15,151.29,12.04,226.39,109.17,79.96
2013-06-09,59.0,3.74,5.27,24.12,151.16,12.04,226.92,108.9,79.96
2013-06-10,59.03,3.74,5.27,24.22,151.1,12.03,227.1,108.72,79.93
2013-06-11,59.04,3.74,5.27,24.23,150.72,12.02,227.5,108.7,79.9
2013-06-12,59.05,3.74,5.26,24.16,150.78,12.01,227.31,108.69,79.9
2013-06-13,59.03,3.74,5.25,24.12,150.89,12.02,227.1,108.64,79.87
2013-06-14,59.03,3.74,5.23,24.1,151.04,12.02,226.84,108.49,79.87
2013-06-15,59.03,3.74,5.21,24.1,150.71,12.02,227.25,108.32,79.84
2013-06-16,59.03,3.74,5.2,24.1,150.25,12.02,227.85,108.12,79.84
2013-06-17,59.03,3.73,5.18,24.09,150.28,12.03,227.9,107.9,79.84
2013-06-18,59.03,3.68,5.15,24.1,150.15,12.04,227.88,107.78,79.84
2013-06-19,59.03,3.72,5.15,24.15,150.21,12.01,227.67,107.7,79.84
2013-06-20,58.94,3.72,5.14,24.16,150.2,12.01,227.39,107.69,79.9
2013-06-21,58.81,3.73,5.11,24.16,150.19,12.01,227.08,107.71,79.87
2013-06-22,58.75,3.73,5.09,24.18,151.26,12.02,226.45,107.78,79.84
2013-06-23,58.63,3.74,5.07,24.19,152.1,12.02,225.32,107.77,79.84
2013-06-24,58.48,3.72,5.04,24.19,153.02,12.02,223.95,107.67,79.84
2013-06-25,58.3,3.72,5.0,24.18,152.21,12.02,224.39,107.55,79.84
2013-06-26,58.05,3.72,4.96,24.19,151.54,12.03,224.53,107.47,79.84
2013-06-27,57.77,3.71,4.93,24.2,151.0,12.04,224.62,107.43,79.84
2013-06-28,57.45,3.71,4.89,24.23,150.53,12.04,224.56,107.39,79.84
2013-06-29,57.15,3.72,4.86,24.25,149.76,12.05,224.83,107.35,79.87
2013-06-30,56.85,3.72,4.83,24.26,149.03,12.05,225.05,107.27,79.87
2013-07-01,56.55,3.72,4.8,24.28,148.26,12.06,225.17,107.21,79.87
2013-07-02,56.2,3.7,4.76,24.31,148.01,12.07,224.75,107.19,79.87
2013-07-03,55.84,3.7,4.72,24.35,147.3,12.07,224.79,107.13,79.84
2013-07-04,55.46,3.69,4.67,24.36,146.73,12.08,224.67,107.05,79.84
2013-07-05,55.08,3.69,4.64,24.38,146.18,12.07,224.41,106.95,79.84
2013-07-06,54.69,3.69,4.62,24.38,146.13,12.06,223.69,106.85,79.84
2013-07-07,54.31,3.69,4.6,24.38,146.44,12.05,222.33,106.73,79.81
2013-07-08,53.93,3.68,4.57,24.38,146.67,12.04,220.9,106.61,79.81
2013-07-09,53.51,3.66,4.53,24.38,145.05,12.02,221.68,106.51,79.84
2013-07-10,53.1,3.66,4.49,24.36,144.12,12.02,221.61,106.43,79.84
2013-07-11,52.7,3.66,4.44,24.35,142.91,12.03,222.14,106.38,79.84
2013-07-12,52.31,3.66,4.39,24.31,141.38,12.03,222.86,106.31,79.84
2013-07-13,51.91,3.65,4.35,24.26,141.17,12.03,221.99,106.33,79.84
2013-07-14,51.51,3.66,4.31,24.26,141.74,12.03,220.96,106.37,79.84
2013-07-15,51.13,3.64,4.27,24.28,142.47,12.03,222.07,106.71,79.81
2013-07-16,50.78,3.62,4.2,24.29,142.67,12.03,221.39,106.72,79.81
2013-07-17,50.46,3.62,4.15,24.29,142.4,12.03,220.71,106.61,79.84
2013-07-18,50.17,3.66,4.09,24.38,143.06,12.03,220.03,106.72,79.99
2013-07-19,49.96,3.66,4.03,24.38,143.81,12.04,219.36,106.82,79.96
2013-07-20,49.88,3.66,3.99,24.38,144.31,12.04,218.68,107.22,79.87
2013-07-21,49.83,3.66,3.94,24.38,147.09,12.05,218.0,107.68,80.11
2013-07-22,49.75,3.65,3.89,24.38,149.86,12.05,221.5,108.18,80.26
2013-07-23,49.6,3.63,3.83,24.38,149.04,12.05,223.8,108.22,80.11
2013-07-24,49.42,3.62,3.77,24.32,147.18,12.05,224.7,108.66,80.08
2013-07-25,49.15,3.62,3.71,24.25,146.55,12.05,226.99,107.53,79.99
2013-07-26,48.85,3.61,3.66,24.16,145.49,12.03,227.88,106.84,79.86
2013-07-27,48.55,3.61,3.62,24.03,144.86,12.03,226.72,106.47,79.72
2013-07-28,48.31,3.61,3.58,23.88,145.01,12.02,226.76,106.03,79.57
2013-07-29,48.06,3.6,3.53,23.68,145.45,12.02,227.11,105.58,79.51
2013-07-30,47.7,3.58,3.47,23.62,145.31,12.01,227.05,105.07,79.4
2013-07-31,47.29,3.57,3.41,23.72,145.9,12.01,227.97,104.52,79.28
2013-08-01,46.87,3.55,3.35,23.83,146.58,12.01,227.59,103.91,79.16
2013-08-02,46.46,3.44,3.3,23.89,147.0,12.01,226.52,103.33,79.07
2013-08-03,46.07,3.44,3.25,23.92,146.59,12.0,226.29,102.89,79.04
2013-08-04,45.75,3.44,3.21,23.92,146.88,12.0,225.39,102.45,79.01
2013-08-05,45.41,3.44,3.16,23.92,147.02,11.99,224.61,101.99,78.98
2013-08-06,45.05,3.44,3.1,23.93,146.25,11.99,224.64,101.63,78.95
2013-08-07,44.69,3.44,3.04,23.95,144.42,11.99,225.89,101.44,78.95
2013-08-08,44.32,3.44,2.98,23.97,142.74,11.99,227.22,101.29,79.02
2013-08-09,43.99,3.44,2.92,23.97,141.65,11.98,227.86,101.13,79.01
2013-08-10,43.69,3.51,2.87,23.99,141.03,11.98,228.15,100.94,78.89
2013-08-11,43.41,3.51,2.83,24.02,140.8,11.97,227.81,100.74,78.86
2013-08-12,43.11,3.5,2.77,24.03,140.57,11.97,227.26,100.54,78.84
2013-08-13,42.74,3.48,2.71,24.06,140.63,11.96,226.77,100.39,78.82
2013-08-14,42.38,3.46,2.65,24.09,141.96,11.96,226.15,100.26,78.81
2013-08-15,42.01,3.43,2.6,24.1,142.51,11.96,225.27,100.06,78.81
2013-08-16,41.63,3.36,2.54,24.13,141.68,11.96,225.5,99.94,78.78
2013-08-17,41.31,3.45,2.49,24.18,140.82,11.95,226.31,99.92,78.81
2013-08-18,41.06,3.44,2.45,24.13,140.5,11.94,226.76,99.84,78.84
2013-08-19,40.79,3.43,2.4,24.06,140.28,11.94,226.73,99.68,78.84
2013-08-20,40.43,3.41,2.34,24.0,139.94,11.94,226.88,99.49,78.84
2013-08-21,40.14,3.4,2.29,23.95,139.63,11.94,226.96,99.34,78.81
2013-08-22,39.86,3.39,2.23,23.88,139.11,11.94,227.11,99.13,78.78
2013-08-23,39.57,3.39,2.17,23.82,138.13,11.94,227.51,98.95,78.72
2013-08-24,39.33,3.4,2.13,23.75,137.33,11.93,228.04,98.79,78.66
2013-08-25,39.4,3.41,2.09,23.68,137.95,11.92,228.04,98.78,78.66
2013-08-26,39.41,3.41,2.05,23.62,138.36,11.91,228.1,98.59,78.6
2013-08-27,39.36,3.39,2.03,23.61,139.62,11.91,227.36,98.56,78.57
2013-08-28,39.35,3.38,2.01,23.63,140.95,11.9,226.25,98.44,78.54
2013-08-29,39.32,3.41,2.09,23.66,143.07,11.77,224.94,98.27,78.48
2013-08-30,39.27,3.41,2.19,23.68,144.29,11.64,223.74,98.09,78.42
2013-08-31,39.21,3.41,2.3,23.7,144.29,11.5,222.45,97.87,78.37
2013-09-01,39.17,3.41,2.41,23.72,146.12,11.37,220.93,97.64,78.31
2013-09-02,39.06,3.4,2.52,23.75,146.47,11.24,220.58,97.39,78.22
2013-09-03,38.79,3.39,2.63,23.76,146.53,11.12,220.77,97.13,78.13
2013-09-04,38.51,3.37,2.73,23.78,146.1,10.98,221.18,96.86,78.07
2013-09-05,38.23,3.37,2.82,23.79,145.45,10.85,221.11,96.6,78.07
2013-09-06,38.0,3.36,2.82,23.79,144.71,10.85,221.33,96.31,78.04
2013-09-07,37.83,3.37,2.81,23.8,144.05,10.85,221.0,96.12,77.99
2013-09-08,37.81,3.56,2.8,23.86,144.81,10.84,221.36,96.21,78.07
2013-09-09,37.74,3.72,2.79,23.89,144.84,10.84,221.33,96.13,78.07
2013-09-10,37.73,3.72,2.77,23.92,144.27,10.84,221.11,95.94,78.07
2013-09-11,37.7,3.72,2.74,24.0,144.84,10.84,220.55,95.77,78.07
2013-09-12,37.66,3.72,2.71,24.03,144.54,10.84,220.57,95.6,78.04
2013-09-13,37.62,3.7,2.69,24.1,143.89,10.83,220.66,95.45,77.99
2013-09-14,37.58,3.69,2.67,24.12,143.26,10.83,220.46,95.29,77.93
2013-09-15,37.64,3.7,2.66,24.15,142.87,10.82,220.79,95.15,77.87
2013-09-16,37.7,3.69,2.64,24.16,142.58,10.82,221.09,94.99,77.84
2013-09-17,37.74,3.67,2.62,24.18,142.32,10.82,221.6,94.81,77.78
2013-09-18,37.69,3.66,2.6,24.18,141.9,10.82,221.82,94.66,77.69
2013-09-19,37.71,3.66,2.58,24.15,141.64,10.81,222.46,94.54,77.64
2013-09-20,37.68,3.66,2.57,24.12,141.34,10.81,223.21,94.38,77.58
2013-09-21,37.64,3.65,2.55,24.09,140.83,10.8,223.48,94.24,77.52
2013-09-22,37.63,3.65,2.54,24.06,139.53,10.8,223.13,94.05,77.46
2013-09-23,37.58,3.64,2.52,24.03,137.96,10.8,222.4,93.86,77.4
2013-09-24,37.54,3.62,2.5,24.0,135.84,10.8,221.24,93.66,77.35
2013-09-25,37.49,3.62,2.49,23.99,132.71,10.8,222.38,93.47,77.26
2013-09-26,37.39,3.62,2.47,23.96,129.65,10.8,224.81,93.26,77.17
2013-09-27,37.29,3.62,2.46,23.89,127.13,10.8,226.31,93.02,77.09
2013-09-28,37.23,3.62,2.44,23.82,127.03,10.8,225.38,92.76,77.03
2013-09-29,37.18,3.62,2.43,23.75,127.45,10.8,223.9,92.54,76.97
2013-09-30,37.15,3.61,2.41,23.68,127.6,10.79,222.58,92.3,76.91
2013-10-01,37.11,3.59,2.39,23.61,127.24,10.79,221.74,92.05,76.83
2013-10-02,37.07,3.58,2.37,23.53,126.75,10.79,221.38,91.81,76.77
2013-10-03,37.06,3.58,2.35,23.46,126.95,10.79,220.76,91.56,76.68
2013-10-04,37.18,3.64,2.34,23.38,126.88,10.79,221.78,91.34,76.62
2013-10-05,37.61,3.65,2.33,23.32,127.2,10.79,222.64,91.14,76.57
2013-10-06,37.75,3.64,2.32,23.25,128.26,10.79,222.64,90.91,76.51
2013-10-07,37.79,3.65,2.31,23.18,129.15,10.78,222.64,90.78,76.45
2013-10-08,37.8,3.65,2.3,23.11,129.74,10.77,222.64,90.45,76.39
2013-10-09,37.85,3.65,2.28,23.04,129.62,10.77,222.64,90.12,76.31
2013-10-10,37.84,3.65,2.27,22.97,128.55,10.76,222.64,89.89,76.22
2013-10-11,37.84,3.65,2.26,22.91,127.9,10.75,222.64,89.62,76.11
2013-10-12,37.79,3.65,2.25,22.82,127.15,10.75,222.64,89.34,76.05
2013-10-13,37.78,3.65,2.24,22.75,126.43,10.75,222.64,89.05,75.94
2013-10-14,37.78,3.64,2.23,22.68,125.55,10.75,222.64,88.78,75.82
2013-10-15,37.77,3.62,2.21,22.62,123.67,10.75,222.64,88.5,75.74
2013-10-16,37.77,3.62,2.2,22.56,122.38,10.75,222.64,88.22,75.65
2013-10-17,37.76,3.61,2.19,22.49,120.5,10.75,222.64,87.94,75.57
2013-10-18,37.75,3.61,2.18,22.44,118.62,10.75,222.46,87.73,75.48
2013-10-19,37.75,3.62,2.18,22.38,116.58,10.74,220.76,87.51,75.4
2013-10-20,37.76,3.61,2.18,22.33,115.49,10.74,220.79,87.32,75.34
2013-10-21,37.72,3.61,2.18,22.27,114.03,10.74,221.91,87.1,75.23
2013-10-22,37.69,3.59,2.18,22.21,112.16,10.73,223.25,86.9,75.08
2013-10-23,37.69,3.59,2.18,22.15,110.18,10.73,225.1,86.7,74.97
2013-10-24,37.65,3.58,2.18,22.1,109.4,10.73,225.29,86.47,74.86
2013-10-25,37.63,3.59,2.18,22.04,109.43,10.73,224.48,86.27,74.77
2013-10-26,37.63,3.58,2.18,21.99,109.77,10.73,223.66,86.03,74.69
2013-10-27,37.59,3.59,2.18,21.92,110.1,10.73,222.72,85.84,74.58
2013-10-28,37.58,3.58,2.18,21.87,110.38,10.73,221.74,85.62,74.43
2013-10-29,37.54,3.57,2.18,21.81,110.19,10.73,221.09,85.39,74.32
2013-10-30,37.5,3.56,2.18,21.75,109.97,10.71,220.66,85.17,74.21
2013-10-31,37.48,3.56,2.18,21.69,109.88,10.69,220.67,84.95,74.1
2013-11-01,37.44,3.56,2.18,21.64,109.76,10.69,221.44,84.73,73.99
2013-11-02,37.42,3.56,2.18,21.57,108.18,10.69,220.63,84.53,73.87
2013-11-03,37.38,3.56,2.18,21.52,107.04,10.68,221.37,84.32,73.65
2013-11-04,37.37,3.55,2.18,21.45,106.31,10.68,221.53,84.1,73.54
2013-11-05,37.35,3.53,2.18,21.4,106.13,10.68,221.29,83.87,73.43
2013-11-06,37.32,3.53,2.18,21.35,105.76,10.68,221.29,83.64,73.32
2013-11-07,37.32,3.53,2.18,21.29,103.99,10.68,221.99,83.41,73.21
2013-11-08,37.27,3.53,2.18,21.23,102.19,10.67,223.42,83.18,73.1
2013-11-09,37.25,3.52,2.18,21.18,101.14,10.67,224.04,82.96,72.99
2013-11-10,37.21,3.52,2.18,21.12,100.68,10.66,224.02,82.75,72.87
2013-11-11,37.16,3.51,2.18,21.06,100.12,10.66,224.09,82.51,72.76
2013-11-12,37.12,3.5,2.18,21.01,98.56,10.65,225.04,82.29,72.68
2013-11-13,37.1,3.49,2.18,20.95,96.69,10.65,226.4,82.09,72.57
2013-11-14,37.05,3.49,2.18,20.89,94.36,10.64,227.35,81.86,72.46
2013-11-15,37.02,3.48,2.18,20.84,93.58,10.64,227.65,81.6,72.35
2013-11-16,37.0,3.66,2.18,20.77,93.89,10.64,227.44,81.36,72.24
2013-11-17,37.06,3.77,2.18,20.72,94.31,10.91,226.81,81.26,72.3
2013-11-18,38.69,3.79,3.57,20.74,105.43,11.18,226.51,81.66,72.43
2013-11-19,41.89,3.74,3.57,20.72,111.06,11.52,225.55,82.17,72.49
2013-11-20,43.5,3.74,3.57,20.76,112.53,11.64,224.93,82.26,72.43
2013-11-21,44.05,3.73,3.57,20.78,114.33,11.71,225.52,82.18,72.41
2013-11-22,44.35,3.73,3.57,20.82,115.71,11.75,226.87,82.0,72.35
2013-11-23,44.53,3.73,3.57,20.85,116.82,11.79,228.02,81.85,72.3
2013-11-24,44.66,3.73,3.57,20.89,117.78,11.81,227.13,81.69,72.24
2013-11-25,44.76,3.73,3.57,20.91,118.65,11.83,225.9,81.53,72.19
2013-11-26,44.83,3.72,3.57,20.94,119.38,11.84,224.41,81.34,72.13
2013-11-27,44.9,3.73,3.57,20.98,119.38,11.85,223.22,81.2,72.08
2013-11-28,44.95,3.73,3.57,21.01,119.82,11.71,222.22,81.02,72.02
2013-11-29,45.01,3.72,3.57,21.04,120.4,11.54,221.41,80.85,71.97
2013-11-30,45.07,3.73,3.57,21.07,120.99,11.38,220.6,80.68,71.91
2013-12-01,45.11,3.73,3.57,21.08,121.53,11.21,221.07,80.51,71.83
2013-12-02,45.17,3.73,3.57,21.1,122.07,11.05,222.23,80.35,71.75
2013-12-03,45.19,3.71,3.57,21.12,122.27,10.88,223.43,80.16,71.64
2013-12-04,45.23,3.71,3.57,21.11,122.71,10.89,219.38,79.98,71.53
2013-12-05,45.29,3.71,3.57,21.11,122.91,10.89,209.51,79.84,71.39
2013-12-06,45.29,3.71,3.57,21.11,123.37,10.9,210.07,79.68,71.29
2013-12-07,45.29,3.72,3.58,21.11,121.77,10.91,210.22,79.48,71.18
2013-12-08,45.3,3.72,3.58,21.11,121.38,10.91,209.79,79.31,71.07
2013-12-09,45.32,3.72,3.58,21.11,119.96,10.92,218.23,79.15,70.96
2013-12-10,45.35,3.73,3.59,21.11,119.14,10.92,222.94,78.98,70.85
2013-12-11,45.36,3.73,3.59,21.11,117.49,10.93,221.73,78.81,70.74
2013-12-12,45.4,3.73,3.59,21.11,116.67,10.93,220.7,78.65,70.64
2013-12-13,45.42,3.73,3.59,21.11,116.77,10.94,220.85,78.52,70.53
2013-12-14,45.42,3.73,3.59,21.11,117.2,10.95,221.6,78.34,70.42
2013-12-15,45.47,3.73,3.59,21.11,117.59,10.95,222.51,78.14,70.29
2013-12-16,45.48,3.73,3.59,21.11,117.97,10.96,223.47,78.0,70.13
2013-12-17,45.48,3.71,3.6,21.11,117.3,10.97,218.2,77.83,69.97
2013-12-18,45.53,3.71,3.6,21.11,116.91,10.98,223.65,77.68,69.83
2013-12-19,45.54,3.74,3.61,21.08,117.39,10.98,219.25,77.49,69.7
2013-12-20,45.56,3.74,3.61,21.04,117.06,10.99,209.43,77.26,69.57
2013-12-21,45.55,3.73,3.61,21.03,116.16,11.0,210.75,77.06,69.43
2013-12-22,45.6,3.73,3.61,21.03,115.41,11.0,223.76,76.88,69.3
2013-12-23,45.6,3.74,3.61,21.03,114.9,11.0,223.68,76.73,69.19
2013-12-24,45.61,3.74,3.61,21.03,115.19,11.01,223.77,76.6,69.09
2013-12-25,45.66,3.74,3.61,21.03,115.54,11.01,211.27,76.49,69.03
2013-12-26,45.66,3.72,3.61,21.03,115.95,11.02,210.0,76.38,68.98
2013-12-27,45.66,3.72,3.61,21.03,116.43,11.02,210.84,76.19,68.9
2013-12-28,45.66,3.72,3.61,21.03,116.82,11.03,211.61,76.02,68.8
2013-12-29,45.67,3.72,3.61,21.04,117.15,11.03,212.33,75.86,68.69
2013-12-30,45.67,3.72,3.6,21.04,115.7,11.03,212.26,75.7,68.59
2013-12-31,45.69,3.69,3.6,21.04,115.45,11.03,212.07,75.54,68.48
2014-01-01,45.72,3.71,3.6,21.04,115.64,11.02,212.3,75.36,68.35
2014-01-02,45.72,3.72,3.6,21.04,115.85,11.02,211.81,75.23,68.22
2014-01-03,45.73,3.72,3.6,21.06,115.79,11.03,211.25,75.06,68.19
2014-01-04,45.73,3.72,3.6,21.06,115.7,11.03,211.03,74.91,68.17
2014-01-05,45.73,3.72,3.6,21.07,116.16,11.04,210.26,74.83,68.14
2014-01-06,45.73,3.72,3.6,21.1,116.62,11.04,209.24,74.68,68.09
2014-01-07,45.73,3.73,3.6,21.11,116.79,11.04,208.56,74.5,68.01
2014-01-08,45.73,3.73,3.59,21.11,116.01,11.05,208.94,74.34,67.9
2014-01-09,45.73,3.73,3.59,21.11,115.47,11.05,209.01,74.22,67.8
