date,0,1,2,3,4,5,6,7,8
2000-01-01,31.02,5.61,1.48,19.14,63.14,6.53,122.26,90.41,29.27
2000-01-02,31.02,5.61,1.48,19.02,63.53,6.53,122.33,90.35,29.35
2000-01-03,31.02,5.6,1.48,18.9,63.31,6.54,122.11,90.3,29.43
2000-01-04,31.02,5.6,1.47,18.78,63.2,6.54,122.37,90.24,29.51
2000-01-05,31.04,5.61,1.46,18.66,63.23,6.54,121.82,90.17,29.59
2000-01-06,31.04,5.61,1.45,18.52,63.35,6.54,121.56,90.13,29.64
2000-01-07,31.06,5.61,1.45,18.4,63.55,6.54,120.64,90.07,29.72
2000-01-08,31.06,5.61,1.44,18.27,62.72,6.54,121.74,90.02,29.81
2000-01-09,31.08,5.61,1.44,18.13,63.15,6.55,121.04,89.96,29.9
2000-01-10,31.08,5.62,1.43,18.0,63.49,6.55,120.5,89.88,29.99
2000-01-11,31.1,5.61,1.43,17.91,63.54,6.56,120.13,89.82,30.06
2000-01-12,31.12,5.6,1.42,17.84,63.33,6.56,119.91,89.75,30.15
2000-01-13,31.14,5.59,1.41,17.76,63.21,6.56,119.72,89.67,30.24
2000-01-14,31.14,5.6,1.41,17.69,62.75,6.56,119.61,89.61,30.32
2000-01-15,31.17,5.6,1.41,17.61,62.53,6.57,119.76,89.55,30.4
2000-01-16,31.19,5.62,1.41,17.53,62.74,6.57,118.89,89.49,30.47
2000-01-17,31.21,5.62,1.4,17.46,62.7,6.57,118.14,89.43,29.81
2000-01-18,31.23,5.62,1.4,17.38,62.01,6.57,118.71,89.36,29.9
2000-01-19,31.23,5.62,1.4,17.3,61.61,6.57,118.42,89.32,29.99
2000-01-20,31.23,5.62,1.39,17.22,61.07,6.57,118.46,89.26,30.06
2000-01-21,31.23,5.62,1.39,17.15,60.56,6.58,118.6,89.21,30.15
2000-01-22,31.23,5.62,1.38,17.07,60.26,6.58,118.39,89.15,30.24
2000-01-23,31.23,5.62,1.38,17.0,60.19,6.58,118.1,89.08,30.32
2000-01-24,31.25,5.62,1.37,16.94,60.42,6.58,117.38,89.01,30.4
2000-01-25,31.25,5.62,1.36,16.9,60.37,6.58,116.99,88.93,30.47
2000-01-26,31.25,5.62,1.35,16.85,60.2,6.58,116.57,88.84,30.55
2000-01-27,31.25,5.62,1.35,16.81,59.86,6.58,116.35,88.72,30.62
2000-01-28,31.25,5.63,1.34,16.76,59.65,6.58,116.11,88.64,30.67
2000-01-29,31.27,5.63,1.33,16.7,59.67,6.58,115.61,88.56,30.73
2000-01-30,31.27,5.63,1.32,16.63,60.0,6.59,114.53,88.48,30.78
2000-01-31,31.27,5.62,1.32,16.57,60.04,6.59,113.73,88.4,30.83
2000-02-01,31.27,5.61,1.31,16.51,59.73,6.59,113.59,88.3,30.89
2000-02-02,31.27,5.6,1.3,16.44,59.55,6.59,113.45,88.22,30.95
2000-02-03,31.27,5.6,1.29,16.37,59.55,6.59,112.97,88.11,31.0
2000-02-04,31.29,5.6,1.28,16.31,59.46,6.59,112.48,88.03,31.03
2000-02-05,31.29,5.6,1.27,16.24,59.46,6.59,111.94,87.97,31.06
2000-02-06,31.29,5.6,1.27,16.17,59.77,6.59,111.02,87.91,31.09
2000-02-07,31.29,5.6,1.26,16.11,59.84,6.6,110.31,87.86,31.12
2000-02-08,31.29,5.6,1.25,16.05,59.51,6.6,110.21,87.8,31.16
2000-02-09,31.29,5.61,1.24,15.98,59.24,6.6,110.17,87.75,31.2
2000-02-10,31.31,5.61,1.23,15.92,58.93,6.6,109.77,87.68,31.24
2000-02-11,31.31,5.61,1.22,15.85,59.05,6.6,109.2,87.53,31.28
2000-02-12,31.31,5.61,1.22,15.81,59.35,6.6,108.2,87.4,31.32
2000-02-13,31.31,5.61,1.21,15.75,59.64,6.61,107.24,87.27,31.36
2000-02-14,31.31,5.6,1.2,15.69,59.85,6.61,106.62,87.14,31.4
2000-02-15,31.31,5.59,1.19,15.65,59.88,6.61,106.07,86.99,31.44
2000-02-16,31.31,5.58,1.18,15.6,59.93,6.61,105.48,86.87,31.49
2000-02-17,31.31,5.57,1.17,15.55,59.93,6.61,104.93,86.72,31.53
2000-02-18,31.36,5.57,1.16,15.49,59.97,6.61,104.32,86.58,31.57
2000-02-19,31.36,5.58,1.15,15.42,60.08,6.61,103.78,86.45,31.63
2000-02-20,31.36,5.58,1.14,15.35,60.27,6.62,102.45,86.32,31.69
2000-02-21,31.36,5.58,1.13,15.29,60.4,6.62,102.13,86.24,31.73
2000-02-22,31.36,5.57,1.12,15.22,60.48,6.62,101.69,86.1,31.77
2000-02-23,31.36,5.56,1.12,15.15,60.57,6.62,101.13,86.05,31.81
2000-02-24,31.36,5.56,1.11,15.07,60.53,6.62,100.6,85.84,31.86
2000-02-25,31.36,5.56,1.1,14.99,60.33,6.62,100.01,85.67,31.9
2000-02-26,31.36,5.56,1.1,14.92,60.26,6.63,99.71,85.53,31.93
2000-02-27,31.36,5.56,1.09,14.84,60.27,6.63,99.18,85.4,31.94
2000-02-28,31.34,5.55,1.08,14.77,60.29,6.63,98.14,85.28,31.94
2000-02-29,31.36,5.54,1.08,14.69,59.96,6.63,98.11,85.16,31.95
2000-03-01,31.36,5.53,1.07,14.61,59.8,6.63,97.69,85.02,31.97
2000-03-02,31.36,5.52,1.06,14.5,59.44,6.63,97.39,84.81,31.98
2000-03-03,31.36,5.52,1.05,14.38,58.85,6.64,97.51,84.5,32.0
2000-03-04,31.34,5.52,1.05,14.27,58.86,6.64,96.96,84.22,32.01
2000-03-05,31.34,5.52,1.04,14.16,58.88,6.64,96.57,83.95,32.03
2000-03-06,31.34,5.51,1.03,14.04,59.06,6.64,95.56,83.63,32.05
2000-03-07,31.34,5.5,1.02,13.93,59.02,6.64,94.99,83.32,32.06
2000-03-08,31.34,5.49,1.01,13.83,58.94,6.64,94.61,83.03,32.07
2000-03-09,31.34,5.48,1.01,13.71,58.98,6.64,93.96,82.7,32.08
2000-03-10,31.34,5.48,1.0,13.6,59.04,6.64,93.43,82.41,32.1
2000-03-11,31.34,5.48,1.0,13.5,59.11,6.64,92.58,82.11,32.11
2000-03-12,31.34,5.48,0.99,13.38,59.39,6.64,91.71,81.81,32.12
2000-03-13,31.31,5.47,0.98,13.28,59.62,6.64,90.79,81.51,32.13
2000-03-14,31.31,5.46,0.97,13.17,59.92,6.64,89.84,81.2,32.15
2000-03-15,31.31,5.44,0.96,13.06,60.01,6.64,88.99,80.91,32.17
2000-03-16,31.31,5.44,0.95,12.95,59.75,6.64,88.67,80.6,32.18
2000-03-17,31.27,5.44,0.95,12.84,59.57,6.64,88.3,80.31,32.2
2000-03-18,31.25,5.43,0.94,12.74,59.56,6.64,87.65,80.01,32.21
2000-03-19,31.23,5.43,0.93,12.63,59.55,6.64,87.12,79.69,32.22
2000-03-20,31.21,5.42,0.92,12.52,59.58,6.64,86.17,79.39,32.24
2000-03-21,31.21,5.41,0.92,12.48,59.5,6.64,85.72,79.08,32.26
2000-03-22,31.21,5.4,0.91,12.44,59.51,6.64,85.14,78.8,32.27
2000-03-23,31.21,5.39,0.9,12.42,59.51,6.64,84.53,78.52,32.28
2000-03-24,31.21,5.4,0.9,12.42,59.38,6.64,84.06,78.27,32.3
2000-03-25,31.17,5.39,0.89,12.39,59.29,6.64,83.78,78.0,32.31
2000-03-26,31.14,5.39,0.89,12.36,59.55,6.64,82.99,77.72,32.32
2000-03-27,31.14,5.39,0.88,12.34,59.52,6.64,82.3,77.44,32.34
2000-03-28,31.12,5.37,0.87,12.3,59.58,6.64,81.86,77.18,32.35
2000-03-29,31.19,5.37,0.86,12.27,59.65,6.64,81.32,76.9,32.37
2000-03-30,31.21,5.37,0.86,12.2,59.8,6.64,81.08,76.62,32.38
2000-03-31,31.25,5.38,0.85,12.12,59.77,6.65,80.48,76.35,32.39
2000-04-01,31.29,5.41,0.85,12.1,60.06,6.65,80.18,76.08,32.4
2000-04-02,31.31,5.41,0.85,12.08,60.61,6.65,79.56,75.81,32.41
2000-04-03,31.36,5.41,0.84,12.07,60.76,6.66,78.81,75.58,32.43
2000-04-04,31.44,5.42,0.84,12.09,61.02,6.66,78.76,75.68,32.46
2000-04-05,31.51,5.42,0.83,12.09,61.47,6.66,78.17,75.69,32.48
2000-04-06,31.59,5.42,0.83,12.08,62.13,6.66,77.87,75.54,32.5
2000-04-07,31.7,5.41,0.82,12.06,62.92,6.66,77.53,75.37,32.52
2000-04-08,31.81,5.41,0.82,12.05,63.65,6.66,77.15,75.17,32.54
2000-04-09,31.9,5.4,0.81,12.02,64.24,6.66,76.68,74.97,32.56
2000-04-10,31.94,5.4,0.81,12.01,64.95,6.67,75.8,74.75,32.6
2000-04-11,32.03,5.44,0.81,12.02,65.83,6.67,75.25,74.64,32.64
2000-04-12,32.13,5.47,0.81,12.13,67.06,6.68,74.99,74.81,32.68
2000-04-13,32.24,5.47,0.8,12.19,67.84,6.68,74.78,75.02,32.73
2000-04-14,32.31,5.47,0.8,12.27,68.05,6.69,75.2,75.14,32.78
2000-04-15,32.35,5.46,0.79,12.32,68.35,6.69,74.94,75.23,32.84
2000-04-16,32.37,5.46,0.79,12.33,68.73,6.7,74.73,75.27,32.9
2000-04-17,32.46,5.47,0.79,12.36,69.72,6.7,74.33,76.73,32.93
2000-04-18,32.53,5.46,0.79,12.43,71.52,6.71,73.94,78.38,32.96
2000-04-19,32.57,5.44,0.79,12.5,72.68,6.71,73.89,79.13,33.1
2000-04-20,32.61,5.44,0.78,12.55,73.15,6.72,73.94,79.56,33.22
2000-04-21,32.64,5.44,0.78,12.59,73.57,6.72,74.46,79.95,33.44
2000-04-22,32.68,5.44,0.77,12.61,74.04,6.73,74.23,80.27,33.66
2000-04-23,32.7,5.43,0.77,12.63,74.34,6.73,74.54,80.6,33.81
2000-04-24,32.72,5.42,0.76,12.65,75.03,6.73,74.28,80.94,34.16
2000-04-25,32.77,5.41,0.76,12.67,75.36,6.73,74.41,81.14,34.51
2000-04-26,32.81,5.4,0.75,12.66,75.43,6.73,74.57,81.25,34.85
2000-04-27,32.81,5.38,0.75,12.65,75.74,6.73,74.1,81.31,35.41
2000-04-28,32.83,5.37,0.74,12.64,75.84,6.73,74.05,81.35,35.79
2000-04-29,32.86,5.38,0.73,12.62,76.2,6.74,74.07,81.39,36.07
2000-04-30,32.9,5.37,0.72,12.61,76.54,6.74,74.07,81.36,36.28
2000-05-01,32.92,5.37,0.72,12.59,76.83,6.74,73.76,81.17,36.49
2000-05-02,32.94,5.36,0.71,12.57,76.69,6.74,74.05,81.17,36.7
2000-05-03,32.97,5.34,0.7,12.54,76.51,6.74,74.33,81.14,36.91
2000-05-04,32.97,5.32,0.69,12.52,76.38,6.74,74.62,81.06,37.53
2000-05-05,32.99,5.32,0.68,12.51,76.05,6.74,74.67,80.95,37.7
2000-05-06,32.99,5.31,0.67,12.52,75.69,6.74,74.96,80.87,37.89
2000-05-07,33.01,5.31,0.66,12.5,75.8,6.74,75.36,80.78,38.04
2000-05-08,33.01,5.31,0.65,12.48,75.88,6.74,74.99,80.69,38.18
2000-05-09,33.01,5.29,0.64,12.53,75.89,6.74,75.09,80.59,38.33
2000-05-10,33.03,5.27,0.63,12.56,76.32,6.74,74.52,80.47,38.48
2000-05-11,33.26,5.28,0.65,12.62,78.12,6.82,75.09,80.6,38.63
2000-05-12,33.46,5.27,0.66,12.7,78.74,6.84,75.12,80.95,38.71
2000-05-13,33.59,5.26,0.67,12.76,78.94,6.86,76.31,81.26,38.78
2000-05-14,33.64,5.26,0.67,12.79,79.18,6.87,76.62,81.5,38.96
2000-05-15,33.7,5.25,0.68,12.81,79.26,6.88,76.33,81.7,39.13
2000-05-16,33.73,5.23,0.68,12.84,79.06,6.88,76.97,81.63,39.31
2000-05-17,33.73,5.21,0.68,12.86,78.85,6.89,77.18,81.54,39.43
2000-05-18,33.75,5.2,0.68,12.89,78.83,6.89,77.07,81.48,39.55
2000-05-19,33.77,5.2,0.67,12.97,78.96,6.9,77.13,81.33,39.77
2000-05-20,33.75,5.22,0.67,12.99,79.31,6.9,77.47,81.16,39.95
2000-05-21,33.75,5.23,0.67,13.05,80.06,6.9,76.94,80.96,40.1
2000-05-22,33.75,5.23,0.66,13.16,79.77,6.91,76.68,80.87,40.25
2000-05-23,33.75,5.22,0.66,13.39,79.64,6.91,77.26,81.0,40.4
2000-05-24,33.75,5.21,0.65,13.68,79.24,6.92,77.71,80.97,40.5
2000-05-25,33.75,5.21,0.65,13.92,79.78,6.92,77.79,80.76,40.6
2000-05-26,33.75,5.24,0.64,14.25,81.69,6.93,77.69,80.65,40.69
2000-05-27,33.84,5.24,0.63,14.57,83.17,6.93,77.66,80.75,41.02
2000-05-28,33.86,5.24,0.63,14.89,84.96,6.94,77.47,81.02,41.17
2000-05-29,33.88,5.23,0.62,15.21,85.94,6.94,77.07,81.13,41.32
2000-05-30,33.88,5.22,0.61,15.45,86.33,6.95,77.53,81.06,41.47
2000-05-31,33.91,5.2,0.61,15.59,86.73,6.95,77.77,80.97,41.47
2000-06-01,33.93,5.19,0.6,15.69,86.47,6.96,77.79,80.83,41.47
2000-06-02,33.91,5.18,0.58,15.86,85.71,6.96,79.02,80.64,41.44
2000-06-03,33.86,5.18,0.56,16.0,85.52,6.97,79.45,80.43,41.38
2000-06-04,33.82,5.18,0.55,16.14,85.88,6.97,79.08,80.15,41.33
2000-06-05,33.79,5.17,0.55,16.28,86.04,6.97,78.54,79.87,41.28
2000-06-06,33.75,5.15,0.68,16.42,86.74,6.8,78.62,79.82,41.23
2000-06-07,33.66,5.13,0.82,16.57,88.32,6.62,78.78,79.87,41.18
2000-06-08,33.57,5.12,0.95,16.71,88.19,6.44,79.0,79.78,41.12
2000-06-09,33.41,5.12,1.07,16.83,87.48,6.27,80.48,79.61,41.07
2000-06-10,33.26,5.12,1.23,17.21,87.58,6.23,80.94,79.43,41.02
2000-06-11,33.57,5.67,1.4,17.87,91.67,6.16,81.37,80.11,40.96
2000-06-12,33.82,5.65,1.55,18.18,95.47,6.08,81.59,80.64,40.9
2000-06-13,33.93,5.64,1.69,18.44,98.34,5.97,81.21,80.92,40.85
2000-06-14,34.02,5.64,1.83,18.65,100.05,5.8,80.72,81.08,40.81
2000-06-15,34.06,5.64,1.96,18.83,100.57,5.63,80.94,81.16,40.77
2000-06-16,34.11,5.64,2.13,19.02,100.82,5.44,81.16,81.28,40.74
2000-06-17,34.16,5.64,2.32,19.17,101.84,5.28,81.92,81.43,40.71
2000-06-18,34.16,5.63,2.51,19.34,103.74,5.15,81.02,81.54,40.88
2000-06-19,34.16,5.62,2.66,19.46,104.86,5.02,80.97,81.6,41.97
2000-06-20,34.11,5.6,2.76,19.6,106.64,4.85,80.97,81.57,42.32
2000-06-21,34.02,5.58,2.72,19.74,107.41,4.85,79.8,81.48,42.54
2000-06-22,33.86,5.57,2.65,19.88,107.37,4.86,79.75,81.36,42.7
2000-06-23,33.68,5.56,2.58,20.02,106.97,4.86,79.8,81.24,42.79
2000-06-24,33.48,5.56,2.52,20.13,106.94,4.86,79.94,81.12,42.82
2000-06-25,33.28,5.55,2.48,20.24,106.78,4.87,80.18,80.93,42.8
2000-06-26,33.06,5.54,2.42,20.33,106.49,4.87,80.05,80.76,42.86
2000-06-27,32.81,5.53,2.33,20.43,106.09,4.88,80.37,80.52,42.88
2000-06-28,32.57,5.5,2.25,20.49,105.52,4.88,80.56,80.19,42.9
2000-06-29,32.29,5.49,2.16,20.53,104.83,4.89,80.78,79.87,42.9
2000-06-30,32.05,5.49,2.07,20.58,102.97,4.89,80.94,79.55,42.9
2000-07-01,31.74,5.48,2.01,20.64,103.89,4.9,81.13,79.23,42.88
2000-07-02,31.51,5.47,1.97,20.69,102.89,4.9,81.81,78.91,42.86
2000-07-03,31.19,5.46,1.93,20.75,102.63,4.91,81.84,78.58,42.82
2000-07-04,30.97,5.44,1.87,20.72,103.16,4.91,80.94,78.27,42.82
2000-07-05,30.63,5.41,1.81,20.67,103.31,4.91,79.91,77.93,42.8
2000-07-06,30.4,5.4,1.75,20.66,99.61,4.91,79.19,77.6,42.8
2000-07-07,29.98,5.39,1.69,20.66,95.21,4.91,80.45,77.3,42.79
2000-07-08,29.73,5.37,1.65,20.66,93.33,4.91,81.56,76.94,42.77
2000-07-09,29.4,5.37,1.61,20.66,91.56,4.91,82.66,76.62,42.73
2000-07-10,29.18,5.35,1.56,20.66,89.86,4.91,83.53,76.23,42.69
2000-07-11,28.85,5.34,1.6,20.66,88.04,4.73,84.67,75.78,42.6
2000-07-12,28.61,5.3,1.66,20.64,86.41,4.56,85.64,75.49,42.52
2000-07-13,28.4,5.29,1.73,20.63,84.7,4.41,86.53,75.21,42.46
2000-07-14,28.2,5.27,1.8,20.6,83.5,4.26,86.36,74.92,42.38
2000-07-15,28.0,5.26,1.87,20.58,81.89,4.11,87.57,74.64,42.3
2000-07-16,27.8,5.25,1.95,20.55,80.3,3.95,88.39,74.25,42.23
2000-07-17,27.6,5.24,2.02,20.53,79.21,3.8,89.07,73.83,42.16
2000-07-18,27.38,5.22,2.12,20.49,79.54,3.64,87.91,73.43,42.09
2000-07-19,27.14,5.19,2.2,20.46,80.0,3.48,86.53,72.87,42.02
2000-07-20,26.88,5.18,2.28,20.41,80.43,3.33,85.42,72.47,41.95
2000-07-21,26.62,5.17,2.35,20.36,80.83,3.17,84.03,72.04,41.88
2000-07-22,26.34,5.16,2.45,20.31,81.33,2.98,82.74,71.63,41.81
2000-07-23,26.09,5.15,2.55,20.24,81.68,2.81,81.32,71.22,41.74
2000-07-24,25.8,5.14,2.65,20.2,82.09,2.7,80.61,70.83,41.67
2000-07-25,25.53,5.12,2.8,20.14,82.59,2.52,79.4,70.41,41.6
2000-07-26,25.26,5.1,2.97,20.09,83.1,2.26,78.11,70.1,41.52
2000-07-27,24.98,5.09,3.12,20.03,83.5,2.04,76.25,69.77,41.44
2000-07-28,24.63,5.07,3.25,19.97,83.89,1.84,75.23,69.4,41.37
2000-07-29,24.34,5.07,3.37,19.94,84.19,1.66,73.97,69.07,41.3
2000-07-30,24.1,5.06,3.36,19.88,84.52,1.66,72.82,68.68,41.26
2000-07-31,23.79,5.05,3.29,19.82,84.67,1.66,71.59,68.32,41.23
2000-08-01,23.5,5.03,3.21,19.75,84.01,1.66,71.36,67.95,41.19
2000-08-02,23.2,5.0,3.14,19.68,84.03,1.65,70.56,67.59,41.15
2000-08-03,22.98,4.99,3.06,19.62,83.42,1.64,69.93,67.19,41.12
2000-08-04,22.71,4.98,2.98,19.55,82.68,1.63,69.55,66.81,41.09
2000-08-05,22.42,5.19,2.92,19.43,81.64,1.63,69.29,66.42,41.05
2000-08-06,22.14,5.19,2.86,19.33,80.57,1.63,69.34,66.02,41.02
2000-08-07,21.9,5.19,2.79,19.23,79.55,1.63,69.47,65.6,40.98
2000-08-08,21.64,5.18,2.7,19.14,78.3,1.63,69.98,65.2,40.95
2000-08-09,21.4,5.17,2.62,19.04,77.02,1.62,70.21,64.8,40.92
2000-08-10,21.12,5.17,2.53,18.95,75.83,1.61,70.54,64.4,40.88
2000-08-11,20.84,5.15,2.45,18.84,74.76,1.6,70.59,64.01,40.85
2000-08-12,20.54,5.14,2.39,18.76,73.55,1.59,70.87,63.61,40.81
2000-08-13,20.28,5.13,2.34,18.67,72.7,1.58,71.05,63.22,40.78
2000-08-14,19.99,5.12,2.27,18.57,71.12,1.57,71.0,62.85,40.74
2000-08-15,19.73,5.11,2.18,18.47,69.64,1.56,72.54,62.45,40.73
2000-08-16,19.48,5.09,2.09,18.37,68.52,1.55,71.97,62.06,40.71
2000-08-17,19.24,5.06,2.0,18.26,66.77,1.55,72.88,61.68,40.69
2000-08-18,18.99,5.04,1.94,18.18,66.03,1.55,73.45,61.35,40.67
2000-08-19,18.74,5.03,1.9,18.08,65.53,1.55,72.67,60.91,40.65
2000-08-20,18.53,5.02,1.87,17.98,64.43,1.54,72.57,60.51,40.64
2000-08-21,18.31,5.01,1.97,17.88,63.77,1.54,72.75,60.09,40.63
2000-08-22,18.1,4.99,1.9,17.78,63.89,1.54,71.84,59.64,40.62
2000-08-23,17.87,4.96,1.83,17.68,64.05,1.54,70.74,59.16,40.62
2000-08-24,17.65,4.95,1.76,17.59,64.21,1.53,69.67,58.68,40.6
2000-08-25,17.46,4.94,1.69,17.5,64.28,1.52,68.34,58.23,40.6
2000-08-26,17.26,4.93,1.64,17.4,63.76,1.52,67.69,57.79,40.6
2000-08-27,17.03,4.92,1.6,17.3,62.69,1.52,67.49,57.35,40.6
2000-08-28,16.84,4.91,1.55,17.21,61.62,1.52,67.52,56.9,40.6
2000-08-29,16.73,4.89,1.52,17.11,60.72,1.52,67.54,56.39,40.6
2000-08-30,16.61,4.87,1.5,17.01,59.84,1.51,67.19,55.91,40.59
2000-08-31,16.56,4.87,1.51,16.96,58.74,1.44,66.94,55.43,40.59
2000-09-01,16.44,4.86,1.56,16.9,57.48,1.35,67.34,54.95,40.57
2000-09-02,16.38,4.85,1.62,16.82,56.22,1.27,67.74,54.45,40.56
2000-09-03,16.3,4.84,1.67,16.75,55.11,1.19,68.36,53.95,40.55
2000-09-04,16.23,4.84,1.71,16.68,54.82,1.12,68.39,53.45,40.55
2000-09-05,16.2,4.83,1.74,16.6,54.38,1.05,67.52,52.98,40.54
2000-09-06,16.1,4.83,1.79,16.53,54.1,0.96,67.09,52.47,40.52
2000-09-07,16.03,4.82,1.96,16.47,54.13,0.71,66.33,51.96,40.51
2000-09-08,16.02,4.82,2.06,16.4,54.03,0.6,65.2,51.51,40.5
2000-09-09,15.88,4.81,2.1,16.33,53.71,0.52,64.6,50.99,40.49
2000-09-10,15.8,4.81,2.18,16.26,53.65,0.45,64.07,50.5,40.48
2000-09-11,15.78,4.8,2.23,16.19,53.43,0.37,62.95,50.02,40.47
2000-09-12,15.69,4.79,2.27,16.12,53.0,0.32,62.76,49.52,40.47
2000-09-13,15.66,4.78,2.32,16.23,52.44,0.25,62.4,49.05,40.45
2000-09-14,15.59,4.76,2.33,16.35,51.79,0.24,62.12,48.55,40.44
2000-09-15,15.56,4.74,2.32,16.35,51.39,0.22,61.56,48.07,40.43
2000-09-16,15.47,4.74,2.32,16.26,51.28,0.21,61.17,47.56,40.42
2000-09-17,15.45,4.74,2.32,16.19,51.43,0.2,60.29,47.05,40.41
2000-09-18,15.37,4.73,2.32,16.15,51.63,0.19,59.34,46.61,40.4
2000-09-19,15.36,4.97,2.31,16.06,51.35,0.18,58.18,46.14,40.39
2000-09-20,15.34,5.22,2.3,16.16,50.58,0.17,58.2,45.83,40.37
2000-09-21,15.36,5.21,2.3,16.07,49.79,0.16,58.26,45.39,40.36
2000-09-22,15.29,5.2,2.29,15.98,48.67,0.14,58.71,44.87,40.31
2000-09-23,15.28,5.19,2.28,15.89,47.79,0.13,59.56,44.38,40.12
2000-09-24,15.24,5.19,2.27,15.79,47.54,0.14,59.22,43.88,40.0
2000-09-25,15.17,5.18,2.26,15.69,46.92,0.14,58.91,43.41,39.97
2000-09-26,15.1,5.16,2.24,15.6,45.72,0.14,59.38,42.93,39.93
2000-09-27,15.04,5.14,2.23,15.5,44.62,0.14,59.9,42.47,39.91
2000-09-28,14.98,5.15,2.22,15.4,43.69,0.14,60.06,41.95,39.9
2000-09-29,14.94,5.32,2.24,15.36,42.95,0.11,60.45,42.15,39.9
2000-09-30,14.9,5.37,2.22,15.32,43.17,0.11,60.22,42.03,40.83
2000-10-01,14.86,5.37,2.21,15.26,43.64,0.11,59.61,41.74,40.98
2000-10-02,14.84,5.37,2.2,15.2,44.0,0.11,59.18,41.41,39.95
2000-10-03,14.8,5.34,2.18,15.11,43.95,0.11,58.78,40.97,39.99
2000-10-04,14.76,5.32,2.17,15.03,43.71,0.11,58.66,40.47,40.02
2000-10-05,14.72,5.31,2.16,14.94,43.55,0.11,58.42,39.99,40.06
2000-10-06,14.69,5.3,2.15,14.86,43.17,0.11,58.53,39.49,40.09
2000-10-07,14.65,5.29,2.13,14.76,42.96,0.11,58.91,39.0,40.12
2000-10-08,14.61,5.29,2.12,14.66,42.74,0.11,58.55,38.51,40.14
2000-10-09,14.58,5.27,2.1,14.57,42.42,0.11,58.38,38.03,40.16
2000-10-10,14.54,5.25,2.09,14.47,41.9,0.11,58.46,37.51,40.62
2000-10-11,14.5,5.23,2.07,14.37,41.51,0.11,58.69,37.01,40.83
2000-10-12,14.46,5.23,2.06,14.27,41.42,0.11,58.4,36.52,40.98
2000-10-13,14.42,5.23,2.05,14.18,41.31,0.11,58.15,36.04,41.14
2000-10-14,14.38,5.25,2.03,14.1,41.27,0.11,58.18,35.62,41.28
2000-10-15,14.39,5.24,2.02,13.99,41.21,0.11,58.31,35.21,41.39
2000-10-16,14.39,5.24,2.0,13.91,41.23,0.11,57.96,34.82,41.46
2000-10-17,14.38,5.23,1.99,13.83,41.02,0.11,58.0,34.41,41.51
2000-10-18,14.37,5.23,1.98,13.72,40.88,0.11,58.09,33.98,41.56
2000-10-19,14.35,5.23,1.96,13.64,40.65,0.11,58.02,33.59,41.61
2000-10-20,14.34,5.22,1.95,13.5,39.91,0.11,58.6,33.29,41.65
2000-10-21,14.42,5.22,1.93,13.39,39.87,0.11,58.53,32.93,41.67
2000-10-22,14.65,5.22,2.19,13.39,40.29,0.45,58.69,32.59,41.69
2000-10-23,14.9,5.27,2.63,13.19,42.32,0.64,58.64,32.32,41.72
2000-10-24,15.33,5.27,2.82,13.1,45.05,0.73,58.53,32.46,41.76
2000-10-25,15.6,5.27,2.89,13.0,46.76,0.79,58.53,32.44,41.81
2000-10-26,15.73,5.27,2.96,12.89,47.91,0.84,58.44,32.3,41.86
2000-10-27,15.8,5.29,3.02,12.75,48.91,0.88,58.33,32.12,41.91
2000-10-28,15.83,5.29,3.07,12.63,49.83,0.91,58.07,31.97,41.97
2000-10-29,15.86,5.28,3.09,12.53,50.48,0.93,57.8,31.77,42.02
2000-10-30,15.88,5.28,3.12,12.36,50.86,0.95,57.45,31.56,42.07
2000-10-31,15.89,5.22,3.13,12.2,51.01,0.97,57.45,31.33,42.12
2000-11-01,15.89,5.16,3.15,12.03,51.36,0.99,57.36,31.21,42.16
2000-11-02,15.89,5.1,3.16,11.87,51.61,1.0,57.38,31.07,42.22
2000-11-03,15.91,5.03,3.17,11.72,51.64,1.01,57.56,30.95,42.3
2000-11-04,15.91,4.97,3.17,11.55,51.97,1.02,57.52,30.81,42.36
2000-11-05,15.89,4.91,3.18,11.39,52.23,1.03,57.06,30.67,42.41
2000-11-06,15.89,4.85,3.19,11.25,52.34,1.04,56.63,30.62,42.46
2000-11-07,15.89,4.79,3.19,11.14,52.24,1.05,56.84,31.07,42.51
2000-11-08,15.89,4.72,3.2,11.04,52.09,1.06,56.8,31.25,42.55
2000-11-09,15.89,4.65,3.2,10.9,51.63,1.07,57.34,31.31,42.59
2000-11-10,15.89,4.59,3.13,10.76,51.1,1.08,57.98,31.29,42.64
2000-11-11,15.89,4.51,3.13,10.61,50.83,1.09,58.49,31.22,42.68
2000-11-12,15.89,4.43,3.13,10.47,50.79,1.09,58.55,31.12,42.75
2000-11-13,15.89,4.35,3.12,10.32,50.32,1.11,58.78,31.0,42.82
2000-11-14,15.89,4.28,3.12,10.18,50.01,1.11,59.02,30.9,42.9
2000-11-15,15.89,4.21,3.12,10.03,49.92,1.12,59.18,30.81,42.97
2000-11-16,15.89,4.14,3.12,9.84,49.86,1.13,59.13,30.74,43.04
2000-11-17,15.89,4.07,3.11,9.63,49.54,1.14,59.25,30.68,43.11
2000-11-18,15.88,4.06,3.1,9.41,49.28,1.15,59.54,30.62,43.46
2000-11-19,15.86,4.05,3.1,9.19,49.39,1.15,59.2,30.56,43.8
2000-11-20,15.86,4.05,3.09,8.99,49.17,1.16,59.02,30.51,44.13
