data,valor,percentatge,codiEstacio,codiVariable
1990-06-01Z,0.0,100.0,U2,1300
1990-06-02Z,0.0,100.0,U2,1300
1990-06-03Z,0.0,100.0,U2,1300
1990-06-04Z,0.0,100.0,U2,1300
1990-06-05Z,1.0,100.0,U2,1300
1990-06-06Z,0.0,100.0,U2,1300
1990-06-07Z,0.0,100.0,U2,1300
1990-06-08Z,0.4,100.0,U2,1300
1990-06-09Z,0.0,100.0,U2,1300
1990-06-10Z,0.0,100.0,U2,1300
1990-06-11Z,15.9,100.0,U2,1300
1990-06-12Z,1.0,100.0,U2,1300
1990-06-13Z,0.0,100.0,U2,1300
1990-06-14Z,12.1,100.0,U2,1300
1990-06-15Z,3.3,100.0,U2,1300
1990-06-16Z,0.2,100.0,U2,1300
1990-06-17Z,0.2,100.0,U2,1300
1990-06-18Z,0.0,100.0,U2,1300
1990-06-19Z,0.2,100.0,U2,1300
1990-06-20Z,1.6,100.0,U2,1300
1990-06-21Z,0.0,100.0,U2,1300
1990-06-24Z,0.0,100.0,U2,1300
1990-06-25Z,0.0,100.0,U2,1300
1990-06-26Z,0.6,100.0,U2,1300
1990-06-27Z,0.2,100.0,U2,1300
1990-06-28Z,1.2,100.0,U2,1300
1990-06-29Z,0.2,100.0,U2,1300
1990-06-30Z,0.0,100.0,U2,1300
1990-06-01Z,0.0,100.0,U6,1300
1990-06-02Z,0.0,100.0,U6,1300
1990-06-03Z,0.0,100.0,U6,1300
1990-06-04Z,1.4,100.0,U6,1300
1990-06-05Z,0.0,100.0,U6,1300
1990-06-06Z,0.0,100.0,U6,1300
1990-06-07Z,0.0,100.0,U6,1300
1990-06-08Z,0.0,100.0,U6,1300
1990-06-09Z,0.0,100.0,U6,1300
1990-06-10Z,3.8,100.0,U6,1300
1990-06-11Z,3.4,100.0,U6,1300
1990-06-12Z,0.0,100.0,U6,1300
1990-06-13Z,16.1,100.0,U6,1300
1990-06-14Z,18.6,100.0,U6,1300
1990-06-15Z,0.0,100.0,U6,1300
1990-06-16Z,3.6,100.0,U6,1300
1990-06-17Z,0.0,100.0,U6,1300
1990-06-18Z,0.0,100.0,U6,1300
1990-06-19Z,0.0,100.0,U6,1300
1990-06-20Z,0.0,100.0,U6,1300
1990-06-21Z,0.0,100.0,U6,1300
1990-06-22Z,0.0,100.0,U6,1300
1990-06-23Z,0.0,100.0,U6,1300
1990-06-24Z,0.0,100.0,U6,1300
1990-06-25Z,0.0,100.0,U6,1300
1990-06-26Z,1.4,100.0,U6,1300
1990-06-27Z,0.2,100.0,U6,1300
1990-06-28Z,0.2,100.0,U6,1300
1990-06-29Z,0.0,100.0,U6,1300
1990-06-30Z,0.0,100.0,U6,1300
1990-06-01Z,0.0,100.0,UB,1300
1990-06-02Z,0.0,100.0,UB,1300
1990-06-03Z,0.0,100.0,UB,1300
1990-06-04Z,0.0,100.0,UB,1300
1990-06-05Z,0.6,100.0,UB,1300
1990-06-06Z,0.2,100.0,UB,1300
1990-06-07Z,0.0,100.0,UB,1300
1990-06-08Z,0.2,100.0,UB,1300
1990-06-09Z,0.0,100.0,UB,1300
