data,valor,percentatge,codiEstacio,codiVariable
1990-03-01Z,0.0,100,U2,1300
1990-03-02Z,0.6,100,U2,1300
1990-03-03Z,0.0,100,U2,1300
1990-03-04Z,0.0,100,U2,1300
1990-03-05Z,0.0,100,U2,1300
1990-03-06Z,0.0,100,U2,1300
1990-03-07Z,0.2,100,U2,1300
1990-03-08Z,4.2,100,U2,1300
1990-03-09Z,1.4,100,U2,1300
1990-03-10Z,0.0,100,U2,1300
1990-03-11Z,0.0,100,U2,1300
1990-03-12Z,0.2,100,U2,1300
1990-03-13Z,1.0,100,U2,1300
1990-03-14Z,2.0,100,U2,1300
1990-03-15Z,0.0,100,U2,1300
1990-03-16Z,0.0,100,U2,1300
1990-03-17Z,0.2,100,U2,1300
1990-03-18Z,0.0,100,U2,1300
1990-03-19Z,0.0,100,U2,1300
1990-03-20Z,0.0,100,U2,1300
1990-03-21Z,0.0,100,U2,1300
1990-03-22Z,0.0,100,U2,1300
1990-03-23Z,0.2,100,U2,1300
1990-03-24Z,0.0,100,U2,1300
1990-03-25Z,0.8,100,U2,1300
1990-03-26Z,0.0,100,U2,1300
1990-03-27Z,0.0,100,U2,1300
1990-03-28Z,0.0,100,U2,1300
1990-03-29Z,0.0,100,U2,1300
1990-03-30Z,0.0,100,U2,1300
1990-03-31Z,0.0,100,U2,1300
1990-03-01Z,0.0,100,U6,1300
1990-03-02Z,6.3,100,U6,1300
1990-03-03Z,0.0,100,U6,1300
1990-03-04Z,0.0,100,U6,1300
1990-03-05Z,0.0,100,U6,1300
1990-03-06Z,0.0,100,U6,1300
1990-03-07Z,0.0,100,U6,1300
1990-03-08Z,0.6,100,U6,1300
1990-03-09Z,0.0,100,U6,1300
1990-03-10Z,0.0,100,U6,1300
1990-03-11Z,0.0,100,U6,1300
1990-03-12Z,0.0,100,U6,1300
1990-03-13Z,0.0,100,U6,1300
1990-03-14Z,0.8,100,U6,1300
1990-03-15Z,0.0,100,U6,1300
1990-03-16Z,0.0,100,U6,1300
1990-03-17Z,0.0,100,U6,1300
1990-03-18Z,0.0,100,U6,1300
1990-03-19Z,0.0,100,U6,1300
1990-03-20Z,0.0,100,U6,1300
1990-03-21Z,0.0,100,U6,1300
1990-03-22Z,0.0,100,U6,1300
1990-03-23Z,0.0,100,U6,1300
1990-03-24Z,0.0,100,U6,1300
1990-03-25Z,0.4,100,U6,1300
1990-03-26Z,0.0,100,U6,1300
1990-03-27Z,0.0,100,U6,1300
1990-03-28Z,0.0,100,U6,1300
1990-03-29Z,0.0,100,U6,1300
1990-03-30Z,0.0,100,U6,1300
1990-03-31Z,0.0,100,U6,1300
1990-03-01Z,8.1,100,UB,1300
1990-03-02Z,2.0,100,UB,1300
1990-03-03Z,0.0,100,UB,1300
1990-03-04Z,0.0,100,UB,1300
1990-03-05Z,0.0,100,UB,1300
1990-03-06Z,0.2,100,UB,1300
1990-03-07Z,0.2,100,UB,1300
1990-03-08Z,6.7,100,UB,1300
1990-03-09Z,2.4,100,UB,1300
1990-03-10Z,0.2,100,UB,1300
1990-03-11Z,0.0,100,UB,1300
1990-03-12Z,0.2,100,UB,1300
1990-03-13Z,3.2,100,UB,1300
1990-03-14Z,0.0,100,UB,1300
1990-03-15Z,0.0,100,UB,1300
1990-03-16Z,0.2,100,UB,1300
1990-03-17Z,0.0,100,UB,1300
1990-03-18Z,0.0,100,UB,1300
1990-03-19Z,0.0,100,UB,1300
1990-03-20Z,0.2,100,UB,1300
1990-03-21Z,0.0,100,UB,1300
1990-03-22Z,0.0,100,UB,1300
1990-03-23Z,0.2,100,UB,1300
1990-03-24Z,0.0,100,UB,1300
