data,valor,percentatge,codiEstacio,codiVariable
2012-07-01Z,4.2,100.0,CA,1300
2012-07-02Z,0.0,100.0,CA,1300
2012-07-03Z,0.0,100.0,CA,1300
2012-07-04Z,0.0,100.0,CA,1300
2012-07-05Z,27.4,100.0,CA,1300
2012-07-06Z,0.0,100.0,CA,1300
2012-07-07Z,0.0,100.0,CA,1300
2012-07-08Z,0.0,100.0,CA,1300
2012-07-09Z,0.0,100.0,CA,1300
2012-07-10Z,0.0,54.2,CA,1300
2012-07-01Z,2.6,100.0,CC,1300
2012-07-02Z,0.0,100.0,CC,1300
2012-07-03Z,0.0,100.0,CC,1300
2012-07-04Z,0.0,100.0,CC,1300
2012-07-05Z,1.2,100.0,CC,1300
2012-07-06Z,0.0,100.0,CC,1300
2012-07-07Z,0.0,100.0,CC,1300
2012-07-08Z,0.0,100.0,CC,1300
2012-07-09Z,0.0,100.0,CC,1300
2012-07-10Z,0.0,100.0,CC,1300
2012-07-11Z,0.0,100.0,CC,1300
2012-07-12Z,0.0,100.0,CC,1300
2012-07-13Z,0.0,100.0,CC,1300
2012-07-14Z,0.0,100.0,CC,1300
2012-07-15Z,0.0,100.0,CC,1300
2012-07-16Z,0.0,100.0,CC,1300
2012-07-17Z,0.0,100.0,CC,1300
2012-07-18Z,0.0,100.0,CC,1300
2012-07-19Z,0.0,100.0,CC,1300
2012-07-20Z,0.0,100.0,CC,1300
2012-07-21Z,0.0,100.0,CC,1300
2012-07-22Z,2.9,100.0,CC,1300
2012-07-23Z,0.0,100.0,CC,1300
2012-07-24Z,0.0,100.0,CC,1300
2012-07-25Z,0.0,100.0,CC,1300
2012-07-26Z,0.0,100.0,CC,1300
2012-07-27Z,1.6,100.0,CC,1300
2012-07-28Z,0.0,100.0,CC,1300
2012-07-29Z,0.0,100.0,CC,1300
2012-07-30Z,0.0,100.0,CC,1300
2012-07-31Z,0.0,100.0,CC,1300
2012-07-01Z,28.9,100.0,CD,1300
2012-07-02Z,0.0,100.0,CD,1300
2012-07-03Z,0.0,100.0,CD,1300
2012-07-04Z,0.8,100.0,CD,1300
2012-07-05Z,7.7,100.0,CD,1300
2012-07-06Z,0.1,100.0,CD,1300
2012-07-07Z,0.0,100.0,CD,1300
2012-07-08Z,0.0,100.0,CD,1300
2012-07-09Z,0.0,100.0,CD,1300
2012-07-10Z,0.0,100.0,CD,1300
2012-07-11Z,0.0,100.0,CD,1300
2012-07-12Z,0.0,100.0,CD,1300
2012-07-13Z,0.0,100.0,CD,1300
2012-07-14Z,0.0,100.0,CD,1300
2012-07-15Z,0.0,100.0,CD,1300
2012-07-16Z,0.0,100.0,CD,1300
2012-07-17Z,0.0,100.0,CD,1300
2012-07-18Z,0.0,100.0,CD,1300
2012-07-19Z,0.0,100.0,CD,1300
2012-07-20Z,0.0,100.0,CD,1300
2012-07-21Z,0.0,100.0,CD,1300
2012-07-22Z,0.0,100.0,CD,1300
2012-07-23Z,0.0,100.0,CD,1300
2012-07-24Z,0.0,100.0,CD,1300
2012-07-25Z,0.0,100.0,CD,1300
2012-07-26Z,0.0,100.0,CD,1300
2012-07-27Z,15.7,100.0,CD,1300
2012-07-28Z,0.5,100.0,CD,1300
2012-07-29Z,0.0,100.0,CD,1300
2012-07-30Z,0.0,100.0,CD,1300
2012-07-31Z,0.0,100.0,CD,1300
2012-07-01Z,12.6,100.0,CE,1300
2012-07-02Z,0.1,100.0,CE,1300
2012-07-03Z,0.0,100.0,CE,1300
2012-07-04Z,0.0,100.0,CE,1300
2012-07-05Z,1.3,100.0,CE,1300
