data,valor,percentatge,codiEstacio,codiVariable
1989-12-01Z,3.6,100.0,U2,1300
1989-12-02Z,0.0,100.0,U2,1300
1989-12-03Z,0.0,100.0,U2,1300
1989-12-04Z,9.8,100.0,U2,1300
1989-12-05Z,0.0,100.0,U2,1300
1989-12-06Z,0.2,100.0,U2,1300
1989-12-07Z,0.8,100.0,U2,1300
1989-12-08Z,2.2,100.0,U2,1300
1989-12-09Z,0.2,100.0,U2,1300
1989-12-10Z,0.0,100.0,U2,1300
1989-12-11Z,0.0,100.0,U2,1300
1989-12-12Z,0.2,100.0,U2,1300
1989-12-13Z,0.4,100.0,U2,1300
1989-12-14Z,0.0,100.0,U2,1300
1989-12-15Z,0.0,100.0,U2,1300
1989-12-16Z,0.0,100.0,U2,1300
1989-12-17Z,0.0,100.0,U2,1300
1989-12-18Z,0.4,100.0,U2,1300
1989-12-19Z,0.0,100.0,U2,1300
1989-12-20Z,0.2,100.0,U2,1300
1989-12-21Z,0.0,100.0,U2,1300
1989-12-22Z,0.2,100.0,U2,1300
1989-12-23Z,0.0,100.0,U2,1300
1989-12-24Z,0.0,100.0,U2,1300
1989-12-25Z,0.6,100.0,U2,1300
1989-12-26Z,0.2,100.0,U2,1300
1989-12-27Z,0.0,100.0,U2,1300
1989-12-28Z,0.8,100.0,U2,1300
1989-12-29Z,0.2,100.0,U2,1300
1989-12-30Z,1.0,100.0,U2,1300
1989-12-31Z,0.0,100.0,U2,1300
1989-12-01Z,7.7,100.0,UB,1300
1989-12-02Z,0.0,100.0,UB,1300
1989-12-03Z,0.0,100.0,UB,1300
1989-12-04Z,4.8,100.0,UB,1300
1989-12-05Z,0.2,100.0,UB,1300
1989-12-06Z,0.0,100.0,UB,1300
1989-12-07Z,3.2,100.0,UB,1300
1989-12-08Z,2.0,100.0,UB,1300
1989-12-09Z,0.0,100.0,UB,1300
1989-12-10Z,0.0,100.0,UB,1300
1989-12-11Z,0.0,100.0,UB,1300
1989-12-12Z,1.0,100.0,UB,1300
1989-12-13Z,0.6,100.0,UB,1300
1989-12-14Z,0.0,100.0,UB,1300
1989-12-15Z,0.0,100.0,UB,1300
1989-12-16Z,0.0,100.0,UB,1300
1989-12-17Z,0.0,100.0,UB,1300
1989-12-18Z,0.8,100.0,UB,1300
1989-12-19Z,0.0,100.0,UB,1300
1989-12-20Z,0.0,100.0,UB,1300
1989-12-21Z,0.2,100.0,UB,1300
1989-12-22Z,0.0,100.0,UB,1300
1989-12-23Z,0.0,100.0,UB,1300
1989-12-24Z,0.2,100.0,UB,1300
1989-12-25Z,0.4,100.0,UB,1300
1989-12-26Z,0.2,100.0,UB,1300
1989-12-27Z,0.0,100.0,UB,1300
1989-12-28Z,4.5,100.0,UB,1300
1989-12-29Z,0.0,100.0,UB,1300
1989-12-30Z,0.4,100.0,UB,1300
1989-12-31Z,0.2,100.0,UB,1300
1989-12-01Z,0.0,100.0,V8,1300
1989-12-02Z,0.0,100.0,V8,1300
1989-12-03Z,0.2,100.0,V8,1300
1989-12-04Z,0.0,100.0,V8,1300
1989-12-05Z,0.2,100.0,V8,1300
1989-12-06Z,0.0,100.0,V8,1300
