data,valor,percentatge,codiEstacio,codiVariable
1989-08-01Z,0.0,100,U6,1300
1989-08-02Z,0.0,100,U6,1300
1989-08-03Z,0.0,100,U6,1300
1989-08-04Z,0.4,100,U6,1300
1989-08-05Z,96.2,100,U6,1300
1989-08-06Z,0.0,100,U6,1300
1989-08-07Z,0.0,100,U6,1300
1989-08-08Z,0.0,100,U6,1300
1989-08-09Z,1.7,100,U6,1300
1989-08-10Z,1.9,100,U6,1300
1989-08-11Z,0.0,100,U6,1300
1989-08-12Z,0.0,100,U6,1300
1989-08-13Z,0.0,100,U6,1300
1989-08-14Z,0.0,100,U6,1300
1989-08-15Z,0.0,100,U6,1300
1989-08-16Z,0.0,100,U6,1300
1989-08-17Z,3.8,100,U6,1300
1989-08-19Z,0.0,100,U6,1300
1989-08-20Z,0.0,100,U6,1300
1989-08-21Z,0.0,100,U6,1300
1989-08-22Z,0.0,100,U6,1300
1989-08-23Z,0.0,100,U6,1300
1989-08-24Z,0.0,100,U6,1300
1989-08-25Z,0.0,100,U6,1300
1989-08-26Z,0.0,100,U6,1300
1989-08-27Z,0.0,100,U6,1300
1989-08-28Z,0.0,100,U6,1300
1989-08-29Z,0.0,100,U6,1300
1989-08-30Z,12.4,100,U6,1300
1989-08-31Z,0.8,100,U6,1300
1989-08-01Z,0.0,100,UB,1300
1989-08-02Z,0.0,100,UB,1300
1989-08-03Z,0.0,100,UB,1300
1989-08-04Z,0.0,100,UB,1300
1989-08-05Z,23.4,100,UB,1300
1989-08-06Z,0.2,100,UB,1300
1989-08-07Z,0.0,100,UB,1300
1989-08-08Z,0.0,100,UB,1300
1989-08-09Z,1.4,100,UB,1300
1989-08-10Z,3.7,100,UB,1300
1989-08-11Z,0.2,100,UB,1300
1989-08-12Z,0.0,100,UB,1300
1989-08-13Z,0.0,100,UB,1300
1989-08-14Z,0.0,100,UB,1300
1989-08-15Z,0.2,100,UB,1300
1989-08-16Z,0.0,100,UB,1300
1989-08-19Z,0.0,100,UB,1300
1989-08-20Z,0.0,100,UB,1300
1989-08-21Z,0.4,100,UB,1300
1989-08-22Z,0.2,100,UB,1300
1989-08-23Z,0.0,100,UB,1300
1989-08-24Z,0.0,100,UB,1300
1989-08-25Z,0.0,100,UB,1300
1989-08-26Z,0.2,100,UB,1300
1989-08-27Z,0.4,100,UB,1300
1989-08-28Z,0.0,100,UB,1300
1989-08-29Z,0.0,100,UB,1300
1989-08-30Z,0.0,100,UB,1300
1989-08-31Z,6.5,100,UB,1300
1989-08-01Z,0.0,100,VD,1300
1989-08-02Z,0.0,100,VD,1300
1989-08-03Z,9.5,100,VD,1300
1989-08-04Z,0.8,100,VD,1300
1989-08-05Z,2.6,100,VD,1300
1989-08-06Z,0.0,100,VD,1300
1989-08-07Z,0.0,100,VD,1300
1989-08-08Z,0.0,100,VD,1300
1989-08-09Z,23.3,100,VD,1300
1989-08-10Z,7.4,100,VD,1300
1989-08-11Z,0.0,100,VD,1300
1989-08-12Z,0.0,100,VD,1300
1989-08-13Z,0.0,100,VD,1300
1989-08-14Z,0.0,100,VD,1300
1989-08-15Z,0.0,100,VD,1300
1989-08-16Z,0.0,100,VD,1300
1989-08-17Z,0.0,100,VD,1300
1989-08-19Z,5.6,100,VD,1300
1989-08-20Z,0.0,100,VD,1300
1989-08-21Z,0.0,100,VD,1300
1989-08-22Z,0.0,100,VD,1300
1989-08-23Z,0.0,100,VD,1300
1989-08-24Z,0.0,100,VD,1300
1989-08-25Z,0.0,100,VD,1300
1989-08-26Z,0.0,100,VD,1300
1989-08-27Z,0.0,100,VD,1300
1989-08-28Z,0.0,100,VD,1300
1989-08-29Z,0.0,100,VD,1300
1989-08-30Z,0.0,100,VD,1300
1989-08-31Z,7.8,100,VD,1300
1989-08-01Z,0.0,100,VK,1300
1989-08-02Z,0.0,100,VK,1300
1989-08-04Z,0.0,100,VK,1300
1989-08-06Z,0.0,100,VK,1300
1989-08-07Z,0.0,100,VK,1300
1989-08-08Z,0.0,100,VK,1300
1989-08-09Z,0.0,100,VK,1300
1989-08-11Z,0.0,100,VK,1300
1989-08-12Z,0.0,100,VK,1300
1989-08-13Z,0.0,100,VK,1300
1989-08-14Z,0.0,100,VK,1300
1989-08-15Z,0.0,100,VK,1300
1989-08-16Z,0.0,100,VK,1300
1989-08-17Z,0.0,100,VK,1300
1989-08-18Z,0.0,100,VK,1300
1989-08-19Z,0.0,100,VK,1300
1989-08-20Z,0.0,100,VK,1300
1989-08-21Z,0.0,100,VK,1300
1989-08-22Z,0.0,100,VK,1300
1989-08-23Z,0.0,100,VK,1300
1989-08-24Z,0.0,100,VK,1300
1989-08-25Z,0.0,100,VK,1300
1989-08-26Z,0.0,100,VK,1300
1989-08-27Z,0.0,100,VK,1300
1989-08-28Z,0.0,100,VK,1300
1989-08-29Z,0.0,100,VK,1300
1989-08-30Z,0.0,100,VK,1300
1989-08-20Z,0.0,100,U2,1300
1989-08-21Z,0.4,100,U2,1300
1989-08-22Z,0.0,100,U2,1300
1989-08-23Z,0.0,100,U2,1300
1989-08-24Z,0.0,100,U2,1300
1989-08-26Z,0.2,100,U2,1300
1989-08-27Z,0.0,100,U2,1300
1989-08-28Z,0.0,100,U2,1300
1989-08-29Z,0.0,100,U2,1300
1989-08-30Z,0.0,100,U2,1300
1989-08-31Z,5.2,100,U2,1300
