data,valor,percentatge,codiEstacio,codiVariable
2013-07-01Z,0.0,100.0,CC,1300
2013-07-02Z,0.0,100.0,CC,1300
2013-07-03Z,0.0,100.0,CC,1300
2013-07-04Z,0.0,100.0,CC,1300
2013-07-05Z,0.0,100.0,CC,1300
2013-07-06Z,0.0,100.0,CC,1300
2013-07-07Z,0.0,100.0,CC,1300
2013-07-08Z,0.0,100.0,CC,1300
2013-07-09Z,0.0,100.0,CC,1300
2013-07-10Z,1.1,100.0,CC,1300
2013-07-11Z,1.2,100.0,CC,1300
2013-07-12Z,0.9,100.0,CC,1300
2013-07-13Z,0.0,100.0,CC,1300
2013-07-14Z,16.4,100.0,CC,1300
2013-07-15Z,0.0,100.0,CC,1300
2013-07-16Z,0.0,100.0,CC,1300
2013-07-17Z,10.1,100.0,CC,1300
2013-07-18Z,44.8,100.0,CC,1300
2013-07-19Z,19.6,100.0,CC,1300
2013-07-20Z,21.4,100.0,CC,1300
2013-07-21Z,34.5,100.0,CC,1300
2013-07-22Z,3.9,100.0,CC,1300
2013-07-23Z,12.9,100.0,CC,1300
2013-07-24Z,0.2,100.0,CC,1300
2013-07-25Z,0.0,100.0,CC,1300
2013-07-26Z,0.0,100.0,CC,1300
2013-07-27Z,0.0,100.0,CC,1300
2013-07-28Z,5.2,100.0,CC,1300
2013-07-29Z,2.4,100.0,CC,1300
2013-07-30Z,0.0,100.0,CC,1300
2013-07-31Z,0.0,100.0,CC,1300
2013-07-01Z,16.9,100.0,CD,1300
2013-07-02Z,0.0,100.0,CD,1300
2013-07-03Z,0.0,100.0,CD,1300
2013-07-04Z,0.0,100.0,CD,1300
2013-07-05Z,0.0,100.0,CD,1300
2013-07-06Z,0.0,100.0,CD,1300
2013-07-07Z,0.0,100.0,CD,1300
2013-07-08Z,10.5,100.0,CD,1300
2013-07-09Z,0.0,100.0,CD,1300
2013-07-10Z,9.5,100.0,CD,1300
2013-07-11Z,0.1,100.0,CD,1300
2013-07-12Z,0.0,100.0,CD,1300
2013-07-13Z,1.9,100.0,CD,1300
2013-07-14Z,0.4,100.0,CD,1300
2013-07-15Z,0.0,100.0,CD,1300
2013-07-16Z,15.6,100.0,CD,1300
2013-07-17Z,0.0,100.0,CD,1300
2013-07-18Z,8.7,100.0,CD,1300
2013-07-19Z,1.5,100.0,CD,1300
