data,valor,percentatge,codiEstacio,codiVariable
2024-10-01Z,0.0,100.0,CC,1300
2024-10-02Z,35.5,100.0,CC,1300
2024-10-03Z,2.9,100.0,CC,1300
2024-10-04Z,0.0,100.0,CC,1300
2024-10-05Z,0.0,100.0,CC,1300
2024-10-06Z,0.0,100.0,CC,1300
2024-10-07Z,7.3,100.0,CC,1300
2024-10-08Z,1.5,100.0,CC,1300
2024-10-09Z,0.0,100.0,CC,1300
2024-10-10Z,0.0,100.0,CC,1300
2024-10-11Z,0.0,100.0,CC,1300
2024-10-12Z,0.1,100.0,CC,1300
2024-10-01Z,0.0,100.0,CD,1300
2024-10-02Z,15.6,100.0,CD,1300
2024-10-03Z,0.0,100.0,CD,1300
2024-10-04Z,0.0,100.0,CD,1300
2024-10-05Z,0.0,100.0,CD,1300
2024-10-06Z,0.7,100.0,CD,1300
2024-10-07Z,15.9,100.0,CD,1300
2024-10-08Z,0.2,100.0,CD,1300
2024-10-09Z,9.1,100.0,CD,1300
2024-10-10Z,2.0,100.0,CD,1300
2024-10-11Z,0.0,100.0,CD,1300
2024-10-12Z,0.4,100.0,CD,1300
2024-10-01Z,0.0,100.0,CE,1300
2024-10-02Z,32.5,100.0,CE,1300
2024-10-03Z,13.5,100.0,CE,1300
2024-10-04Z,0.0,100.0,CE,1300
2024-10-05Z,0.0,100.0,CE,1300
2024-10-06Z,0.0,100.0,CE,1300
2024-10-07Z,6.9,100.0,CE,1300
2024-10-08Z,0.7,100.0,CE,1300
2024-10-09Z,0.6,100.0,CE,1300
2024-10-10Z,0.0,100.0,CE,1300
2024-10-11Z,0.0,100.0,CE,1300
2024-10-12Z,0.7,100.0,CE,1300
2024-10-01Z,0.0,100.0,CG,1300
2024-10-02Z,19.1,100.0,CG,1300
2024-10-03Z,0.5,100.0,CG,1300
2024-10-04Z,0.0,100.0,CG,1300
2024-10-05Z,0.0,100.0,CG,1300
2024-10-06Z,0.0,100.0,CG,1300
2024-10-07Z,5.3,100.0,CG,1300
2024-10-08Z,1.0,100.0,CG,1300
2024-10-09Z,0.8,100.0,CG,1300
2024-10-10Z,15.0,100.0,CG,1300
2024-10-11Z,0.0,100.0,CG,1300
2024-10-12Z,0.0,100.0,CG,1300
2024-10-01Z,0.0,100.0,CI,1300
