data,valor,percentatge,codiEstacio,codiVariable
1990-11-01Z,1.0,100,U2,1300
1990-11-02Z,0.0,100,U2,1300
1990-11-03Z,2.0,100,U2,1300
1990-11-04Z,0.0,100,U2,1300
1990-11-05Z,0.0,100,U2,1300
1990-11-06Z,0.0,100,U2,1300
1990-11-07Z,0.0,100,U2,1300
1990-11-08Z,2.2,100,U2,1300
1990-11-09Z,22.9,100,U2,1300
1990-11-10Z,4.8,100,U2,1300
1990-11-11Z,0.0,100,U2,1300
1990-11-12Z,0.2,100,U2,1300
1990-11-13Z,0.0,100,U2,1300
1990-11-14Z,0.4,100,U2,1300
1990-11-15Z,0.2,100,U2,1300
1990-11-16Z,0.0,100,U2,1300
1990-11-17Z,0.0,100,U2,1300
1990-11-18Z,0.0,100,U2,1300
1990-11-19Z,0.0,100,U2,1300
1990-11-20Z,0.0,100,U2,1300
1990-11-21Z,4.7,100,U2,1300
1990-11-22Z,2.2,100,U2,1300
1990-11-23Z,0.0,100,U2,1300
1990-11-24Z,0.4,100,U2,1300
1990-11-25Z,0.0,100,U2,1300
1990-11-26Z,0.0,100,U2,1300
1990-11-27Z,0.2,100,U2,1300
1990-11-28Z,0.0,100,U2,1300
1990-11-29Z,0.0,100,U2,1300
1990-11-30Z,0.0,100,U2,1300
1990-11-01Z,0.0,100,U6,1300
1990-11-02Z,0.0,100,U6,1300
1990-11-03Z,0.0,100,U6,1300
1990-11-04Z,0.0,100,U6,1300
1990-11-05Z,0.0,100,U6,1300
1990-11-06Z,2.4,100,U6,1300
1990-11-07Z,3.5,100,U6,1300
1990-11-08Z,2.8,100,U6,1300
1990-11-09Z,10.3,100,U6,1300
1990-11-10Z,6.1,100,U6,1300
1990-11-11Z,0.0,100,U6,1300
1990-11-12Z,0.0,100,U6,1300
1990-11-13Z,0.0,100,U6,1300
1990-11-14Z,0.0,100,U6,1300
1990-11-15Z,0.0,100,U6,1300
1990-11-16Z,0.0,100,U6,1300
1990-11-17Z,0.0,100,U6,1300
1990-11-18Z,0.0,100,U6,1300
1990-11-19Z,0.0,100,U6,1300
1990-11-20Z,0.0,100,U6,1300
1990-11-21Z,0.2,100,U6,1300
1990-11-22Z,0.0,100,U6,1300
1990-11-23Z,0.2,100,U6,1300
1990-11-24Z,1.4,100,U6,1300
1990-11-25Z,0.2,100,U6,1300
1990-11-26Z,0.0,100,U6,1300
1990-11-27Z,0.0,100,U6,1300
1990-11-28Z,0.0,100,U6,1300
1990-11-29Z,0.0,100,U6,1300
1990-11-30Z,0.0,100,U6,1300
1990-11-01Z,0.0,100,UB,1300
1990-11-02Z,0.0,100,UB,1300
1990-11-03Z,2.0,100,UB,1300
1990-11-04Z,0.0,100,UB,1300
1990-11-05Z,0.0,100,UB,1300
1990-11-06Z,0.0,100,UB,1300
1990-11-07Z,0.0,100,UB,1300
1990-11-08Z,0.8,100,UB,1300
1990-11-09Z,2.9,100,UB,1300
1990-11-10Z,4.2,100,UB,1300
1990-11-11Z,0.2,100,UB,1300
1990-11-12Z,0.0,100,UB,1300
1990-11-13Z,0.0,100,UB,1300
1990-11-14Z,0.2,100,UB,1300
1990-11-15Z,0.2,100,UB,1300
1990-11-16Z,0.0,100,UB,1300
1990-11-17Z,0.0,100,UB,1300
1990-11-18Z,0.0,100,UB,1300
1990-11-19Z,0.0,100,UB,1300
1990-11-20Z,0.2,100,UB,1300
1990-11-21Z,0.6,100,UB,1300
1990-11-22Z,2.4,100,UB,1300
1990-11-23Z,0.2,100,UB,1300
1990-11-24Z,0.6,100,UB,1300
1990-11-25Z,0.2,100,UB,1300
1990-11-26Z,0.0,100,UB,1300
1990-11-27Z,0.2,100,UB,1300
1990-11-28Z,0.0,100,UB,1300
1990-11-29Z,0.0,100,UB,1300
1990-11-30Z,0.2,100,UB,1300
1990-11-01Z,0.4,100,UR,1300
1990-11-02Z,0.0,100,UR,1300
1990-11-03Z,1.0,100,UR,1300
1990-11-04Z,0.0,100,UR,1300
1990-11-05Z,0.0,100,UR,1300
1990-11-06Z,0.0,100,UR,1300
1990-11-07Z,0.0,100,UR,1300
1990-11-08Z,0.0,100,UR,1300
1990-11-09Z,30.8,100,UR,1300
1990-11-10Z,2.2,100,UR,1300
1990-11-11Z,0.0,100,UR,1300
1990-11-12Z,0.0,100,UR,1300
1990-11-13Z,0.0,100,UR,1300
1990-11-14Z,0.0,100,UR,1300
1990-11-15Z,0.2,100,UR,1300
1990-11-16Z,0.0,100,UR,1300
1990-11-17Z,0.0,100,UR,1300
1990-11-18Z,0.2,100,UR,1300
1990-11-20Z,0.0,100,UR,1300
1990-11-21Z,4.3,100,UR,1300
1990-11-22Z,5.6,100,UR,1300
1990-11-23Z,0.0,100,UR,1300
1990-11-24Z,26.8,100,UR,1300
1990-11-25Z,1.2,100,UR,1300
1990-11-26Z,0.0,100,UR,1300
1990-11-27Z,0.0,100,UR,1300
1990-11-28Z,0.9,100,UR,1300
1990-11-29Z,0.0,100,UR,1300
1990-11-30Z,0.0,100,UR,1300
1990-11-01Z,0.0,100,V1,1300
1990-11-02Z,0.0,100,V1,1300
1990-11-03Z,0.0,100,V1,1300
1990-11-04Z,0.0,100,V1,1300
1990-11-05Z,0.0,100,V1,1300
1990-11-06Z,2.4,100,V1,1300
