data,valor,percentatge,codiEstacio,codiVariable
1989-11-01Z,0.2,100,U2,1300
1989-11-02Z,0.2,100,U2,1300
1989-11-03Z,0.2,100,U2,1300
1989-11-04Z,0.0,100,U2,1300
1989-11-05Z,2.8,100,U2,1300
1989-11-06Z,0.2,100,U2,1300
1989-11-07Z,0.0,100,U2,1300
1989-11-08Z,0.0,100,U2,1300
1989-11-09Z,0.4,100,U2,1300
1989-11-10Z,0.2,100,U2,1300
1989-11-11Z,0.0,100,U2,1300
1989-11-12Z,0.2,100,U2,1300
1989-11-13Z,0.0,100,U2,1300
1989-11-14Z,0.2,100,U2,1300
1989-11-15Z,0.0,100,U2,1300
1989-11-16Z,31.6,100,U2,1300
1989-11-17Z,9.2,100,U2,1300
1989-11-18Z,46.6,100,U2,1300
1989-11-19Z,16.0,100,U2,1300
1989-11-20Z,0.2,100,U2,1300
1989-11-21Z,19.0,100,U2,1300
1989-11-22Z,11.4,100,U2,1300
1989-11-23Z,0.0,100,U2,1300
1989-11-24Z,0.0,100,U2,1300
1989-11-25Z,0.2,100,U2,1300
1989-11-26Z,0.2,100,U2,1300
1989-11-27Z,0.0,100,U2,1300
1989-11-28Z,0.0,100,U2,1300
1989-11-29Z,4.6,100,U2,1300
1989-11-30Z,11.6,100,U2,1300
1989-11-01Z,0.0,100,U6,1300
1989-11-02Z,0.0,100,U6,1300
1989-11-03Z,0.4,100,U6,1300
1989-11-04Z,0.0,100,U6,1300
1989-11-05Z,1.5,100,U6,1300
1989-11-06Z,6.8,100,U6,1300
1989-11-07Z,0.0,100,U6,1300
1989-11-08Z,0.0,100,U6,1300
1989-11-09Z,0.0,100,U6,1300
1989-11-10Z,0.0,100,U6,1300
1989-11-11Z,0.0,100,U6,1300
1989-11-12Z,0.0,100,U6,1300
1989-11-13Z,0.0,100,U6,1300
1989-11-14Z,0.0,100,U6,1300
1989-11-15Z,0.4,100,U6,1300
1989-11-16Z,32.5,100,U6,1300
1989-11-01Z,0.2,100,UB,1300
1989-11-02Z,0.2,100,UB,1300
1989-11-03Z,0.2,100,UB,1300
1989-11-04Z,0.0,100,UB,1300
1989-11-05Z,1.0,100,UB,1300
1989-11-06Z,0.2,100,UB,1300
1989-11-07Z,0.0,100,UB,1300
1989-11-08Z,0.0,100,UB,1300
1989-11-09Z,0.8,100,UB,1300
1989-11-10Z,0.0,100,UB,1300
1989-11-11Z,0.2,100,UB,1300
1989-11-12Z,0.0,100,UB,1300
1989-11-13Z,0.0,100,UB,1300
1989-11-14Z,0.2,100,UB,1300
1989-11-15Z,0.2,100,UB,1300
1989-11-16Z,48.4,100,UB,1300
1989-11-17Z,10.3,100,UB,1300
1989-11-18Z,47.7,100,UB,1300
1989-11-19Z,2.0,100,UB,1300
1989-11-20Z,0.2,100,UB,1300
1989-11-21Z,22.8,100,UB,1300
1989-11-22Z,12.0,100,UB,1300
1989-11-23Z,0.2,100,UB,1300
1989-11-24Z,0.0,100,UB,1300
1989-11-25Z,0.2,100,UB,1300
1989-11-26Z,0.2,100,UB,1300
1989-11-27Z,0.0,100,UB,1300
1989-11-28Z,0.2,100,UB,1300
1989-11-29Z,8.6,100,UB,1300
1989-11-30Z,26.2,100,UB,1300
1989-11-01Z,0.2,100,V8,1300
1989-11-02Z,0.2,100,V8,1300
1989-11-03Z,0.0,100,V8,1300
1989-11-04Z,0.2,100,V8,1300
1989-11-05Z,1.2,100,V8,1300
1989-11-06Z,0.0,100,V8,1300
1989-11-07Z,0.0,100,V8,1300
1989-11-08Z,0.0,100,V8,1300
1989-11-09Z,0.0,100,V8,1300
1989-11-10Z,0.2,100,V8,1300
1989-11-11Z,0.0,100,V8,1300
1989-11-12Z,0.2,100,V8,1300
1989-11-13Z,0.2,100,V8,1300
1989-11-14Z,0.0,100,V8,1300
1989-11-15Z,1.0,100,V8,1300
1989-11-16Z,23.1,100,V8,1300
1989-11-17Z,3.8,100,V8,1300
1989-11-18Z,18.0,100,V8,1300
1989-11-19Z,0.4,100,V8,1300
1989-11-20Z,5.0,100,V8,1300
1989-11-21Z,17.1,100,V8,1300
1989-11-22Z,5.6,100,V8,1300
1989-11-23Z,0.4,100,V8,1300
1989-11-24Z,0.8,100,V8,1300
1989-11-25Z,0.2,100,V8,1300
1989-11-26Z,7.0,100,V8,1300
1989-11-27Z,0.8,100,V8,1300
1989-11-28Z,0.0,100,V8,1300
1989-11-29Z,1.8,100,V8,1300
1989-11-30Z,1.0,100,V8,1300
1989-11-01Z,0.0,100,VK,1300
