data,valor,percentatge,codiEstacio,codiVariable
1993-09-01Z,0.0,100.0,AN,1300
1993-09-02Z,0.0,97.9,AN,1300
1993-09-03Z,0.0,100.0,AN,1300
1993-09-04Z,0.0,100.0,AN,1300
1993-09-05Z,0.0,100.0,AN,1300
1993-09-06Z,5.8,97.9,AN,1300
1993-09-07Z,0.0,100.0,AN,1300
1993-09-08Z,0.0,100.0,AN,1300
1993-09-09Z,0.0,100.0,AN,1300
1993-09-10Z,0.0,100.0,AN,1300
1993-09-11Z,5.6,100.0,AN,1300
1993-09-12Z,0.0,100.0,AN,1300
1993-09-14Z,0.0,100.0,AN,1300
1993-09-15Z,0.0,100.0,AN,1300
1993-09-16Z,0.0,100.0,AN,1300
1993-09-17Z,0.0,100.0,AN,1300
1993-09-18Z,0.0,97.9,AN,1300
1993-09-19Z,0.0,100.0,AN,1300
1993-09-20Z,0.0,100.0,AN,1300
1993-09-21Z,0.0,100.0,AN,1300
1993-09-22Z,14.2,100.0,AN,1300
1993-09-23Z,9.2,100.0,AN,1300
1993-09-24Z,6.4,100.0,AN,1300
1993-09-25Z,0.0,100.0,AN,1300
1993-09-26Z,0.0,100.0,AN,1300
1993-09-27Z,1.2,100.0,AN,1300
1993-09-28Z,0.6,100.0,AN,1300
1993-09-29Z,0.4,100.0,AN,1300
1993-09-30Z,0.2,97.9,AN,1300
1993-09-01Z,0.0,100.0,U1,1300
1993-09-02Z,0.0,100.0,U1,1300
1993-09-03Z,0.0,100.0,U1,1300
1993-09-04Z,0.0,100.0,U1,1300
1993-09-05Z,0.0,100.0,U1,1300
1993-09-06Z,2.0,100.0,U1,1300
1993-09-07Z,0.2,100.0,U1,1300
1993-09-08Z,0.0,100.0,U1,1300
1993-09-09Z,0.0,100.0,U1,1300
1993-09-10Z,0.0,100.0,U1,1300
1993-09-11Z,0.0,100.0,U1,1300
1993-09-12Z,0.2,100.0,U1,1300
1993-09-13Z,0.0,100.0,U1,1300
1993-09-14Z,0.0,100.0,U1,1300
1993-09-15Z,0.0,100.0,U1,1300
1993-09-16Z,0.0,100.0,U1,1300
1993-09-17Z,0.0,100.0,U1,1300
1993-09-18Z,0.0,100.0,U1,1300
1993-09-19Z,0.0,100.0,U1,1300
1993-09-20Z,0.0,100.0,U1,1300
1993-09-21Z,0.0,100.0,U1,1300
1993-09-22Z,31.4,100.0,U1,1300
1993-09-23Z,16.4,100.0,U1,1300
1993-09-24Z,13.0,100.0,U1,1300
1993-09-25Z,0.0,100.0,U1,1300
1993-09-26Z,1.4,100.0,U1,1300
1993-09-27Z,16.8,100.0,U1,1300
1993-09-28Z,0.6,100.0,U1,1300
1993-09-29Z,0.2,100.0,U1,1300
1993-09-30Z,5.8,100.0,U1,1300
1993-09-01Z,0.2,100.0,U2,1300
1993-09-02Z,0.0,100.0,U2,1300
1993-09-03Z,0.0,100.0,U2,1300
1993-09-04Z,0.0,100.0,U2,1300
1993-09-05Z,0.0,100.0,U2,1300
1993-09-06Z,0.4,100.0,U2,1300
1993-09-07Z,0.0,100.0,U2,1300
1993-09-08Z,0.0,100.0,U2,1300
1993-09-09Z,0.0,100.0,U2,1300
1993-09-10Z,0.0,100.0,U2,1300
1993-09-11Z,0.0,100.0,U2,1300
1993-09-12Z,0.0,100.0,U2,1300
1993-09-13Z,0.2,100.0,U2,1300
1993-09-14Z,0.0,100.0,U2,1300
1993-09-15Z,0.0,100.0,U2,1300
1993-09-16Z,0.0,100.0,U2,1300
1993-09-17Z,0.0,100.0,U2,1300
1993-09-18Z,0.2,100.0,U2,1300
1993-09-19Z,0.0,100.0,U2,1300
1993-09-20Z,0.0,100.0,U2,1300
1993-09-21Z,0.4,100.0,U2,1300
1993-09-22Z,17.8,100.0,U2,1300
1993-09-23Z,36.6,100.0,U2,1300
1993-09-24Z,14.7,100.0,U2,1300
1993-09-25Z,0.0,100.0,U2,1300
1993-09-26Z,14.3,100.0,U2,1300
1993-09-27Z,3.4,100.0,U2,1300
1993-09-28Z,0.0,100.0,U2,1300
1993-09-29Z,0.2,100.0,U2,1300
