data,valor,percentatge,codiEstacio,codiVariable
1990-12-01Z,0.0,100,U2,1300
1990-12-02Z,0.0,100,U2,1300
1990-12-03Z,0.0,100,U2,1300
1990-12-04Z,0.0,100,U2,1300
1990-12-05Z,0.2,100,U2,1300
1990-12-06Z,0.0,100,U2,1300
1990-12-07Z,0.0,100,U2,1300
1990-12-08Z,7.2,100,U2,1300
1990-12-09Z,0.2,100,U2,1300
1990-12-10Z,0.2,100,U2,1300
1990-12-11Z,2.0,100,U2,1300
1990-12-12Z,0.0,100,U2,1300
1990-12-13Z,0.0,100,U2,1300
1990-12-14Z,0.0,100,U2,1300
1990-12-15Z,0.0,100,U2,1300
1990-12-16Z,0.0,100,U2,1300
1990-12-17Z,0.0,100,U2,1300
1990-12-18Z,0.2,100,U2,1300
1990-12-19Z,0.0,100,U2,1300
1990-12-20Z,0.0,100,U2,1300
1990-12-21Z,0.0,100,U2,1300
1990-12-22Z,0.0,100,U2,1300
1990-12-23Z,0.0,100,U2,1300
1990-12-24Z,0.0,100,U2,1300
1990-12-25Z,0.0,100,U2,1300
1990-12-26Z,0.6,100,U2,1300
1990-12-27Z,0.2,100,U2,1300
1990-12-28Z,0.0,100,U2,1300
1990-12-29Z,0.0,100,U2,1300
1990-12-30Z,0.0,100,U2,1300
1990-12-31Z,1.4,100,U2,1300
1990-12-01Z,0.0,100,U6,1300
1990-12-02Z,0.0,100,U6,1300
1990-12-03Z,0.0,100,U6,1300
1990-12-04Z,0.0,100,U6,1300
1990-12-05Z,0.0,100,U6,1300
1990-12-06Z,0.0,100,U6,1300
1990-12-07Z,0.0,100,U6,1300
1990-12-08Z,8.0,100,U6,1300
1990-12-09Z,0.2,100,U6,1300
1990-12-10Z,0.2,100,U6,1300
1990-12-11Z,0.0,100,U6,1300
1990-12-12Z,0.0,100,U6,1300
1990-12-13Z,0.0,100,U6,1300
1990-12-14Z,0.0,100,U6,1300
1990-12-15Z,0.0,100,U6,1300
1990-12-16Z,0.0,100,U6,1300
1990-12-17Z,0.0,100,U6,1300
1990-12-18Z,5.6,100,U6,1300
1990-12-19Z,0.0,100,U6,1300
1990-12-20Z,0.2,100,U6,1300
1990-12-21Z,0.0,100,U6,1300
1990-12-22Z,0.0,100,U6,1300
1990-12-23Z,0.0,100,U6,1300
1990-12-24Z,0.0,100,U6,1300
1990-12-25Z,0.0,100,U6,1300
1990-12-26Z,0.0,100,U6,1300
1990-12-27Z,0.0,100,U6,1300
1990-12-28Z,0.0,100,U6,1300
1990-12-29Z,0.0,100,U6,1300
1990-12-30Z,0.2,100,U6,1300
1990-12-31Z,0.0,100,U6,1300
1990-12-01Z,0.2,100,UB,1300
1990-12-02Z,0.0,100,UB,1300
1990-12-03Z,0.0,100,UB,1300
1990-12-04Z,0.0,100,UB,1300
1990-12-05Z,0.2,100,UB,1300
1990-12-06Z,0.0,100,UB,1300
1990-12-07Z,0.2,100,UB,1300
1990-12-08Z,10.3,100,UB,1300
1990-12-09Z,0.4,100,UB,1300
1990-12-10Z,0.0,100,UB,1300
1990-12-11Z,0.6,100,UB,1300
1990-12-12Z,0.0,100,UB,1300
1990-12-13Z,0.0,100,UB,1300
1990-12-14Z,0.0,100,UB,1300
1990-12-15Z,0.0,100,UB,1300
1990-12-16Z,0.0,100,UB,1300
1990-12-17Z,0.0,100,UB,1300
1990-12-18Z,0.2,100,UB,1300
1990-12-19Z,0.0,100,UB,1300
1990-12-20Z,0.0,100,UB,1300
1990-12-21Z,0.0,100,UB,1300
1990-12-22Z,0.0,100,UB,1300
1990-12-23Z,0.0,100,UB,1300
1990-12-24Z,0.0,100,UB,1300
1990-12-25Z,0.0,100,UB,1300
1990-12-26Z,0.0,100,UB,1300
1990-12-27Z,0.0,100,UB,1300
1990-12-28Z,0.0,100,UB,1300
1990-12-29Z,0.0,100,UB,1300
1990-12-30Z,0.0,100,UB,1300
1990-12-31Z,0.2,100,UB,1300
1990-12-01Z,0.0,100,UR,1300
1990-12-02Z,0.0,100,UR,1300
1990-12-03Z,0.0,100,UR,1300
1990-12-04Z,0.0,100,UR,1300
1990-12-05Z,0.0,100,UR,1300
1990-12-06Z,0.0,100,UR,1300
1990-12-07Z,0.0,100,UR,1300
1990-12-08Z,38.5,100,UR,1300
1990-12-09Z,16.9,100,UR,1300
1990-12-10Z,0.0,100,UR,1300
1990-12-11Z,0.2,100,UR,1300
1990-12-12Z,0.0,100,UR,1300
1990-12-13Z,0.0,100,UR,1300
1990-12-14Z,0.0,100,UR,1300
1990-12-15Z,0.0,100,UR,1300
1990-12-16Z,0.0,100,UR,1300
1990-12-17Z,0.0,100,UR,1300
1990-12-18Z,0.0,100,UR,1300
1990-12-19Z,0.2,100,UR,1300
1990-12-20Z,0.0,100,UR,1300
1990-12-21Z,0.0,100,UR,1300
1990-12-22Z,0.0,100,UR,1300
1990-12-23Z,0.0,100,UR,1300
1990-12-24Z,0.0,100,UR,1300
1990-12-25Z,0.2,100,UR,1300
1990-12-26Z,0.2,100,UR,1300
1990-12-27Z,0.0,100,UR,1300
1990-12-28Z,0.5,100,UR,1300
1990-12-29Z,0.0,100,UR,1300
1990-12-30Z,0.0,100,UR,1300
1990-12-31Z,0.0,100,UR,1300
1990-12-01Z,0.0,100,UX,1300
1990-12-02Z,0.0,100,UX,1300
1990-12-03Z,0.0,100,UX,1300
1990-12-04Z,0.0,100,UX,1300
1990-12-05Z,0.2,100,UX,1300
1990-12-06Z,0.0,100,UX,1300
1990-12-07Z,0.0,100,UX,1300
1990-12-08Z,0.2,100,UX,1300
1990-12-09Z,2.2,100,UX,1300
1990-12-10Z,0.8,100,UX,1300
1990-12-11Z,0.0,100,UX,1300
1990-12-12Z,0.0,100,UX,1300
1990-12-13Z,0.4,100,UX,1300
1990-12-14Z,0.0,100,UX,1300
1990-12-15Z,0.0,100,UX,1300
1990-12-16Z,0.2,100,UX,1300
1990-12-17Z,3.0,100,UX,1300
1990-12-18Z,7.6,100,UX,1300
1990-12-19Z,0.0,100,UX,1300
1990-12-20Z,0.0,100,UX,1300
1990-12-21Z,0.2,100,UX,1300
1990-12-22Z,0.0,100,UX,1300
1990-12-23Z,0.0,100,UX,1300
1990-12-24Z,0.2,100,UX,1300
1990-12-25Z,0.0,100,UX,1300
1990-12-26Z,0.0,100,UX,1300
1990-12-27Z,0.0,100,UX,1300
1990-12-28Z,0.0,100,UX,1300
1990-12-29Z,0.0,100,UX,1300
1990-12-30Z,0.0,100,UX,1300
1990-12-31Z,0.2,100,UX,1300
1990-12-01Z,0.2,100,V1,1300
1990-12-02Z,0.0,100,V1,1300
1990-12-03Z,0.0,100,V1,1300
1990-12-04Z,0.2,100,V1,1300
1990-12-05Z,0.0,100,V1,1300
1990-12-06Z,0.0,100,V1,1300
1990-12-07Z,0.2,100,V1,1300
1990-12-08Z,10.6,100,V1,1300
1990-12-09Z,0.0,100,V1,1300
1990-12-10Z,0.0,100,V1,1300
1990-12-11Z,0.4,100,V1,1300
1990-12-12Z,0.0,100,V1,1300
1990-12-13Z,0.2,100,V1,1300
1990-12-14Z,0.0,100,V1,1300
1990-12-15Z,0.0,100,V1,1300
1990-12-16Z,0.0,100,V1,1300
1990-12-17Z,0.0,100,V1,1300
1990-12-18Z,2.2,100,V1,1300
1990-12-19Z,0.2,100,V1,1300
1990-12-20Z,0.0,100,V1,1300
1990-12-21Z,0.0,100,V1,1300
1990-12-22Z,0.0,100,V1,1300
1990-12-23Z,0.0,100,V1,1300
1990-12-24Z,0.0,100,V1,1300
1990-12-25Z,0.0,100,V1,1300
1990-12-26Z,0.4,100,V1,1300
1990-12-27Z,0.0,100,V1,1300
1990-12-28Z,0.0,100,V1,1300
1990-12-29Z,0.0,100,V1,1300
1990-12-30Z,0.0,100,V1,1300
1990-12-31Z,0.8,100,V1,1300
1990-12-01Z,0.2,100,V8,1300
1990-12-02Z,0.0,100,V8,1300
1990-12-03Z,0.0,100,V8,1300
1990-12-04Z,0.2,100,V8,1300
1990-12-05Z,0.0,100,V8,1300
1990-12-06Z,0.2,100,V8,1300
1990-12-07Z,0.0,100,V8,1300
1990-12-08Z,7.8,100,V8,1300
1990-12-09Z,0.0,100,V8,1300
1990-12-10Z,0.0,100,V8,1300
1990-12-11Z,0.2,100,V8,1300
1990-12-12Z,0.0,100,V8,1300
1990-12-13Z,0.0,100,V8,1300
1990-12-14Z,0.0,100,V8,1300
1990-12-15Z,0.2,100,V8,1300
1990-12-16Z,0.0,100,V8,1300
1990-12-17Z,0.0,100,V8,1300
1990-12-18Z,2.4,100,V8,1300
1990-12-19Z,0.0,100,V8,1300
1990-12-20Z,0.4,100,V8,1300
1990-12-21Z,0.0,100,V8,1300
1990-12-22Z,0.0,100,V8,1300
1990-12-23Z,0.0,100,V8,1300
1990-12-24Z,0.0,100,V8,1300
1990-12-25Z,0.0,100,V8,1300
1990-12-26Z,0.6,100,V8,1300
1990-12-27Z,0.0,100,V8,1300
1990-12-28Z,0.2,100,V8,1300
1990-12-29Z,0.0,100,V8,1300
1990-12-30Z,0.2,100,V8,1300
1990-12-31Z,0.2,100,V8,1300
1990-12-01Z,0.0,100,VD,1300
1990-12-02Z,0.0,100,VD,1300
1990-12-03Z,0.0,100,VD,1300
1990-12-04Z,0.0,100,VD,1300
1990-12-05Z,0.0,100,VD,1300
1990-12-06Z,0.0,100,VD,1300
1990-12-07Z,0.0,100,VD,1300
1990-12-08Z,7.4,100,VD,1300
1990-12-09Z,0.2,100,VD,1300
1990-12-10Z,0.0,100,VD,1300
1990-12-11Z,0.0,100,VD,1300
1990-12-12Z,0.0,100,VD,1300
1990-12-13Z,0.0,100,VD,1300
1990-12-14Z,0.0,100,VD,1300
1990-12-15Z,0.0,100,VD,1300
1990-12-16Z,0.0,100,VD,1300
1990-12-17Z,0.0,100,VD,1300
1990-12-18Z,2.8,100,VD,1300
1990-12-19Z,0.2,100,VD,1300
1990-12-20Z,0.2,100,VD,1300
1990-12-21Z,0.0,100,VD,1300
1990-12-22Z,0.2,100,VD,1300
1990-12-23Z,0.0,100,VD,1300
1990-12-24Z,0.0,100,VD,1300
1990-12-25Z,0.0,100,VD,1300
1990-12-26Z,0.0,100,VD,1300
1990-12-27Z,0.0,100,VD,1300
1990-12-28Z,0.0,100,VD,1300
1990-12-29Z,0.0,100,VD,1300
1990-12-30Z,0.0,100,VD,1300
1990-12-31Z,0.0,100,VD,1300
1990-12-01Z,0.0,100,VI,1300
1990-12-02Z,0.2,100,VI,1300
1990-12-03Z,0.0,100,VI,1300
1990-12-04Z,0.2,100,VI,1300
1990-12-05Z,0.0,100,VI,1300
1990-12-06Z,0.2,100,VI,1300
1990-12-07Z,0.0,100,VI,1300
1990-12-08Z,10.4,100,VI,1300
1990-12-09Z,0.2,100,VI,1300
1990-12-10Z,0.0,100,VI,1300
1990-12-11Z,0.0,100,VI,1300
1990-12-12Z,0.0,100,VI,1300
1990-12-13Z,0.0,100,VI,1300
1990-12-14Z,0.0,100,VI,1300
1990-12-15Z,0.0,100,VI,1300
1990-12-16Z,0.0,100,VI,1300
1990-12-17Z,0.0,100,VI,1300
1990-12-18Z,2.0,100,VI,1300
1990-12-19Z,0.2,100,VI,1300
1990-12-20Z,0.0,100,VI,1300
1990-12-21Z,0.0,100,VI,1300
1990-12-22Z,0.0,100,VI,1300
1990-12-23Z,0.0,100,VI,1300
1990-12-24Z,0.0,100,VI,1300
1990-12-25Z,0.0,100,VI,1300
1990-12-26Z,0.4,100,VI,1300
1990-12-27Z,0.0,100,VI,1300
1990-12-28Z,0.0,100,VI,1300
1990-12-29Z,0.0,100,VI,1300
1990-12-30Z,0.4,100,VI,1300
1990-12-31Z,0.2,100,VI,1300
1990-12-01Z,0.0,100,VK,1300
1990-12-02Z,0.0,100,VK,1300
1990-12-03Z,0.0,100,VK,1300
1990-12-04Z,0.2,100,VK,1300
1990-12-05Z,0.0,100,VK,1300
1990-12-06Z,0.2,100,VK,1300
1990-12-07Z,0.2,100,VK,1300
1990-12-08Z,10.3,100,VK,1300
1990-12-09Z,0.0,100,VK,1300
1990-12-10Z,0.0,100,VK,1300
1990-12-11Z,0.0,100,VK,1300
1990-12-12Z,0.0,100,VK,1300
1990-12-13Z,0.0,100,VK,1300
1990-12-14Z,0.0,100,VK,1300
1990-12-15Z,0.0,100,VK,1300
1990-12-16Z,0.0,100,VK,1300
1990-12-17Z,0.0,100,VK,1300
1990-12-18Z,0.8,100,VK,1300
1990-12-19Z,0.2,100,VK,1300
1990-12-20Z,0.0,100,VK,1300
1990-12-21Z,0.0,100,VK,1300
1990-12-22Z,0.0,100,VK,1300
1990-12-23Z,0.2,100,VK,1300
1990-12-24Z,0.0,100,VK,1300
1990-12-25Z,0.0,100,VK,1300
1990-12-26Z,0.2,100,VK,1300
1990-12-27Z,0.2,100,VK,1300
1990-12-28Z,0.0,100,VK,1300
1990-12-29Z,0.0,100,VK,1300
1990-12-30Z,0.0,100,VK,1300
1990-12-31Z,1.2,100,VK,1300
1990-12-01Z,0.0,100,VQ,1300
1990-12-02Z,0.0,100,VQ,1300
1990-12-03Z,0.0,100,VQ,1300
1990-12-04Z,0.0,100,VQ,1300
1990-12-05Z,0.0,100,VQ,1300
1990-12-06Z,0.0,100,VQ,1300
1990-12-07Z,0.2,100,VQ,1300
1990-12-08Z,9.2,100,VQ,1300
1990-12-09Z,0.8,100,VQ,1300
1990-12-10Z,0.4,100,VQ,1300
1990-12-11Z,0.0,100,VQ,1300
1990-12-12Z,0.2,100,VQ,1300
1990-12-13Z,0.0,100,VQ,1300
1990-12-14Z,0.0,100,VQ,1300
1990-12-15Z,0.0,100,VQ,1300
1990-12-16Z,0.0,100,VQ,1300
1990-12-17Z,0.0,100,VQ,1300
1990-12-18Z,6.2,100,VQ,1300
1990-12-19Z,0.0,100,VQ,1300
1990-12-20Z,0.0,100,VQ,1300
1990-12-21Z,0.0,100,VQ,1300
1990-12-22Z,0.0,100,VQ,1300
1990-12-23Z,0.0,100,VQ,1300
1990-12-24Z,0.0,100,VQ,1300
1990-12-25Z,0.2,100,VQ,1300
1990-12-26Z,0.0,100,VQ,1300
1990-12-27Z,0.0,100,VQ,1300
1990-12-28Z,0.0,100,VQ,1300
1990-12-29Z,0.0,100,VQ,1300
1990-12-30Z,0.2,100,VQ,1300
1990-12-31Z,0.0,100,VQ,1300
1990-12-23Z,0.0,100,VW,1300
1990-12-24Z,0.0,100,VW,1300
1990-12-25Z,0.0,100,VW,1300
1990-12-26Z,0.4,100,VW,1300
1990-12-27Z,0.0,100,VW,1300
1990-12-28Z,0.0,100,VW,1300
1990-12-29Z,0.0,100,VW,1300
1990-12-30Z,0.0,100,VW,1300
1990-12-31Z,0.0,100,VW,1300
