,Embassament de Darnius Boadella (Darnius),Embassament de Foix (Castellet i la Gornal),Embassament de Gaià (el Catllar),Embassament de Pasteral (la Cellera de Ter),Embassament de Riudecanyes,Embassament de Sant Ponç (Clariana de Cardener),Embassament de Sau (Vilanova de Sau),Embassament de Siurana (Cornudella de Montsant),Embassament de Susqueda (Osor),Embassament de la Baells (Cercs),Embassament de la Llosa del Cavall (Navès)
current_volume,10.74 hm3,3.55 hm3,0.71 hm3,1.07 hm3,1.24 hm3,12.48 hm3,25.15 hm3,1.18 hm3,84.82 hm3,64.32 hm3,28.06 hm3
